,StartDate,EndDate,Date,const,szgrowth(-1),hpgrowth(-1),const-p,szgrowth(-1)-p,hpgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,2006-11-01,0.17760955224890798,-0.0036338775610324503,0.789286094829091,0.22816518889485185,0.4833913392509558,0.002475227741871714,0.4838240901577602,0.4150006355121282
1,2006-03-01,2007-08-01,2006-12-01,0.08445997839660063,-0.0016514083319615208,0.9502384863781366,0.5317672013142274,0.7540301355499658,0.00022878364428737625,0.6069322376217234,0.5545232026379532
2,2006-04-01,2007-09-01,2007-01-01,-0.08583771688514713,0.0003565169874343681,1.2381012243079716,0.5540207365184966,0.9552356745922131,1.7588820253100998e-05,0.7269999950674286,0.6905999944097525
3,2006-05-01,2007-10-01,2007-02-01,0.013436932233136745,0.003988620320160894,0.9970503606021365,0.9174551368352595,0.5559753591687813,4.165892619915052e-06,0.7712175178685985,0.740713186917745
4,2006-06-01,2007-11-01,2007-03-01,0.09233647794129046,0.005272647990288669,0.8529933446928405,0.5127885509908061,0.48991508802413386,1.926789635711129e-05,0.7198997846411843,0.6825530892600089
5,2006-07-01,2007-12-01,2007-04-01,0.011995199925542127,0.0215176804986539,0.7661653362382214,0.9435148097343566,0.01184323938500746,0.0003975511276239162,0.6433113259912776,0.595752836123448
6,2006-08-01,2008-01-01,2007-05-01,0.028106675019460174,0.021511278411307056,0.7503484824631717,0.85936298507202,0.01259004241545045,0.00021826040088707474,0.6592116536218182,0.6137732074380606
7,2006-09-01,2008-02-01,2007-06-01,0.06129067268307464,0.01960928730642957,0.7301691090195375,0.6788726540773631,0.011941012046405878,0.00023567084359571935,0.6780368963439607,0.6351084825231554
8,2006-10-01,2008-03-01,2007-07-01,0.05513730362803894,0.019727524289722912,0.7359686638833415,0.6954895043404146,0.011099861912386249,0.00015403926782187318,0.7001617136328498,0.6601832754505632
9,2006-11-01,2008-04-01,2007-08-01,0.12848324357871213,0.01560970936485882,0.6924677160830369,0.3583860166795775,0.029115766033705626,0.00038115421149522826,0.6794855725223303,0.6367503155253077
10,2006-12-01,2008-05-01,2007-09-01,0.11414435607289708,0.015385724648559815,0.708229015612741,0.4029295914854871,0.031765880093126905,0.00026492011339997797,0.6879600340391956,0.6463547052444216
11,2007-01-01,2008-06-01,2007-10-01,0.12797805912431764,0.017416145483754787,0.6962599517342021,0.3166120629192225,0.014400395930421176,0.00019897943449661914,0.7277982718444252,0.6915047080903487
12,2007-02-01,2008-07-01,2007-11-01,0.19355385420718604,0.01804820285499685,0.6409697429693629,0.14593763914730926,0.020646437452418558,0.0006859916167912055,0.7373042247534292,0.7022781213872198
13,2007-03-01,2008-08-01,2007-12-01,0.1372832073777614,0.016942711921216165,0.6883492272759406,0.29432208828958456,0.03390395880337934,0.00040511067573782065,0.7374721821937393,0.7024684731529045
14,2007-04-01,2008-09-01,2008-01-01,0.09062695578503094,0.017707185872610127,0.716755377464128,0.47598541958944895,0.029061307792639456,0.00027531968549751937,0.7653467122544684,0.7340596072217309
15,2007-05-01,2008-10-01,2008-02-01,0.09683826945762802,0.018162976520772513,0.7189482195063388,0.40336295588397075,0.02595910162210211,0.0001107771208274144,0.7854710131443602,0.7568671482302749
16,2007-06-01,2008-11-01,2008-03-01,0.12358901627552954,0.020856039419471943,0.7066755310174608,0.29236237404273574,0.01414878135820031,0.00010614635987599964,0.8159389523720844,0.7913974793550289
17,2007-07-01,2008-12-01,2008-04-01,0.07692277440405734,0.018358878112585117,0.75250135307747,0.4640834083101586,0.020538829883141898,1.761133895086295e-05,0.8168175947947198,0.7923932741006825
18,2007-08-01,2009-01-01,2008-05-01,0.07167838820545223,0.019967026139736485,0.7099489486899461,0.4402469314221108,0.008820437324104619,1.286549788397784e-05,0.8340248446453081,0.8118948239313493
19,2007-09-01,2009-02-01,2008-06-01,0.051784279155869334,0.018438564003974277,0.714329567281502,0.5605635366991224,0.014178035645891393,9.245095051787252e-06,0.8121425538094148,0.7870948943173368
20,2007-10-01,2009-03-01,2008-07-01,0.011251446616426533,0.013733789242647579,0.642013125327127,0.8773575358117819,0.031203259789927038,5.7636101452287514e-06,0.7927472977850349,0.765113604156373
21,2007-11-01,2009-04-01,2008-08-01,-0.003964599784344568,0.012783295638500596,0.5203225909513045,0.9498006208324962,0.020371675296473966,0.00018347772554822247,0.6750893132181379,0.6317678883138896
22,2007-12-01,2009-05-01,2008-09-01,0.005013319545833939,0.012872996342214987,0.4643575597656868,0.9400946383718431,0.02827087206836774,0.009635097132817728,0.45542648934766583,0.38281668792735457
23,2008-01-01,2009-06-01,2008-10-01,0.07467343394493905,0.00972567322078917,0.9291495146281366,0.1347236233169154,0.02796881151070906,9.368949012446844e-06,0.7828439417480355,0.7538898006477736
24,2008-02-01,2009-07-01,2008-11-01,0.06531704949679905,0.009015412581591024,0.9422917857014136,0.17231934491797102,0.038023819610763246,1.4947022924984007e-06,0.8425404451490488,0.8215458378355887
25,2008-03-01,2009-08-01,2008-12-01,0.060618759561160834,0.008576585611848878,0.9179705903601151,0.20126808711242297,0.059544624385341215,8.615530168095875e-07,0.8714295867685166,0.8542868650043187
26,2008-04-01,2009-09-01,2009-01-01,0.06577992451258943,0.008353225978767108,0.924391115941207,0.17446383876758376,0.03277003367309116,6.063174923201136e-08,0.8854699689833355,0.8701992981811136
27,2008-05-01,2009-10-01,2009-02-01,0.06069304595545312,0.010698069604750757,0.9573476854486456,0.1936639354483366,0.010138411881637785,1.1895270186802037e-08,0.9108446772619739,0.8989573008969038
28,2008-06-01,2009-11-01,2009-03-01,0.0712175186514768,0.011177443082174733,0.9631919004032236,0.12934929890157432,0.006863559015232566,2.756278523563325e-09,0.9288607063156185,0.9193754671577009
29,2008-07-01,2009-12-01,2009-04-01,0.08595138542103418,0.010723546296540133,0.9997918253905587,0.07909388317971498,0.009854071403173926,6.114953794309019e-10,0.9416244017565261,0.9338409886573962
30,2008-08-01,2010-01-01,2009-05-01,0.06451336952136719,0.014449504890659562,0.8900098932965135,0.2918993312290628,0.010499613231968755,1.3341484580804269e-08,0.9118092625403189,0.9000504975456948
31,2008-09-01,2010-02-01,2009-06-01,0.08029062813578426,0.015804627148821096,0.8584559013481384,0.18786488740086002,0.003550655514522632,8.01044836555356e-09,0.9160189650144855,0.9048214936830836
32,2008-10-01,2010-03-01,2009-07-01,0.11481306170355984,0.013703810386148927,0.8451091186626882,0.059989679545223655,0.007927603280994948,4.50786112205159e-09,0.9166973471302263,0.9055903267475899
33,2008-11-01,2010-04-01,2009-08-01,0.12526325194147941,0.013608175965059003,0.8639430669791223,0.083052168472172,0.015322831261918031,2.7956102202091323e-08,0.8909246958862412,0.8763813220044068
34,2008-12-01,2010-05-01,2009-09-01,0.1279622593316833,0.015830427769275263,0.7889591354406124,0.22561693334486288,0.06166123489394595,3.7442773496612864e-06,0.770304969373363,0.7396789652898115
35,2009-01-01,2010-06-01,2009-10-01,0.13041252124102592,0.019199899926151315,0.763030211588157,0.25276112071108586,0.021732094707591774,2.3923430823334254e-05,0.7244037621193662,0.687657597068615
36,2009-02-01,2010-07-01,2009-11-01,0.13006325671832017,0.01911980107803728,0.7640691394245482,0.2793080958498399,0.019590986108106168,5.0365617419696224e-05,0.7026919630478348,0.6630508914542128
37,2009-03-01,2010-08-01,2009-12-01,0.12205631039571653,0.01866181858860003,0.7703598047034862,0.33106934519273623,0.023333315094923725,7.821809829757654e-05,0.6860903461951624,0.6442357256878508
38,2009-04-01,2010-09-01,2010-01-01,0.16645662688848462,0.018236983367710832,0.7272606581955661,0.20160239083058917,0.028664806924615892,0.00018784397393169957,0.6562241019525037,0.6103873155461709
39,2009-05-01,2010-10-01,2010-02-01,0.18503318005820185,0.019736720254214583,0.7076382146556202,0.1608278685690075,0.02364811060743783,0.00027120326403503204,0.661574780324524,0.6164514177011272
40,2009-06-01,2010-11-01,2010-03-01,0.1315694886336968,0.01635922019522592,0.7482977263599062,0.3426284543470627,0.05944580440162652,0.00029066392240306715,0.6353048313958325,0.5866788089152768
41,2009-07-01,2010-12-01,2010-04-01,0.14007994090755518,0.015483387427722334,0.7377323988392381,0.2951143250486272,0.0716983163408295,0.0002704655983624004,0.6416129759970948,0.5938280394633741
42,2009-08-01,2011-01-01,2010-05-01,0.20575111014663247,0.01516159852869259,0.6911856417800609,0.16428157276400954,0.12808256805501353,0.0012113763952029811,0.555181160402265,0.49587198178923364
43,2009-09-01,2011-02-01,2010-06-01,0.20919038107620677,0.01660921373930499,0.66959281779064,0.16686481445980325,0.13781681452625735,0.001749499388212175,0.5227062655697859,0.45906710097909076
44,2009-10-01,2011-03-01,2010-07-01,0.18428217316435985,0.024422616223013824,0.6411587631952326,0.212583576706308,0.09184758566491628,0.0026379032537024705,0.5350924922844176,0.4731048245890066
45,2009-11-01,2011-04-01,2010-08-01,0.17433122055989161,0.022868848997055873,0.6298993643235287,0.2106250172276155,0.10671347906903465,0.00230062979789801,0.5345293550129235,0.47246660234798
46,2009-12-01,2011-05-01,2010-09-01,0.1582001887423688,0.02063599021005929,0.6146669020651939,0.24287661756913337,0.15803731174250468,0.003323625179156894,0.4878882697664325,0.41960670573529024
47,2010-01-01,2011-06-01,2010-10-01,0.17868175252520047,0.01412956488511075,0.5046904577387907,0.1329846647383943,0.28304722088500184,0.008351639268546547,0.4011054580554484,0.3212528524628415
48,2010-02-01,2011-07-01,2010-11-01,0.15064611157448216,0.014050308063184224,0.5406100235802359,0.21013165239297688,0.30413495332038,0.019585898692938548,0.32330117909750855,0.23307466964384305
49,2010-03-01,2011-08-01,2010-12-01,0.14155219437793976,0.015001365679169331,0.5456457584669525,0.2146790615237075,0.2926570399263985,0.02172798620878446,0.33301306762328187,0.24408147663971946
50,2010-04-01,2011-09-01,2011-01-01,0.12734121729210474,0.014184399088215335,0.5243990808588759,0.22901455125547635,0.30107102707529915,0.022083510284531652,0.3338180920407774,0.2449938376462144
51,2010-05-01,2011-10-01,2011-02-01,0.11299481145987277,0.013077556998307925,0.4124422755607831,0.1928697964413164,0.2464921000335891,0.0357602574809284,0.3106466704541052,0.21873289318131928
52,2010-06-01,2011-11-01,2011-03-01,0.03550009637408724,0.004972015231880159,0.6787155070058206,0.6644827378342825,0.664023055707136,0.007438862874671304,0.405460488136694,0.3261885532215866
53,2010-07-01,2011-12-01,2011-04-01,0.029874705009418058,-0.0005878237498229202,0.758307048217858,0.6771134722478438,0.9597835990724966,0.0014071219729041864,0.5168558884583541,0.4524366735861346
54,2010-08-01,2012-01-01,2011-05-01,0.033873870531639844,-0.0010675864127245396,0.7499565674196793,0.6268550524194304,0.928840142311263,0.0010591274751386665,0.5352792312662733,0.47331646210177647
55,2010-09-01,2012-02-01,2011-06-01,0.027616593754027963,-0.0025417962307377677,0.7636195678174942,0.6928910168121803,0.8485895699757033,0.0008621115230711974,0.5506296563910786,0.4907136105765558
56,2010-10-01,2012-03-01,2011-07-01,-0.04169149152602934,-0.011610251891134984,0.8863342819836468,0.5460998679231344,0.36523863442360516,0.00018900196285885612,0.6165950183981228,0.5654743541845392
57,2010-11-01,2012-04-01,2011-08-01,-0.04943715449592903,-0.011449966812907756,0.8803370333995397,0.4533107011984956,0.36161180929957915,9.367868599134045e-05,0.6539753447695849,0.6078387240721962
58,2010-12-01,2012-05-01,2011-09-01,-0.024658295483171177,-0.006776752789783701,0.793279978534509,0.7137136141809313,0.6360800032862746,0.00016656699276547653,0.6225999997776452,0.5722799997479979
59,2011-01-01,2012-06-01,2011-10-01,-0.014527106094157291,-0.004643487937937181,0.7555461403289924,0.8300062876012281,0.7579866102641762,0.0003333465283321281,0.5878538019598707,0.5329009755545202
60,2011-02-01,2012-07-01,2011-11-01,-0.057469591446570024,-0.005906585650417764,0.6571055327451254,0.20049492303693725,0.5253847532680282,1.7382863554290034e-05,0.7185156535000744,0.6809844073000844
61,2011-03-01,2012-08-01,2011-12-01,-0.04900174458648953,-0.007091954904448345,0.6961680992645254,0.2846788022450793,0.4393318688332528,0.00014705130763652946,0.6305288634440731,0.5812660452366162
62,2011-04-01,2012-09-01,2012-01-01,-0.04525468195867575,-0.006245252091076042,0.7145003674338256,0.35047783136389055,0.5131418758988944,0.0003948711155170624,0.5935703957133507,0.5393797818084641
63,2011-05-01,2012-10-01,2012-02-01,-0.05886135593839945,-0.007226628252150286,0.6532937840734607,0.21526049214740756,0.4263173170265173,0.0009001598296728289,0.5576174767099498,0.49863314027127636
64,2011-06-01,2012-11-01,2012-03-01,-0.025078388506042694,-0.005452911312140131,0.7440179519597405,0.6412119801675433,0.5895826252721595,0.0016085655704088406,0.5191376067320217,0.455022620962958
65,2011-07-01,2012-12-01,2012-04-01,-0.004294083114259115,-0.006497097358834846,0.83755150099784,0.9365388078289612,0.5409148915364922,0.0004646158283451463,0.5915246323892325,0.5370612500411301
66,2011-08-01,2013-01-01,2012-05-01,0.07994841838151073,0.011911465664369401,1.0987348205641159,0.18199248117276642,0.23473580252661286,6.644107958728488e-05,0.7000142978256929,0.660016204202452
67,2011-09-01,2013-02-01,2012-06-01,0.09459117510741802,0.012046639313688105,1.1885889497815896,0.11180388948763555,0.23609387240821758,9.508294101552521e-07,0.8365473707292265,0.8147536868264567
68,2011-10-01,2013-03-01,2012-07-01,0.08778921151946716,0.013889491966186876,1.0760628193599744,0.1548765603602973,0.18680676870277438,7.042045504549598e-08,0.876768106305422,0.8603371871461449
69,2011-11-01,2013-04-01,2012-08-01,0.08954258713102312,0.015281724009209997,1.0025890570562663,0.1671963900265265,0.1640075413879198,1.9916234340307477e-08,0.8876349091867447,0.8726528970783107
70,2011-12-01,2013-05-01,2012-09-01,0.10804601753630402,0.019685313339827933,0.9411874528892239,0.10364528717660225,0.07668711966277059,1.1822242880362095e-08,0.895906448988927,0.8820273088541173
71,2012-01-01,2013-06-01,2012-10-01,0.10266556246111799,0.017163555760661003,0.917850938875866,0.14374050540191707,0.12634957559972312,2.0629163229972666e-08,0.887880777029376,0.8729315472999595
72,2012-02-01,2013-07-01,2012-11-01,0.09512382842023609,0.0162004274044332,0.9344640917126475,0.1920950925737969,0.10588477335836347,1.9009274808885766e-08,0.8853822158530062,0.8700998446334071
73,2012-03-01,2013-08-01,2012-12-01,0.10765066613502611,0.017007597580448022,0.9283747197410658,0.1577637018082391,0.09200667902297828,2.1451885868512186e-08,0.8842521747277856,0.868819131358157
74,2012-04-01,2013-09-01,2013-01-01,0.1727463961617303,0.02135361974405693,0.856995345417817,0.006480945677852046,0.0066979831864798604,7.595622542150838e-10,0.9291085608953089,0.9196563690146834
75,2012-05-01,2013-10-01,2013-02-01,0.16814651606112901,0.01882787796465165,0.8349239958312011,0.024843160147216374,0.028152519050565768,1.68860385054611e-08,0.8891238739852455,0.8743403905166116
76,2012-06-01,2013-11-01,2013-03-01,0.17355499352447867,0.019581304701641655,0.8234770267635901,0.03837343595351128,0.02699073372863611,9.521019564447603e-08,0.8676114165873585,0.849959605465673
77,2012-07-01,2013-12-01,2013-04-01,0.1251084200424639,0.01800324519909191,0.8584480983883263,0.17160819745615133,0.044651700651750156,2.709583163691641e-07,0.8459311666263929,0.8253886555099119
78,2012-08-01,2014-01-01,2013-05-01,0.12570308114229928,0.01792858148514296,0.8591258577327894,0.18693604729065424,0.04805478880934744,4.277308755016518e-07,0.833654685441649,0.8114753101672022
