,StartDate,EndDate,Date,const,szgrowth(-1),hpgrowth(-1),const-p,szgrowth(-1)-p,hpgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,2006-11-01,0.22072044460345397,0.004241416236526588,0.7202231615194071,0.17956662951749564,0.4799675487595846,0.002483423792401333,0.5068188296732807,0.4410613402963849
1,2006-03-01,2007-08-01,2006-12-01,0.2693744888701402,0.003999631406869528,0.6616296655202258,0.09809605999032522,0.49873619677378134,0.0032899642508196205,0.5083378308275716,0.44278287493791446
2,2006-04-01,2007-09-01,2007-01-01,0.26129773264818373,0.005693877017464627,0.6901126958041733,0.15108497950159214,0.3751726069952064,0.00487725432577457,0.5028433338294397,0.4365557783400317
3,2006-05-01,2007-10-01,2007-02-01,0.2930253302474191,0.005547948042963859,0.6569275412772374,0.10425821348853416,0.38313193444584515,0.0029385290304973265,0.5043821556058847,0.43829977635333606
4,2006-06-01,2007-11-01,2007-03-01,0.37180868159897856,0.007040462591058776,0.5183787825748198,0.10034964447901723,0.36159366522477154,0.035590439466153964,0.33187625987713,0.24279309452741404
5,2006-07-01,2007-12-01,2007-04-01,0.29120643979097605,0.012437453262202079,0.5447350138395405,0.19314671944912223,0.08384993553214685,0.03658692411372767,0.47457355119179667,0.4045166913507029
6,2006-08-01,2008-01-01,2007-05-01,0.275117204731691,0.011673147828015873,0.574561928485699,0.13334681796122436,0.09354201112006451,0.009584893220386921,0.5231252128706495,0.45954190792006944
7,2006-09-01,2008-02-01,2007-06-01,0.3268526850551615,0.009713427138157208,0.5474247436628772,0.06965926952357156,0.1289482853091513,0.012216589508639871,0.5211466424036177,0.45729952805743346
8,2006-10-01,2008-03-01,2007-07-01,0.3227661548168061,0.010095263345213112,0.5474681923270039,0.07553142520966687,0.11713674988570401,0.01318188655892566,0.5280830170713066,0.46516075268081414
9,2006-11-01,2008-04-01,2007-08-01,0.32160705385468985,0.008604291378104586,0.5602751758595164,0.08610654982712415,0.15161343788193166,0.015037606319374125,0.548981003348065,0.488845137127807
10,2006-12-01,2008-05-01,2007-09-01,0.25788223198323973,0.007701142099329952,0.6176198596168783,0.1494108943035198,0.19751285428548304,0.00738427831623565,0.5674116723244684,0.5097332286343976
