,StartDate,EndDate,const,szgrowth(-1),const-p,szgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,0.7433449173639143,0.008610891513414085,1.0534931998990091e-07,0.27396034142827214,0.07425594333907992,0.01639693979777246
1,2006-03-01,2007-08-01,0.7558330298865091,0.010040280346102277,7.536604232979799e-08,0.18068966081606588,0.1090914113062823,0.05340962451292497
2,2006-04-01,2007-09-01,0.7809543590740019,0.01223653078796784,1.8933153049289817e-07,0.12276769973365573,0.1423095818305321,0.08870393069494031
3,2006-05-01,2007-10-01,0.8350281018302581,0.009935710015692004,1.8107514886318042e-07,0.22884236200386476,0.08912558554266226,0.03219593463907866
4,2006-06-01,2007-11-01,0.8188516807969172,0.010650042501028578,3.270245842495017e-07,0.21495177070528126,0.09437720787763737,0.03777578336998966
5,2006-07-01,2007-12-01,0.7491129319050849,0.01801805843829634,1.8615994287415205e-07,0.02110047233832468,0.2901028916861884,0.24573432241657522
6,2006-08-01,2008-01-01,0.7357235169418864,0.017259979471926562,7.517177800223773e-07,0.03758560232506769,0.2431532038610491,0.19585027910236463
7,2006-09-01,2008-02-01,0.7559726057145113,0.016092703288620332,1.9864318059832862e-07,0.029815076631225127,0.262217067056321,0.21610563374734104
8,2006-10-01,2008-03-01,0.7520113452565056,0.016693324594799826,1.8991524175813093e-07,0.024058893672178668,0.27960348533643997,0.23457870316996743
9,2006-11-01,2008-04-01,0.7643332104438239,0.016260066631765928,5.935548829918466e-08,0.013965306938475438,0.3224234603606567,0.2800749266331978
10,2006-12-01,2008-05-01,0.7374221732335899,0.016012828575380576,2.192470582081559e-07,0.02084700185933961,0.29106464679369526,0.24675618721830117
11,2007-01-01,2008-06-01,0.7354037223837459,0.017611189089255932,1.3732981811044712e-07,0.011327441519222232,0.33839366882675526,0.2970432731284275
12,2007-02-01,2008-07-01,0.740549865149882,0.02148011766117902,4.9802745054345476e-08,0.002771282525942067,0.4380700850497412,0.40294946536535003
13,2007-03-01,2008-08-01,0.702478231036949,0.021316182660272652,4.5085744255688513e-07,0.006500534067072153,0.3793283660685096,0.3405363889477915
14,2007-04-01,2008-09-01,0.6671652498685996,0.021859053449536165,5.609905302524478e-07,0.0035186459678234853,0.4221199883815604,0.3860024876554079
15,2007-05-01,2008-10-01,0.6269458577081704,0.021705226885459963,2.4111578834811097e-06,0.00592361022586127,0.38597343838128406,0.34759677828011437
16,2007-06-01,2008-11-01,0.5959070740021981,0.023224158161244617,9.233084112274538e-06,0.004623521336132483,0.40340092755359125,0.3661134855256907
17,2007-07-01,2008-12-01,0.475696418181716,0.016432834573287272,0.0020616567674623847,0.11144956337668313,0.15066218072891713,0.09757856702447443
18,2007-08-01,2009-01-01,0.37302960164453275,0.0174000974890232,0.011460681464785011,0.09802794845332755,0.1617403801947559,0.10934915395692812
19,2007-09-01,2009-02-01,0.25402439725749626,0.008708428529046686,0.09797253984909379,0.45326315026899866,0.03561685631753331,-0.024657090162620854
20,2007-10-01,2009-03-01,0.13179783562550432,-0.0018989552926518436,0.32278878788463083,0.8601042167349469,0.002000884944497683,-0.060374059746471254
21,2007-11-01,2009-04-01,0.053364342296598796,-0.006280999192890873,0.6155631169388558,0.46109441172764265,0.034419744527754315,-0.025929021439261124
22,2007-12-01,2009-05-01,0.05657820006845314,-0.006617380277741512,0.6024161757858986,0.45011241706940497,0.03610727030048033,-0.02413602530573966
23,2008-01-01,2009-06-01,0.10236567520601669,-0.004545638366210543,0.3667807842831369,0.6334425152079524,0.014557158632302336,-0.047033018953178685
24,2008-02-01,2009-07-01,0.13334319688284377,-0.0014679347616279106,0.2680268635088259,0.8814324941686638,0.0014334970740710329,-0.060976909358799514
25,2008-03-01,2009-08-01,0.16595196808258375,0.005730262700999418,0.18721815131054528,0.5793490251855118,0.019618707010614855,-0.041655123801221716
26,2008-04-01,2009-09-01,0.19369793922804185,-0.00041665407427115154,0.15657827632183655,0.9674685866917927,0.00010724721144261817,-0.06238604983784213
27,2008-05-01,2009-10-01,0.2140621399498534,0.0026894365251494794,0.1263231749900854,0.8095069200922037,0.003740100906299726,-0.05852614278705648
28,2008-06-01,2009-11-01,0.25250817909547035,0.004862787049707627,0.09199869374143176,0.680719193424661,0.01085833252425239,-0.05096302169298195
29,2008-07-01,2009-12-01,0.29360588235222795,0.0077674353077649754,0.0696484751817533,0.541457714722531,0.023753798834042605,-0.037261588738829676
30,2008-08-01,2010-01-01,0.3525277600831166,0.009216342793589384,0.051738479274369684,0.5482429278049072,0.02297485791236864,-0.03808921346810834
31,2008-09-01,2010-02-01,0.41115716243047196,0.006140974759635896,0.02826307257248146,0.6881872033787819,0.010331217276243865,-0.05152308164399089
32,2008-10-01,2010-03-01,0.4420126000807999,0.005062867760237072,0.021561169404616613,0.7548001022398474,0.006269891555761298,-0.05583824022200368
33,2008-11-01,2010-04-01,0.5028097157229419,0.0036861520596718454,0.011871320576721382,0.8241806894501839,0.003177776831137291,-0.059123612116916524
34,2008-12-01,2010-05-01,0.5905695669812865,-0.011273120849333367,0.003792809656003317,0.5544934198953293,0.022272500400602024,-0.038835468324360356
