,StartDate,EndDate,HP-HP(-1),HP-SZ(-1),HP-HP(-2),HP-SZ(-2),SZ-HP(-1),SZ-SZ(-1),SZ-HP(-2),SZ-SZ(-2),HP-const-p,SZ-const-p,HP-HP(-1)-p,SZ-HP(-1)-p,HP-SZ(-1)-p,SZ-SZ(-1)-p,HP-HP(-2)-p,SZ-HP(-2)-p,HP-SZ(-2)-p,SZ-SZ(-2)-p
0,2006-01-01,2007-06-01,0.7824261512616808,0.00015828110579033523,20.961661123669387,0.4611305387001131,-0.24097504265969044,0.0052212864621149655,-22.799099964504876,-0.608562565884969,0.15287578936481025,0.160063764627162,0.008581823895405601,0.07883982429140957,0.9797664955143983,0.0651567405360401,0.4602920288644283,0.08122768728511369,0.37575834577361844,0.009974736592639455
1,2006-02-01,2007-07-01,0.8583696443244985,-0.003948731884327125,23.572381382397392,0.25431892148766627,-0.14727158397241202,0.0054350680325554466,-17.646390620174206,-0.5940309814632828,0.28822755513855136,0.2943996483666764,0.006936511900138078,0.06429966679283727,0.5140597799234887,0.2943261862085512,0.6726582965723933,0.20650129802633155,0.3940536990748157,0.02010366597370236
2,2006-03-01,2007-08-01,1.0768316996635507,0.0006667170504205188,19.533071370382938,0.2032263635170052,-0.18145633508763073,0.0021597265954791884,-17.63955852146221,-0.4922415406629398,0.7083693596960701,0.20455636126634602,0.0003396191145521741,0.10677157101221449,0.9121555753858199,0.40400684316233537,0.6117492370352735,0.22077833589933238,0.7156931637388163,0.03939696157598018
3,2006-04-01,2007-09-01,1.4487344830004811,0.003165477129159581,20.363504898366447,0.2148946435696345,-0.2653750991861211,0.004647002438997958,-20.563127290188383,-0.5424807216312455,0.48142063837089577,0.07623306790862275,2.9867956492223486e-05,0.09064039790556819,0.6521694560769292,0.3775608253490764,0.541855981057956,0.17287069668055233,0.4872605907816856,0.019362211573894256
4,2006-05-01,2007-10-01,0.9122514167781288,0.005345048463073412,15.086753884551932,0.2371834853141489,0.13119865818246604,0.003540255555010246,-17.274805197286216,-0.5574744873010951,0.9171253374600812,0.0288653950692484,0.002485337586296389,0.15308812886042958,0.4434388605837535,0.3314501949150015,0.7722079888729149,0.27636849007177067,0.5938499859019524,0.016483867784249727
5,2006-06-01,2007-11-01,1.1852923096695684,0.00886045854529506,25.966847022636074,0.37930987650417514,-0.45472651234651446,0.004180970764249896,-37.726723342169045,-0.5713644574431859,0.4238620847964514,0.0018251391719399967,0.0006371292891120838,0.026588498620941092,0.2628839594135516,0.15545952175022024,0.2408960507149257,0.003930569753985636,0.5905415902207096,0.02931471181160711
6,2006-07-01,2007-12-01,1.521415375745977,0.017592608613701738,8.526264421190056,-0.0941778206461175,-0.8673480321151972,0.0022837277355961852,-17.000307369174013,-0.48942363336644307,0.7161684920473836,0.0026780004339500346,5.132200546261394e-07,0.4343371731699899,0.01227672610831172,0.7095811026898409,0.004053810531290084,0.11759073524897179,0.7853455892025533,0.10488672281554465
7,2006-08-01,2008-01-01,1.0393970818091258,0.019187492669871402,19.574500345035712,-0.20096640630111035,-0.4378016058350414,-0.004578475975797676,-29.46291325400779,-0.49710120794284324,0.3809632017701744,0.0031650624293856917,0.00016045212746859376,0.017017889871895075,0.028008469771937754,0.4397633302804347,0.14430228641775258,0.0009719297894383337,0.6617471945433866,0.11077327033181006
8,2006-09-01,2008-02-01,1.03748110782833,0.019595792460492374,18.04602756876124,0.08856459660081124,-0.4212122402762034,-0.004266699437323949,-22.346811721721508,-0.4408373749883666,0.33236890898458593,0.052124704985066356,0.0001520491203801343,0.05526074966714831,0.006223986524701756,0.7190488463027477,0.12174551298287671,0.016911904945732935,0.6833347140359847,0.22012204772787247
9,2006-10-01,2008-03-01,1.0288696394986547,0.019915760204865778,13.222259119495481,0.15860444828136436,-0.4061516280171679,-0.002048299285270418,-12.890028379032808,0.034281481162417714,0.32386711082847275,0.6721601608860824,0.00012993403716987377,0.2480269426345333,0.00489309798362127,0.5986030144795651,0.1150871211670693,0.2401089475590391,0.8177343649279853,0.9278075758241867
