交易日期↓,开盘点位,最高点位,最低点位,收盘点位,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅（%）,成交量(万股),成交额(万元)
2002-03-29,"1,648.09","1,648.09","1,596.25","1,603.91",79.20,5.19,237.33,17.37,"120,085.61","1,177,249.81"
2002-02-28,"1,537.93","1,544.39","1,521.08","1,524.70",33.04,2.21,158.12,11.57,"64,779.89","624,079.50"
2002-01-31,"1,413.22","1,501.33","1,413.22","1,491.67",-154.31,-9.37,125.09,9.15,"188,006.97","1,711,933.95"
2001-12-31,"1,641.43","1,649.80","1,638.32","1,645.97",-102.02,-5.84,279.39,20.44,"51,691.58","579,100.14"
2001-11-30,"1,732.13","1,748.00","1,731.96","1,747.99",58.82,3.48,381.41,27.91,"73,125.07","784,197.76"
2001-10-31,"1,678.93","1,689.17","1,655.89","1,689.17",-75.70,-4.29,322.59,23.61,"40,513.65","452,188.70"
2001-09-28,"1,766.13","1,774.30","1,751.72","1,764.87",-69.27,-3.78,398.29,29.14,"34,211.79","404,674.29"
2001-08-31,"1,838.21","1,846.94","1,831.52","1,834.14",-86.18,-4.49,467.56,34.21,"31,360.65","365,721.70"
2001-07-31,"1,939.26","1,978.10","1,909.30","1,920.32",-297.71,-13.42,553.74,40.52,"71,250.94","876,921.07"
2001-06-29,"2,218.57","2,225.35","2,214.16","2,218.03",3.77,0.17,851.45,62.31,"172,303.51","957,877.04"
2001-05-31,"2,217.87","2,222.65","2,208.88","2,214.26",95.07,4.49,847.68,62.03,"185,730.78","1,685,524.98"
2001-04-30,"2,117.17","2,122.50","2,111.95","2,119.18",6.41,0.30,752.60,55.07,"109,117.82","1,049,714.40"
2001-03-30,"2,101.10","2,112.83","2,096.28","2,112.78",153.60,7.84,746.20,54.60,"243,953.91","1,356,066.87"
2001-02-28,"1,964.36","1,965.02","1,950.93","1,959.18",-106.43,-5.15,592.60,43.36,"61,413.54","667,484.20"
2001-01-19,"2,046.58","2,067.88","2,046.54","2,065.61",-7.87,-0.38,699.03,51.15,"118,312.64","860,158.31"
2000-12-29,"2,055.83","2,073.88","2,055.51","2,073.48",2.86,0.14,706.90,51.73,"136,586.80","1,166,640.37"
2000-11-30,"2,067.07","2,072.29","2,057.04","2,070.61",109.33,5.57,704.03,51.52,"84,655.50","911,526.24"
2000-10-31,"1,974.53","1,979.99","1,956.42","1,961.29",51.13,2.68,594.71,43.52,"90,904.22","791,197.93"
2000-09-29,"1,888.20","1,910.49","1,888.07","1,910.16",-111.04,-5.49,543.58,39.78,"37,455.91","510,130.52"
2000-08-31,"2,062.84","2,064.76","2,019.45","2,021.20",-2.34,-0.12,654.62,47.90,"112,243.08","1,399,824.69"
2000-07-31,"2,016.14","2,023.57","2,008.64","2,023.54",95.43,4.95,656.96,48.07,"123,072.92","1,532,802.95"
2000-06-30,"1,937.84","1,941.40","1,924.97","1,928.11",33.55,1.77,561.53,41.09,"124,675.78","1,262,440.38"
2000-05-31,"1,875.46","1,894.58","1,869.34","1,894.55",58.23,3.17,527.97,38.63,"157,692.35","1,624,770.84"
2000-04-28,"1,805.50","1,836.33","1,797.71","1,836.32",36.10,2.01,469.74,34.37,"109,713.11","1,136,810.31"
2000-03-31,"1,810.55","1,810.90","1,780.41","1,800.23",85.65,5.00,433.65,31.73,"233,407.25","1,855,225.23"
2000-02-29,"1,728.14","1,733.14","1,678.35","1,714.58",179.58,11.70,348.00,25.46,"286,807.57","3,219,600.79"
2000-01-28,"1,514.56","1,536.35","1,510.75","1,535.00",168.42,12.32,168.42,12.32,"293,889.56","2,070,947.95"
