ADS,ALV,BAS,BAYN,BEI,BMW,CBK,CONS,DAI,DB1,DBK,DPW,DTE,FME,FRE,HEI,HEN3,IFX,LHA,LIN,LXS,MUV2,RWE,SAP,SDF,SIE,TKA,VOW3,^GDAXI
171.35,171.05,85.49,118.05,94.26,86.27,9.62,201.15,67.19,89.85,17.12,31.7,18,81.77,75.81,83.52,123.95,19.21,16.4,166,64.15,172.95,17.5,94.68,23.4,126.85,23.52,138.1,12659.15
171.9,171.1,85.18,116.6,94.07,85.9,9.52,201.4,67.74,89.49,16.99,31.53,18.05,82.05,75.98,83.64,123.55,19.08,16.3,165.2,64.7,172.05,17.38,94,23.41,126.55,22.93,138.45,12619.46
172.5,169.8,85.74,116.95,93.06,86.18,9.55,201.8,67.89,89.32,17.09,31.57,17.8,81.7,76.04,83.13,123.75,19.26,16.3,165.9,65.39,172.35,16.97,94.1,23.69,128.15,23.09,139.4,12638.69
174.35,170.1,85.6,116.75,92.25,85.19,9.41,202.1,67.72,89,16.81,31.51,17.39,82.25,76.28,82.1,122.85,19.09,16.25,166.7,65.24,172.85,16.1,93.75,22.86,128.35,23.02,138.5,12590.06
173.85,170.2,85.49,115.9,93.36,86.43,9.41,202.45,68.25,92.65,16.85,31.69,17.47,81.42,76.57,83.1,123.95,19.17,16.55,166.25,65.61,172.45,16.11,93.95,22.86,129.3,23.17,140.75,12631.61
177.25,173,87.33,117.6,94.28,86.69,9.69,205.5,68.78,94,17.46,32.36,17.65,83.74,78.08,85.57,124.65,19.56,16.83,166.95,66.95,175.1,16.32,94.22,23.15,131,22.49,143.35,12804.53
177.3,173.6,88.35,116.05,94.45,87.35,9.71,207.65,69.15,94.37,17.57,32.3,17.48,84.58,78.27,85.73,124.7,19.56,16.97,169.45,67.04,175,16.2,94.21,23.28,130.05,21.6,144.35,12807.04
176.2,172.8,89.56,116.75,94.7,87.24,9.46,207.8,69.07,94.1,17.18,32.09,17.53,85.41,79.49,85.7,125,19.04,16.81,167.65,65.3,175.5,15.6,94.66,22.25,130,21.36,144.65,12770.41
179,173.3,90.11,115.1,94.15,90.14,9.51,209.15,68.74,93.48,17.33,31.77,16.72,85.75,78.33,86.18,125.2,19.08,16.79,167.25,65.7,175.35,15.59,93.98,22.28,130.7,22.26,143.35,12711.06
180.6,173.45,90.08,116.3,94.26,90.52,9.49,208.55,68.85,93.39,17.49,32.9,16.85,85.42,78.52,88.6,126.6,19.06,17.17,170.85,68.87,176.55,15.6,95.04,22.75,130.5,22.44,144.4,12757.46
183.85,173.55,89.93,115.7,94.18,89.53,9.4,205.1,68.59,92.88,17.33,32.85,16.85,85.75,79.02,89.69,126.55,18.73,16.65,170.85,67.42,177.2,15.56,95.2,22.91,131.65,22.44,144.25,12749.12
182.4,172.9,89.24,115.25,93.47,89.89,9.4,206.4,68.75,92.75,17.44,33.1,16.81,84.83,78.42,88.95,125.25,18.67,16.48,170,67.29,180.05,15.35,94.22,22.55,130.45,22.18,145.3,12694.55
184.15,173.9,90.14,115.1,93.59,89.1,9.6,207.6,68.52,92.52,17.42,33.08,16.61,84.55,78.89,89.4,126.05,18.78,16.32,174,69.01,180.3,15.38,93.84,22.68,132,22.51,144.2,12716.89
183.8,173.85,90.06,113.7,92.67,87.3,9.49,205.3,68.01,93.04,17.19,32.96,16.53,84.06,78.83,88.34,126.55,18.6,16.26,169.95,67.34,180.4,15.39,93.21,21.95,131.65,22.07,143.85,12647.78
182.15,176.35,89.53,112.65,91.65,86.9,9.2,201,67.81,91.51,16.8,32.29,16.41,83.29,77.49,86.94,124.55,19.03,16.05,166.65,66.01,178.2,15.19,92.48,21.39,132.45,21.98,143.25,12527.84
183.1,176.1,89.54,110.95,91.92,87.71,9.07,201.3,67.96,91.5,16.67,32.17,16.3,83.59,75.53,86.97,124.55,18.99,16.23,165.55,66.17,177.65,15.28,92.8,21.49,132.7,22.15,144.4,12507.9
183.9,174.8,89.46,113.6,91.34,87.65,8.99,205.5,68.4,89.85,16.53,33,16.1,81.45,74.41,85,125,19,15.84,164.95,66.3,175.95,15.2,92.07,21.91,131.6,21.85,145.55,12438.01
184.35,174.5,89.98,112.65,91.19,87.7,8.84,204.65,68.29,90.69,16.7,32.41,16.18,82.39,75.27,86.93,124.85,18.99,15.81,161.25,64.9,177.85,15.41,92.35,21.9,132.05,21.67,144.4,12443.79
185.35,175.5,91.19,108.05,91.07,88.66,9.07,202.25,68.84,87.28,17.33,32.24,16.4,82.19,74.33,87.72,123.7,19.08,16.81,163.4,64.95,189.4,15.39,92.45,21.27,133.2,22.6,145.55,12472.8
185.7,175.5,92.16,108.45,90.41,87.77,9.05,201.15,68.7,87.83,16.94,32.13,16.46,81.54,74.39,87.4,123.6,18.89,16.64,161.15,65.86,188,15.31,93.13,21.5,132.7,22.76,145.65,12467.04
184.35,175.15,92.53,108.7,91.28,87.43,9.1,206.65,67.78,86.37,16.99,32.26,16.35,81.31,75.55,88.03,123.3,18.93,16.69,160.95,65.59,188.4,15.67,92.99,21.5,132.75,22.17,143.5,12454.98
180.4,170.25,88.77,105.2,89.47,84.93,8.32,201.2,66.17,85.6,15.56,30.72,15.93,79.81,73.55,84.44,121.3,18.25,16.1,155.85,62.5,182.4,15.15,90.92,21.08,125.35,21.47,140,12048.57
178.2,168.9,88.5,104.4,90.77,84.08,8.26,200.05,66.29,85.61,15.34,30.6,15.91,79.84,73.98,84.68,121.8,18.52,15.9,157.45,62.61,182.65,15.3,90.4,21.18,126,21.47,139.7,12027.32
177.3,168.95,88.76,104.5,90.47,83.98,8.22,199.3,65.88,85.65,15.2,30.82,15.96,80.18,74.31,84.97,122.3,18.31,15.79,157.3,63.07,181.55,15.35,90.66,21.15,124.5,21.84,139.65,12016.45
177.95,169.2,89.54,104.2,90.69,82.44,7.87,197.9,65.55,85.29,14.9,30.84,15.98,80.02,74.73,84.74,121.6,18.33,15.15,157.4,61.96,182.25,15.45,90.36,21.3,124.95,21.27,136.95,12000.44
178.05,170.75,90.77,106.55,91.71,82.83,8.03,197.85,66.42,84.82,15.13,31.09,16.06,79.99,74.92,86.63,122.85,18.54,15.2,159.05,63.5,183,15.8,91.1,21.89,126.55,21.88,131.15,12109
177.45,171.4,91.45,106.25,91.17,83.39,8.13,200.2,66.82,86.15,15.28,31.08,16.14,78.98,75.16,86.59,123.2,18.48,15.68,159.45,63.6,182.85,15.83,91.49,22.11,127.3,22.03,131.9,12154.7
175.8,170.65,91.81,105.9,90.55,82.63,8.16,199.4,66.64,87.09,15.31,31.17,16.15,78.37,74.98,87.49,121.6,18.52,15.83,158.35,64.11,182.3,15.76,91.02,22.17,128.1,22.46,131.75,12139.35
177.4,171.95,92.79,106.65,90.88,82.71,8.33,200.25,66.93,87.8,15.55,31.29,16.2,78.75,75.3,87.75,121.55,18.81,15.27,159.2,64.3,182.6,15.65,91.76,21.97,127.65,22.65,132.9,12200.52
178.3,172.55,93.27,107.5,90.25,82.79,8.29,201.15,67,87.5,15.53,31.56,16.18,78.53,74.68,88.04,122.05,18.81,14.9,158.7,64.3,182.75,15.75,91.79,21.83,128.4,22.55,132.9,12225.06
176.6,173.15,93.51,107.5,89.83,82.95,8.37,200.2,67.12,87.18,15.68,31.75,16.23,78.25,74.49,87.06,122.85,18.91,15.23,158.25,63.31,183.2,15.72,91.43,21.65,128.55,22.73,133,12230.89
175.6,172.1,93.13,107.85,89.51,83.24,8.44,200.2,67.06,87.25,15.65,31.67,16.25,77.97,74.43,87.48,122.6,18.91,15.29,157.5,63,183,15.56,91.71,21.73,128.1,22.83,133.15,12217.54
177.6,173.25,93.82,107.5,89.49,83.95,8.27,203.3,67.74,87.95,15.6,31.8,16.37,79.08,75.07,87.59,122.5,19.08,15.36,159.35,63.18,183.9,15.41,92.27,21.65,128.75,22.94,134.2,12282.34
175.85,172,93.05,107.8,89.19,84.87,8.37,204.15,68.45,87.7,15.7,31.76,16.4,79.47,74.84,87.58,120.85,18.97,15.2,157.3,62.75,182.75,15.45,91.91,21.92,127.6,23.2,135.7,12257.2
178.3,173.65,92.92,108.05,88.73,85.51,8.48,205.5,69.2,86.18,16.15,32.1,16.42,79.05,75.33,87.76,120.1,19.15,15.2,156.1,62.89,183.4,15.53,91.98,21.79,128.4,22.96,136.6,12312.87
177.8,172.75,93,106.8,88.5,85.58,8.54,206.3,69.33,85.22,16.03,31.86,16.27,78.8,74.6,87.98,119.75,19.13,15.06,156.4,63.72,183.55,15.09,91.39,21.28,127.75,22.94,136.2,12256.43
177.95,172.25,92.1,106.9,88.38,84.81,8.65,203.05,72.36,83.79,16.17,31.51,16.36,78.64,74.59,87.7,119.7,19.03,14.94,156.25,62.81,182.5,14.93,91.09,21.34,125.8,22.75,137.05,12203
177.95,171.55,91.54,106.9,88.54,84.48,8.8,201.7,71.63,81.87,15.95,31.28,16.32,78.06,73.9,86.65,119.2,19.15,14.96,156.8,62.04,181.75,14.7,90.61,21.13,125.15,22.68,137.25,12149.42
176.05,169.6,90.03,106.6,88.09,83.48,8.52,197.5,70.48,81.97,15.51,31.09,16.18,77.32,73.19,86.12,119,18.69,14.87,153.8,60.44,179.15,14.79,89.4,20.92,122.7,22.35,134.95,11996.07
178.55,169.55,90.26,107,87.73,83.68,8.53,199.65,70.56,81.26,15.53,31.44,16.15,77.61,73.81,87.39,118.95,18.7,15.06,154.05,61.51,178.7,15.17,90.8,21.18,124.35,22.68,135.8,12064.27
179.45,171.3,89.65,106.95,88.15,83.08,8.48,197.15,70.58,81.16,15.76,31.57,16.13,77.49,73.77,88.13,119.35,17.1,15.1,153,61.55,180.15,14.91,90.95,21.48,124.1,22.76,136.25,12039.68
179,168.9,88.7,105.05,87.66,82.74,8.35,193.2,69.9,79.57,15.73,31.23,15.95,76.73,72.93,86.72,119.3,17.09,14.58,150.3,60.96,177,14.51,90.5,21.21,122,22.58,136.35,11904.12
180.7,170.25,88.58,105.4,87.88,82.93,8.42,194.65,70.55,81.01,16,31.52,15.95,76.72,72.95,87.74,120,17.19,14.6,153.15,61.49,177.3,14.55,90.26,21.66,123.2,22.82,134.4,11962.13
181.45,170.1,89,106.25,88.12,82.5,8.36,197.2,70.97,81.33,15.35,31.86,16,79.49,75.52,89.39,120.8,17.6,15.05,153.6,63.17,179,14.66,91.07,22.13,124.75,23.4,137.15,12052.9
183.2,170.4,89.31,106.85,88.24,82.89,8.55,197.3,71.16,81.29,15.94,32.01,16.1,78.89,75.4,89.29,121.25,17.72,15.29,154.45,64.77,180,14.68,90.95,22.81,124.35,23.68,138.6,12095.24
183.05,170.75,89.73,107,87.85,83.68,8.41,197.55,71.29,80.09,16.18,31.83,16.07,79,74.56,88.85,120.55,17.66,15.17,151.75,65.73,178.45,14.77,90.65,22.93,124.85,23.42,140.25,12083.18
179.6,169.5,89.28,106.3,87.33,83.19,8.32,195.65,70.98,79.94,16.34,31.19,15.99,79.57,74.72,90.43,119.65,17.5,14.41,153,65.94,178.15,14.53,89.73,23.11,123.55,23.32,140.25,12009.87
175.6,169.15,88.95,107.25,87.48,83.4,8.15,192.85,70.76,79.75,16.19,31.07,16.02,79.5,74.45,89.55,120.05,17.44,14.15,153.15,63.29,179.35,14.61,89.36,22.89,123.1,22.93,141.4,11988.79
179.9,169.85,89.04,107.25,86.55,83.89,8.27,190.95,70.82,79.48,16.39,31.01,15.98,79.01,74.7,89.12,118.95,17.18,14.31,151.25,63.16,180.85,13.73,89.16,22.95,122.9,23.08,144.15,11990.03
179.45,169.15,89.3,106.75,86.64,83.54,8.29,191.05,70,79.71,16.3,31.13,16.08,79,74.13,88.69,119.4,17,14.34,152,63.15,179.5,13.81,89.03,22.58,123.05,22.56,141.45,11963.18
178.05,170,90.23,105.85,86.58,84.43,7.84,190.4,69.97,78.85,15.96,31.14,16.07,79.11,74.5,89.37,119.3,16.97,14.49,153.05,63.4,180.25,13.94,89.5,22.51,124.05,22.58,141.2,11978.39
174.85,168.35,90.2,106.05,85.59,86.65,7.72,192.65,70,78.15,15.74,31.31,15.96,77.92,74.53,89.23,118.35,17.06,14.12,152.3,63.83,179.4,13.92,89.53,22,124.25,22.72,143.05,11967.31
159.8,168.35,90.48,107.15,86.1,86.32,7.68,193.55,70.1,78.21,15.45,32.19,16.05,78.63,74.61,89.86,119.4,16.92,13.73,151.3,64.3,180.85,13.9,89.16,22.09,124.3,22.95,144.8,11966.14
160,167.3,90.08,106.75,86.65,86.35,7.76,191.9,69.54,78.88,15.73,32.28,16.04,78.2,75.38,89.99,119.6,16.95,13.89,150.55,63.61,180.95,14.02,88.94,22.4,124.15,23.17,143.85,11958.4
161,167.45,90.27,106.65,86.31,87,7.81,191.9,69.97,79.62,17.08,32.28,16.17,79.07,75.96,90.49,119.65,17.22,13.9,151.85,64.57,180.25,14.01,89.28,22.45,124.75,23.61,144.95,12027.36
162.75,167.35,90.36,106.2,86.64,87.18,7.47,193.75,69.88,81.14,17.31,32.6,16.27,79.3,76.01,90.67,119.3,17.35,13.93,154.35,65.22,181.4,13.93,89.44,22.53,125.1,23.51,144.9,12059.57
160.7,167.65,89.81,105.6,86.76,86.67,7.49,193,69.83,81.13,17.45,32.89,16.47,79.46,76.16,91.12,119.4,17.36,14.06,156.15,65.73,180.55,13.82,89.37,22.65,126,23.92,144.4,12067.19
158.4,164.2,87.9,103.8,86.12,84.37,7.2,191.5,68.64,80.19,16.6,32.38,16.31,78.55,75.02,88.21,117.9,16.8,13.83,153.35,64.1,178.4,13.45,87.95,22.07,122.8,23.59,139.7,11834.41
157.8,163.45,87.7,104.3,86.58,84.52,7.11,191.45,68.74,79.71,16.43,32.15,16.33,78.04,75.43,87.49,118.4,17.01,13.8,153.35,64.06,178.05,13.36,87.76,21.77,122.2,23.75,140,11822.67
151.9,163.75,87.36,104.25,86.52,84.25,7.1,192.05,68.76,81.63,16.19,32.19,16.43,77.66,75.67,85.79,119,16.91,13.71,152.45,63.93,178.15,13.22,87.97,21.73,121.75,23.9,141.25,11804.03
152.95,165.65,89.95,105.1,86.82,85.76,7.3,195,69.28,82.09,16.55,32.47,16.49,78.67,76.62,86.17,120.25,17.42,13.7,152.8,65.44,180.55,13.39,89,22.35,123.4,24.25,141.65,11947.83
153.15,166.45,90.03,107.9,86.89,86.81,7.35,193.65,69.39,81.99,16.62,32.34,16.49,79.2,76.98,88.57,121.2,17.3,13.79,153.9,67.4,180.15,13.4,88.97,22.71,123.75,24.24,141.35,11998.59
152.05,165.45,90.26,108.9,85.04,86.53,7.4,193.45,68.72,82.35,16.59,32.24,16.3,77.62,75.79,87.65,120.15,17.25,13.66,154.5,67.98,178.7,13.5,88.17,22.88,125,23.17,144.15,11967.49
148.4,164.05,89.64,107.2,84.32,85.07,7.43,191.1,67.79,81.95,16.51,31.99,16.25,76.77,75.64,85.6,119.15,16.95,13.46,153.85,67.41,177.95,13.45,87.1,22.66,121.5,22.92,142.15,11827.62
148.45,162.8,89.1,106.5,85.74,85.03,7.41,190.85,67.61,81.22,16.24,31.9,15.86,75.9,75.24,85.44,120.1,17,13.5,152.2,67.72,177.45,13.22,86.89,22.75,120.6,22.9,140.25,11757.02
147.6,158.35,89.39,105.95,83.69,85.45,7.49,190.5,67.79,81.44,16.52,31.99,15.94,76.64,75.27,85.66,117.5,17.25,13.35,151.55,67.55,177.7,13.26,86.93,23.15,121.65,23.15,143.6,11757.24
149.55,158.75,90.04,106,83.98,86.18,7.68,190.9,68.06,81.6,16.85,31.94,15.89,76.8,74.98,86.67,116.7,17.2,13.06,153,67.44,177.05,13.18,87.17,23.26,122.1,23.46,145.85,11793.93
150.8,159.15,89.8,105.8,83.62,86.3,7.53,192.55,68.11,81.12,16.44,31.89,15.8,76.54,74.88,86.74,116.15,16.98,12.85,151.85,67.12,178.55,13.06,87.3,23.14,121.35,23.35,146.85,11771.81
151.25,158.5,89.79,106.45,84.03,86.69,7.38,191.15,67.89,81.57,16.18,31.74,15.86,76.81,74.99,90.25,115.8,17,12.81,152.25,67.55,178.9,12.95,87.38,23.4,121.25,23.58,145.25,11774.43
149.4,156.85,88.55,106,83.49,85.07,7.42,188.7,67.12,81,15.89,31.42,15.95,77.14,74.64,89.27,115.3,17.05,12.6,150.3,67.03,178.5,12.9,86.28,23.08,119.65,23.61,142.15,11666.97
148,156.6,88.23,105.55,84.8,84.79,7.6,186.85,67.29,80.82,16.07,31.14,15.93,76.56,74.55,87.81,116.05,16.99,12.72,148.2,66.32,177.3,12.81,86.28,22.75,120.15,23.05,140,11642.86
144,155.25,87.55,103,84.42,83.49,7.74,187.65,66.66,80.44,16.01,30.8,15.77,76.47,73.46,87.15,115.2,17.4,12.45,147.1,65.26,176.65,12.55,85.97,22.52,119.45,23.25,139.9,11543.38
144.3,156.25,89,103.1,83.24,82.78,7.87,188.95,66.76,80.8,16.34,31.12,15.7,75.94,73.11,87.96,112.65,17.5,12.06,146.6,65.75,175,12.19,85.4,22.94,118.65,23.46,141.85,11549.44
143.8,156.35,87.61,102,82.27,82.94,7.93,189.15,67.21,82.15,16.49,31.16,15.82,75.63,72.83,88.89,111.65,17.6,12.11,147,65.5,175.8,11.98,84.77,22.67,117.2,23.08,141.9,11509.84
147,158.3,89.07,103.2,82.76,84.03,8.17,194.1,67.65,82.47,16.81,31.34,15.99,76.55,73.81,90.01,113.05,17.75,12.24,149.8,67.24,177.9,12.17,85.48,23.27,118.25,23.24,144.9,11651.49
146.95,157.15,89.54,103,82.55,84.2,8.12,186.45,68.1,82.26,16.23,31.24,15.93,76.5,74.08,90.73,113,17.55,12.34,149,67.94,175.15,12.13,85.4,23.36,118.9,23.33,144.3,11627.95
147.3,157.9,89.77,102.65,81.58,84.62,8.19,184.3,70.02,83.2,17.12,31.29,16.02,76.35,73.59,90.25,111.5,17.15,12.54,150,67.17,174.65,12.09,84.1,23.58,122.8,23.63,145.7,11659.5
145.65,156.8,89.12,102.3,81.94,84.17,8.01,180.7,69.35,82.31,16.41,30.95,16.16,75.29,72.93,89.14,112.7,16.99,12.34,150.45,67.15,173.8,12.26,84.63,23.44,116.25,23.35,143.9,11535.31
150.5,159.25,90.37,104.5,82.31,86.29,8.1,182.3,70.45,81.13,16.61,31.43,16.26,75.5,73.96,90.01,114,17.05,12.63,152.1,67.45,175.55,12.15,85.14,23.78,118.1,23.47,145.5,11681.89
153.85,162,91.18,105.95,83,87.41,8.26,184.75,70.72,80.85,17.12,31.88,16.35,76.39,74.7,91.18,115.5,17.14,12.76,154.35,68.25,177,12.56,85.23,23.97,119.2,24.35,149.9,11814.27
155.4,163,90.8,106.45,82.23,88.13,8.33,186.75,71.56,81.57,17.35,31.92,16.46,76.32,74.68,90.78,114.55,17,12.55,153.95,68.09,177.2,12.56,85.02,23.99,119.7,23.95,152.5,11848.63
153.85,162.5,90.3,104.25,82.07,88.8,8.23,187.85,72.35,80.65,17.31,31.95,16.33,74.88,73.72,91.5,114.95,16.86,12.59,152.85,67.8,177.05,12.65,84.66,24.83,119.7,24.26,153.9,11806.05
152.8,157.3,89.29,101.4,81.68,87.33,7.95,185.8,71.18,79.12,16.37,31.34,16.19,74.69,73.19,87.86,112.9,16.41,12.23,150.5,67.53,174.35,12.78,83.46,24.02,117,23.95,153.6,11594.94
152.5,157.45,89.01,101.05,81.66,86.26,7.9,185.05,70.17,77.99,15.94,31.27,16.32,75.02,73.75,86.8,112.9,16.3,12.23,149.75,66.48,174.15,12.72,82.87,23.4,115.95,23.72,152.8,11545.75
152.2,159.25,89.92,102.5,81.9,87.15,8.06,186.2,70.64,76.01,16.12,31.51,16.42,75.72,74.24,86.86,113,16.46,12.11,151.6,66.5,176,12.75,83.8,23.67,117,24,148.2,11630.13
152.3,159.55,89.5,101.9,81.71,86.59,7.84,188.85,70.68,76.16,15.8,31.48,16.22,75.82,73.87,85.7,113.45,16.42,11.79,152.25,65.66,177.7,12.72,83.99,23.43,116.3,23.61,147.8,11596.89
151.7,159.75,89.05,102,81.4,87,7.52,188.3,70.67,76.37,15.67,31.37,16.28,76.23,74.42,85.14,114.5,16.52,11.7,153.2,66.6,176.9,12.8,83.6,23.84,116.95,24,146.4,11599.39
147.35,159.4,88.63,100.45,81.29,86.47,7.45,188.8,70.35,75.71,15.6,31.3,16.25,76.04,73.82,84.88,114.55,16.37,11.81,153.7,65.6,177.6,12.7,83.47,23.62,116.35,23.9,146.35,11540
148.3,159.75,88.29,101.1,81.12,86.53,7.45,188.85,70.25,75.97,15.7,31.4,16.25,76.47,74.05,85.96,114.6,16.39,11.32,153.1,65.9,178.85,12.67,83.73,23.24,116.2,23.95,146.3,11554.71
147.95,160.8,89.06,101.65,80.44,87.81,7.62,189,71.33,76.52,16.19,31.69,16.35,76.32,73.33,86.83,114,16.53,11.48,155.1,66.35,179.65,12.44,84.18,23.57,116.4,23.83,149.55,11629.18
146,159.2,88.18,100,80.35,87.46,7.41,189.35,70.79,75.96,15.57,31.42,16.24,75.41,72.63,86.01,114.05,16.35,11.48,154.6,65.2,176.55,12.44,83.58,22.99,116.05,23.49,147.3,11521.04
145.55,160.2,89.05,101.05,80.28,90.13,7.61,194.4,72.83,76.46,16.13,31.69,16.36,76.1,73.14,86,113.9,16.47,11.6,155.25,65.56,178.15,12.23,83.95,23.41,117.25,23.68,151,11646.17
144.8,160.05,88.1,100.85,80.99,89.91,7.61,191.9,72.23,76.23,15.76,31.43,16.25,76.95,73.12,85.9,114.2,16.45,11.66,155.3,63.6,177.65,11.81,84,22.76,117.75,22.92,146.05,11583.3
144.5,160.3,87.66,101.7,80.77,89.83,7.66,186.9,71.98,76.64,16.15,31.61,16.39,75.11,72.43,85.91,114.2,16.3,11.68,155.2,64.99,177.4,11.8,84.34,22.48,116.05,22.49,145.85,11563.99
144.8,161.1,87.52,102.4,80.54,90.51,7.85,188.3,72.04,75.44,16.35,31.87,16.55,80.6,74.88,86.93,113.1,16.22,12.4,153.85,63.85,178.35,11.8,83.66,22.56,115.95,22.63,139,11599.01
144.3,160.7,87.79,102.65,80.8,90.34,7.84,186.25,72.05,76.39,16.17,31.85,16.61,80.54,74.56,86.86,113.55,16.27,12.8,154.7,64.22,178.4,11.98,82.69,22.84,114.95,22.75,139.1,11584.94
146.4,160.4,88.15,102.05,80.48,90.18,7.82,187.15,72.07,77.1,16.3,31.33,16.56,80.87,74.57,86.72,113.25,16.37,12.76,155.85,64.3,180.75,11.85,82.43,22.94,115.7,22.67,138.75,11584.31
149.25,159.55,87.7,100.75,81.11,90.83,7.82,189,72.1,77.61,15.81,31.5,16.36,81.26,73.88,88.5,113.15,16.6,12.48,157.7,65.95,180,11.98,82.89,22.71,116.2,23.02,140.45,11584.24
151.3,157.3,88.7,100.2,81.87,89.98,7.5,187,71.18,76.98,15.66,31.4,16.42,82.2,74.77,89.51,114.9,16.53,12.57,158.5,63.92,180.3,12.09,83.54,22.75,117.95,22.95,137.75,11598.33
150.15,157,88.31,99.13,80.6,88.75,7.25,183.7,70.72,76.42,15.4,31.24,16.35,80.45,74.26,88.63,113.25,16.51,12.27,156.1,62.35,179.65,11.81,82.81,22.69,116.8,22.64,133.35,11481.06
147.95,155.9,87.96,98.73,81.11,88.52,7.19,184.45,70.4,76.04,15.27,31.16,16.3,81.58,73.88,88.31,113.65,16.59,12.43,157.85,62.82,178.75,11.69,82.7,22.6,116.15,22.74,133.5,11451.05
147.25,156.4,88,98.69,81.02,89.85,7.32,185.1,70.87,76.33,15.64,31.26,16.17,81.48,73.9,87.79,113.7,16.72,12.56,158.7,63.41,178.75,11.68,82.72,22.55,116.05,22.85,136.6,11474.99
145.55,156.85,87.74,98.72,81.15,89.7,7.45,185.2,70.96,76.73,15.65,31.31,16.19,81.75,73.7,87.68,113.9,16.63,12.88,157.8,62.29,179.45,11.68,82.35,22.41,115.8,22.61,137.25,11472.24
144.5,156.95,87.45,98.5,80.82,89.96,7.5,185.1,71.03,76.75,15.9,31.22,16.12,81.39,73.54,87.4,113.05,16.54,12.88,158.1,62.19,178.5,11.58,82.01,22.35,115.25,22.73,137.5,11449.93
144.9,157.3,87.81,98.8,80.67,89.67,7.59,185.15,70.91,76.6,15.84,31.35,16.07,81.41,73.52,86.73,113.6,16.51,12.69,157.25,62.2,178.15,11.6,82.3,21.95,115,22.86,138.8,11456.1
144.75,157.7,87.61,98.7,80.58,90.07,7.64,185.45,71.25,76.52,16.06,31.19,16.07,81.08,73,87,113.2,16.64,12.68,158.9,62.35,178.55,11.59,82.51,21.63,114.55,23.07,138.8,11468.64
146.15,157.75,87.56,98.7,80.84,90.25,7.64,185.45,71.11,77.12,16.13,31.18,16.16,80.57,72.82,86.68,113.1,16.63,12.77,157,62.35,178.3,11.52,82.69,21.43,114.4,23.17,136.25,11464.74
145,156.3,87.68,98.35,80.62,90.11,7.46,185,70.98,77.19,15.62,31.15,16.08,79.46,72.39,87.37,112.6,16.61,12.83,163.55,62.14,176.65,11.4,82.19,21.56,115.1,23.02,133.65,11426.7
144.75,156.65,87.72,97.57,79.27,90,7.73,183.7,70.62,77.22,16.36,31.12,16,78.92,72.07,87.29,111.7,16.38,12.93,162.75,62.32,176.8,11.31,81.43,21.78,115.5,23.26,131.2,11404.01
143.7,156.75,86.36,97.7,79.15,89.75,7.81,183.8,70.11,77.51,16.22,30.95,15.95,78.47,71.29,87.36,111.7,16.39,12.69,161.3,61.81,176.15,11.18,81.44,21.94,116.05,23.54,129.95,11366.4
142.85,155.05,85.82,95.92,79.54,89.05,7.63,181.95,69.05,74.7,15.39,30.67,15.86,77.05,70.17,87.78,112.1,15.76,12.62,157.4,61.01,176.1,11.39,80.4,21.72,116.1,23.4,128.95,11244.84
145.8,156.45,86.04,96.21,79.35,88.9,7.66,182.85,68.96,75.27,15.59,30.8,15.88,78.33,71.44,87.6,111.4,15.98,12.59,158.55,61.18,175.5,11.38,80.61,21.96,115.95,23.44,129.15,11284.65
144.3,155.05,85.88,95,78.36,88.09,7.74,181.9,68.18,75.12,15.4,30.34,15.65,77.63,70.4,87.82,109.9,15.99,12.49,159.2,61.58,173.95,11.57,79.56,21.85,115.7,23.5,127.05,11190.21
144.4,157.25,85.38,94.54,78.5,88.77,7.68,182.8,68.3,74.24,15.48,30.17,15.73,77.54,70.38,88.01,109.75,16.19,12.73,161,62,175.1,11.19,79.87,22.19,114.7,23.51,128.1,11203.63
144.7,158.45,85.72,93.17,77.13,88.99,7.67,183,68.24,73.52,15.95,30.24,15.64,74.87,68.56,88.36,107.45,16.41,12.89,161.9,61.89,175.85,11.15,79.41,22.21,114.35,24.2,128.9,11201.42
142.45,156.05,84.82,90.1,76.73,86.32,7.29,178.85,66.6,72.19,15.51,29.85,15.26,73.99,67.9,86.77,106.4,16.16,12.53,160.05,61.55,177.05,11.6,78.14,21.33,112.15,23.5,127,11204.42
141.15,153.8,83.14,88.16,76.21,83.37,7.02,171.8,64.49,71,14.72,29.44,15.06,74.91,68.37,84.03,106.55,16.01,12.32,156.3,60.65,175.05,11.92,77.13,20.83,109.3,22.03,121.4,11203.42
141,151.2,82.98,88.15,75.92,82.4,6.59,169.8,64.07,71.29,13.64,29.27,14.9,73.02,67.91,84.25,106.85,15.78,12.23,155.95,59.14,172.05,11.74,77.31,20.17,109,21.93,121.6,11202.42
138.5,148.3,81.01,87.15,75.55,79.82,6.59,165.7,62.47,72.28,13.24,28.9,14.73,72.63,66.98,83.65,106.55,15.32,12.14,156.65,57.8,169.8,11.6,76.94,19.85,105.8,21.28,118.75,11201.42
137.65,148.8,81.06,86.78,75.67,80.07,6.72,167.05,62.39,71.58,13.5,29.03,14.65,72.31,66.88,83.32,106.9,15.44,12.3,157,58.58,169.8,11.61,77.53,20.09,106.4,21.33,119.75,11200.42
