time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20171026T155249,55.62,1800,1800,55.63,700,700
20171026T155250,55.62,1600,1600,55.63,800,800
20171026T155251,55.62,1500,1500,55.63,800,800
20171026T155252,55.62,1500,1500,55.63,900,900
20171026T155253,55.62,1300,1300,55.63,900,900
20171026T155255,55.62,1100,1100,55.63,900,900
20171026T155256,55.62,1100,1100,55.63,1100,1100
20171026T155258,55.62,1700,1700,55.63,400,400
20171026T155259,55.62,1400,1400,55.63,400,400
20171026T155300,55.62,1000,1000,55.63,800,800
20171026T155302,55.62,1900,1900,55.63,1100,1100
20171026T155303,55.62,1900,1900,55.63,900,900
20171026T155307,55.62,1900,1900,55.63,1100,1100
20171026T155308,55.62,2000,2000,55.63,1000,1000
20171026T155310,55.63,1100,1100,55.64,500,500
20171026T155311,55.63,600,600,55.64,700,700
20171026T155312,55.63,600,600,55.64,900,900
20171026T155313,55.63,800,800,55.64,400,400
20171026T155314,55.63,100,100,55.63,700,700
20171026T155314,55.62,2500,2500,55.63,500,500
20171026T155315,55.62,2100,2100,55.63,200,200
20171026T155318,55.62,2700,2700,55.63,200,200
20171026T155322,55.63,200,200,55.64,1500,1500
20171026T155323,55.63,300,300,55.64,1100,1100
20171026T155324,55.62,200,200,55.62,500,500
20171026T155325,55.62,1300,1300,55.63,200,200
20171026T155326,55.62,1300,1300,55.63,400,400
20171026T155327,55.62,1300,1300,55.63,500,500
20171026T155329,55.62,700,700,55.63,700,700
20171026T155330,55.62,800,800,55.63,700,700
20171026T155334,55.63,700,700,55.64,1400,1400
20171026T155336,55.63,800,800,55.64,800,800
20171026T155337,55.63,1000,1000,55.64,600,600
20171026T155338,55.64,600,600,55.65,400,400
20171026T155339,55.64,800,800,55.65,600,600
20171026T155341,55.64,1100,1100,55.65,300,300
20171026T155343,55.65,700,700,55.66,400,400
20171026T155344,55.65,300,300,55.66,800,800
20171026T155345,55.65,700,700,55.66,400,400
20171026T155347,55.65,500,500,55.66,600,600
20171026T155354,55.64,700,700,55.65,500,500
20171026T155356,55.64,1300,1300,55.65,200,200
20171026T155358,55.64,1000,1000,55.65,500,500
20171026T155359,55.64,900,900,55.65,1100,1100
20171026T155400,55.63,900,900,55.64,1000,1000
20171026T155401,55.63,700,700,55.64,1100,1100
20171026T155402,55.62,1500,1500,55.63,700,700
20171026T155404,55.62,900,900,55.63,1300,1300
20171026T155405,55.62,500,500,55.63,800,800
20171026T155406,55.62,600,600,55.63,700,700
20171026T155410,55.62,1200,1200,55.63,500,500
20171026T155413,55.62,1000,1000,55.63,500,500
20171026T155415,55.63,1300,1300,55.64,800,800
20171026T155416,55.63,1600,1600,55.64,300,300
20171026T155420,55.63,1300,1300,55.64,500,500
20171026T155422,55.63,1300,1300,55.64,600,600
20171026T155425,55.62,800,800,55.63,700,700
20171026T155428,55.62,800,800,55.63,1000,1000
20171026T155429,55.61,400,400,55.62,1000,1000
20171026T155430,55.6,3900,3900,55.61,200,200
20171026T155432,55.6,3200,3200,55.61,200,200
20171026T155433,55.6,2300,2300,55.61,700,700
20171026T155436,55.6,2400,2400,55.61,800,800
20171026T155437,55.61,1200,1200,55.62,700,700
20171026T155438,55.61,800,800,55.62,700,700
20171026T155440,55.61,200,200,55.62,900,900
20171026T155442,55.61,500,500,55.62,700,700
20171026T155443,55.61,800,800,55.62,300,300
20171026T155445,55.6,4000,4000,55.61,400,400
20171026T155446,55.6,3900,3900,55.61,300,300
20171026T155447,55.6,3300,3300,55.61,7100,7100
20171026T155449,55.6,3400,3400,55.61,6900,6900
20171026T155451,55.61,1500,1500,55.62,400,400
20171026T155452,55.61,1300,1300,55.62,400,400
20171026T155457,55.61,1300,1300,55.62,300,300
20171026T155458,55.61,500,500,55.62,800,800
20171026T155459,55.61,400,400,55.62,800,800
20171026T155501,55.61,600,600,55.62,700,700
20171026T155502,55.61,400,400,55.62,1100,1100
20171026T155503,55.61,400,400,55.62,900,900
20171026T155505,55.61,200,200,55.62,1100,1100
20171026T155506,55.6,4300,4300,55.62,1100,1100
20171026T155507,55.6,3200,3200,55.62,1200,1200
20171026T155509,55.62,300,300,55.63,900,900
20171026T155509,55.62,400,400,55.63,900,900
20171026T155509,55.62,400,400,55.63,700,700
20171026T155511,55.62,600,600,55.63,500,500
20171026T155513,55.64,600,600,55.66,1000,1000
20171026T155514,55.65,1700,1700,55.65,100,100
20171026T155514,55.65,800,800,55.66,1000,1000
20171026T155515,55.65,1000,1000,55.66,1000,1000
20171026T155516,55.65,500,500,55.66,1300,1300
20171026T155517,55.65,600,600,55.66,1200,1200
20171026T155519,55.64,100,100,55.65,700,700
20171026T155519,55.63,700,700,55.64,700,700
20171026T155520,55.63,800,800,55.64,300,300
20171026T155521,55.63,1500,1500,55.64,400,400
20171026T155522,55.64,400,400,55.65,700,700
20171026T155524,55.65,400,400,55.66,600,600
20171026T155525,55.66,900,900,55.67,100,100
20171026T155527,55.66,800,800,55.67,200,200
20171026T155530,55.67,500,500,55.68,400,400
20171026T155531,55.68,400,400,55.68,200,200
20171026T155531,55.67,900,900,55.68,200,200
20171026T155531,55.67,1000,1000,55.68,100,100
20171026T155532,55.67,1100,1100,55.68,100,100
20171026T155533,55.68,900,900,55.69,100,100
20171026T155535,55.7,700,700,55.71,300,300
20171026T155536,55.71,1000,1000,55.72,2000,2000
20171026T155538,55.72,200,200,55.73,1500,1500
20171026T155539,55.73,700,700,55.74,1600,1600
20171026T155541,55.73,700,700,55.74,1100,1100
20171026T155544,55.73,700,700,55.74,300,300
20171026T155545,55.73,700,700,55.74,400,400
20171026T155546,55.73,900,900,55.74,100,100
20171026T155547,55.73,1100,1100,55.74,100,100
20171026T155548,55.75,100,100,55.76,1100,1100
20171026T155548,55.76,100,100,55.77,300,300
20171026T155549,55.76,700,700,55.78,400,400
20171026T155550,55.78,200,200,55.78,200,200
20171026T155550,55.76,400,400,55.77,200,200
20171026T155550,55.76,600,600,55.77,200,200
20171026T155553,55.76,700,700,55.77,200,200
20171026T155555,55.75,900,900,55.76,100,100
20171026T155556,55.75,600,600,55.76,100,100
20171026T155558,55.76,900,900,55.77,200,200
20171026T155559,55.76,700,700,55.77,300,300
20171026T155602,55.76,700,700,55.77,400,400
20171026T155603,55.76,1700,1700,55.77,200,200
20171026T155604,55.76,1700,1700,55.77,500,500
20171026T155606,55.76,1800,1800,55.77,500,500
20171026T155608,55.76,1400,1400,55.77,600,600
20171026T155611,55.79,700,700,55.8,1100,1100
20171026T155611,55.78,400,400,55.79,600,600
20171026T155611,55.78,200,200,55.78,100,100
20171026T155611,55.77,300,300,55.78,1800,1800
20171026T155611,55.77,500,500,55.78,1700,1700
20171026T155612,55.77,2200,2200,55.78,1200,1200
20171026T155614,55.77,2100,2100,55.78,1400,1400
20171026T155615,55.77,2100,2100,55.78,1600,1600
20171026T155617,55.76,1600,1600,55.77,800,800
20171026T155617,55.76,1600,1600,55.77,900,900
20171026T155618,55.76,1400,1400,55.77,600,600
20171026T155620,55.76,1500,1500,55.77,800,800
20171026T155621,55.76,1500,1500,55.77,700,700
20171026T155622,55.76,1500,1500,55.77,800,800
20171026T155624,55.76,1200,1200,55.77,1100,1100
20171026T155625,55.76,1100,1100,55.77,1100,1100
20171026T155628,55.76,1200,1200,55.77,1100,1100
20171026T155630,55.76,1100,1100,55.77,1100,1100
20171026T155631,55.77,500,500,55.78,500,500
20171026T155632,55.77,1000,1000,55.78,500,500
20171026T155633,55.77,1000,1000,55.78,400,400
20171026T155637,55.79,900,900,55.8,1200,1200
20171026T155638,55.79,1000,1000,55.8,1200,1200
20171026T155643,55.79,900,900,55.8,1300,1300
20171026T155648,55.8,2900,2900,55.81,1100,1100
20171026T155650,55.8,3400,3400,55.81,200,200
20171026T155651,55.81,1200,1200,55.82,100,100
20171026T155652,55.81,800,800,55.82,700,700
20171026T155653,55.81,700,700,55.82,400,400
20171026T155653,55.8,2900,2900,55.81,200,200
20171026T155654,55.8,2900,2900,55.81,400,400
20171026T155656,55.79,1000,1000,55.8,200,200
20171026T155658,55.8,300,300,55.81,700,700
20171026T155702,55.79,1100,1100,55.8,500,500
20171026T155703,55.8,200,200,55.81,700,700
20171026T155704,55.8,200,200,55.81,400,400
20171026T155705,55.8,500,500,55.81,400,400
20171026T155706,55.82,500,500,55.83,600,600
20171026T155707,55.81,500,500,55.83,500,500
20171026T155708,55.81,1400,1400,55.82,100,100
20171026T155712,55.81,1400,1400,55.83,700,700
20171026T155713,55.81,1500,1500,55.83,700,700
20171026T155715,55.8,300,300,55.81,1200,1200
20171026T155716,55.8,300,300,55.81,600,600
20171026T155717,55.8,300,300,55.81,900,900
20171026T155719,55.81,200,200,55.82,300,300
20171026T155720,55.81,1000,1000,55.82,300,300
20171026T155725,55.82,1100,1100,55.83,800,800
20171026T155726,55.82,1200,1200,55.83,800,800
20171026T155727,55.82,1400,1400,55.83,900,900
20171026T155729,55.82,2000,2000,55.83,800,800
20171026T155731,55.82,2000,2000,55.83,1200,1200
20171026T155732,55.82,2000,2000,55.83,1300,1300
20171026T155735,55.83,800,800,55.84,300,300
20171026T155736,55.84,3500,3500,55.85,2100,2100
20171026T155738,55.85,1000,1000,55.85,100,100
20171026T155739,55.85,800,800,55.86,200,200
20171026T155741,55.86,500,500,55.87,100,100
20171026T155741,55.86,400,400,55.87,300,300
20171026T155742,55.85,700,700,55.87,500,500
20171026T155743,55.86,800,800,55.88,500,500
20171026T155744,55.86,800,800,55.87,100,100
20171026T155745,55.86,900,900,55.87,500,500
20171026T155747,55.86,1100,1100,55.87,700,700
20171026T155748,55.86,1100,1100,55.87,900,900
20171026T155751,55.87,2100,2100,55.88,400,400
20171026T155753,55.87,2100,2100,55.88,300,300
20171026T155753,55.84,900,900,55.86,500,500
20171026T155754,55.84,1000,1000,55.86,500,500
20171026T155756,55.84,900,900,55.86,600,600
20171026T155757,55.84,900,900,55.86,400,400
20171026T155758,55.85,500,500,55.86,700,700
20171026T155758,55.83,400,400,55.84,600,600
20171026T155758,55.82,500,500,55.83,100,100
20171026T155759,55.82,700,700,55.84,600,600
20171026T155801,55.82,600,600,55.84,600,600
20171026T155803,55.82,1700,1700,55.84,700,700
20171026T155812,55.83,700,700,55.84,800,800
20171026T155814,55.83,700,700,55.84,700,700
20171026T155815,55.83,700,700,55.84,800,800
20171026T155817,55.83,700,700,55.84,600,600
20171026T155819,55.83,800,800,55.84,800,800
20171026T155820,55.84,800,800,55.85,300,300
20171026T155822,55.85,700,700,55.86,300,300
20171026T155823,55.85,500,500,55.86,300,300
20171026T155824,55.85,500,500,55.86,400,400
20171026T155825,55.84,1800,1800,55.85,100,100
20171026T155827,55.85,800,800,55.86,400,400
20171026T155829,55.85,1000,1000,55.86,300,300
20171026T155832,55.85,1000,1000,55.86,400,400
20171026T155833,55.85,1300,1300,55.86,400,400
20171026T155837,55.85,1100,1100,55.86,600,600
20171026T155839,55.86,1000,1000,55.87,400,400
20171026T155840,55.86,600,600,55.87,700,700
20171026T155841,55.86,1500,1500,55.87,100,100
20171026T155845,55.86,3100,3100,55.87,600,600
20171026T155848,55.86,2800,2800,55.87,800,800
20171026T155852,55.87,1200,1200,55.88,300,300
20171026T155854,55.87,1300,1300,55.88,300,300
20171026T155855,55.88,200,200,55.88,200,200
20171026T155856,55.88,1100,1100,55.89,1300,1300
20171026T155857,55.88,1300,1300,55.89,1300,1300
20171026T155859,55.89,600,600,55.9,8200,8200
20171026T155900,55.9,700,700,55.91,4200,4200
20171026T155900,55.91,900,900,55.93,400,400
20171026T155902,55.92,200,200,55.93,700,700
20171026T155903,55.92,700,700,55.93,500,500
20171026T155904,55.92,900,900,55.93,500,500
20171026T155907,55.9,2300,2300,55.91,300,300
20171026T155909,55.88,900,900,55.89,400,400
20171026T155910,55.88,1100,1100,55.9,900,900
20171026T155912,55.88,1100,1100,55.89,400,400
20171026T155913,55.88,1500,1500,55.9,800,800
20171026T155916,55.88,1300,1300,55.9,1100,1100
20171026T155919,55.88,1300,1300,55.89,400,400
20171026T155921,55.88,2100,2100,55.9,1100,1100
20171026T155921,55.9,400,400,55.91,300,300
20171026T155922,55.91,200,200,55.92,600,600
20171026T155923,55.91,600,600,55.92,500,500
20171026T155926,55.91,1000,1000,55.92,500,500
20171026T155932,55.91,1000,1000,55.92,600,600
20171026T155934,55.91,1000,1000,55.92,18700,18700
20171026T155935,55.91,200,200,55.91,200,200
20171026T155936,55.91,100,100,55.92,18500,18500
20171026T155937,55.91,200,200,55.92,18500,18500
20171026T155938,55.91,800,800,55.92,18700,18700
20171026T155938,55.92,1500,1500,55.92,7300,7300
20171026T155938,55.93,1600,1600,55.94,400,400
20171026T155939,55.92,3300,3300,55.94,400,400
20171026T155940,55.92,3600,3600,55.93,200,200
20171026T155943,55.93,1300,1300,55.93,1200,1200
20171026T155944,55.93,1300,1300,55.94,100,100
20171026T155946,55.95,400,400,55.96,500,500
20171026T155947,55.95,500,500,55.96,600,600
20171026T155947,55.94,1100,1100,55.95,100,100
20171026T155948,55.94,1100,1100,55.96,600,600
20171026T155950,55.94,1100,1100,55.95,400,400
20171026T155951,55.94,1100,1100,55.95,900,900
20171026T155952,55.94,1200,1200,55.95,700,700
20171026T155954,55.93,400,400,55.94,500,500
20171026T155956,55.93,600,600,55.94,100,100
20171026T155956,55.92,2600,2600,55.94,300,300
20171026T155957,55.92,2400,2400,55.94,300,300
20171026T155959,55.93,600,600,55.95,400,400
20171026T160000,55.93,600,600,55.94,100,100
20171026T160000,55.91,200,200,55.92,100,100
20171026T160000,55.91,300,300,55.92,100,100
20171026T160000,55.91,500,500,55.93,300,300
20171026T160000,55.91,800,800,55.93,300,300
20171026T160000,55.91,800,800,55.93,200,200
20171026T160001,55.93,100,100,55.94,100,100
20171026T160001,55.92,400,400,55.94,400,400
20171026T160003,55.92,200,200,55.92,100,100
20171026T160004,55.91,600,600,55.93,100,100
20171026T160008,55.9,400,400,55.91,700,700
20171026T160008,55.89,100,100,55.9,400,400
20171026T160008,55.89,600,600,55.91,300,300
20171026T160009,55.89,700,700,55.9,300,300
20171026T160010,55.89,700,700,55.9,500,500
20171026T160012,55.88,200,200,55.89,400,400
20171026T160014,55.87,400,400,55.88,400,400
20171026T160015,55.85,300,300,55.86,300,300
20171026T160015,55.83,300,300,55.84,300,300
20171026T160015,55.84,400,400,55.86,400,400
20171026T160016,55.85,200,200,55.86,300,300
20171026T160017,55.84,500,500,55.86,200,200
20171026T160019,55.84,500,500,55.86,500,500
20171026T160019,55.83,500,500,55.84,100,100
20171026T160019,55.82,300,300,55.83,100,100
20171026T160020,55.82,600,600,55.84,300,300
20171026T160023,55.82,1300,1300,55.84,300,300
20171026T160024,55.82,900,900,55.84,1000,1000
20171026T160026,55.83,200,200,55.84,500,500
20171026T160027,55.83,300,300,55.84,700,700
20171026T160028,55.83,200,200,55.84,700,700
20171026T160029,55.83,200,200,55.84,800,800
20171026T160031,55.83,400,400,55.84,600,600
20171026T160033,55.83,300,300,55.84,700,700
20171026T160035,55.83,400,400,55.84,800,800
20171026T160036,55.83,400,400,55.84,900,900
20171026T160037,55.83,500,500,55.84,900,900
20171026T160038,55.83,700,700,55.84,1400,1400
20171026T160039,55.83,1000,1000,55.84,800,800
20171026T160041,55.86,800,800,55.87,100,100
20171026T160043,55.87,800,800,55.89,300,300
20171026T160044,55.89,700,700,55.9,200,200
20171026T160045,55.88,100,100,55.89,500,500
20171026T160046,55.9,100,100,55.91,1000,1000
20171026T160047,55.89,500,500,55.91,900,900
20171026T160048,55.89,600,600,55.91,600,600
20171026T160050,55.89,500,500,55.91,600,600
20171026T160051,55.89,500,500,55.91,800,800
20171026T160052,55.89,500,500,55.91,700,700
20171026T160055,55.91,200,200,55.92,100,100
20171026T160056,55.9,1100,1100,55.92,600,600
20171026T160057,55.9,800,800,55.92,600,600
20171026T160101,55.9,1100,1100,55.92,600,600
20171026T160103,55.9,1000,1000,55.92,600,600
20171026T160105,55.9,1000,1000,55.92,800,800
20171026T160107,55.87,1000,1000,55.88,100,100
20171026T160107,55.87,900,900,55.89,400,400
20171026T160108,55.88,600,600,55.9,600,600
20171026T160109,55.88,500,500,55.9,600,600
20171026T160111,55.89,600,600,55.91,600,600
20171026T160112,55.89,500,500,55.91,700,700
20171026T160115,55.89,300,300,55.91,1000,1000
20171026T160116,55.89,400,400,55.9,200,200
20171026T160117,55.89,300,300,55.9,300,300
20171026T160118,55.88,100,100,55.89,700,700
20171026T160121,55.87,900,900,55.89,1000,1000
20171026T160122,55.89,100,100,55.9,700,700
20171026T160123,55.89,100,100,55.9,500,500
20171026T160124,55.89,600,600,55.9,400,400
20171026T160125,55.89,500,500,55.9,500,500
20171026T160126,55.89,800,800,55.9,500,500
20171026T160127,55.88,200,200,55.89,300,300
20171026T160128,55.89,200,200,55.9,400,400
20171026T160130,55.89,700,700,55.9,300,300
20171026T160132,55.89,700,700,55.9,100,100
20171026T160134,55.89,700,700,55.9,300,300
20171026T160135,55.89,600,600,55.9,500,500
20171026T160137,55.89,400,400,55.9,1000,1000
20171026T160140,55.85,100,100,55.86,300,300
20171026T160141,55.84,100,100,55.85,500,500
20171026T160142,55.84,100,100,55.85,400,400
20171026T160144,55.85,100,100,55.86,600,600
20171026T160145,55.84,600,600,55.85,300,300
20171026T160146,55.84,400,400,55.85,300,300
20171026T160147,55.84,500,500,55.85,500,500
20171026T160149,55.84,200,200,55.85,500,500
20171026T160150,55.84,100,100,55.85,1000,1000
20171026T160152,55.84,100,100,55.85,800,800
20171026T160155,55.83,700,700,55.84,400,400
20171026T160157,55.83,700,700,55.84,100,100
20171026T160158,55.83,700,700,55.84,1100,1100
20171026T160200,55.83,700,700,55.84,600,600
20171026T160206,55.83,700,700,55.84,800,800
20171026T160210,55.83,800,800,55.84,500,500
20171026T160212,55.83,600,600,55.84,900,900
20171026T160215,55.83,600,600,55.84,1000,1000
20171026T160217,55.83,400,400,55.84,1000,1000
20171026T160218,55.83,500,500,55.84,1000,1000
20171026T160222,55.83,200,200,55.84,1100,1100
20171026T160225,55.83,300,300,55.84,1100,1100
20171026T160228,55.83,300,300,55.84,1200,1200
20171026T160230,55.83,400,400,55.84,1200,1200
20171026T160231,55.83,400,400,55.84,1500,1500
20171026T160232,55.83,500,500,55.84,1200,1200
20171026T160236,55.83,400,400,55.84,1400,1400
20171026T160238,55.83,300,300,55.84,1300,1300
20171026T160243,55.83,300,300,55.84,1500,1500
20171026T160245,55.83,800,800,55.84,1100,1100
20171026T160251,55.83,800,800,55.84,1600,1600
20171026T160254,55.82,500,500,55.83,1800,1800
20171026T160255,55.81,600,600,55.82,500,500
20171026T160256,55.81,700,700,55.82,900,900
20171026T160258,55.81,700,700,55.82,1000,1000
20171026T160300,55.8,600,600,55.81,200,200
20171026T160301,55.8,600,600,55.81,300,300
20171026T160302,55.8,600,600,55.81,700,700
20171026T160306,55.79,1100,1100,55.8,300,300
20171026T160308,55.81,1000,1000,55.82,700,700
20171026T160310,55.81,400,400,55.82,700,700
20171026T160311,55.81,600,600,55.82,500,500
20171026T160312,55.81,500,500,55.82,1000,1000
20171026T160312,55.8,1200,1200,55.81,100,100
20171026T160313,55.8,1100,1100,55.82,1300,1300
20171026T160316,55.8,1100,1100,55.82,1400,1400
20171026T160319,55.8,1000,1000,55.81,300,300
20171026T160321,55.8,700,700,55.81,500,500
20171026T160324,55.8,600,600,55.81,400,400
20171026T160325,55.8,400,400,55.81,1000,1000
20171026T160327,55.8,800,800,55.81,1200,1200
20171026T160328,55.8,900,900,55.81,1000,1000
20171026T160329,55.8,900,900,55.81,1200,1200
20171026T160331,55.79,1000,1000,55.8,700,700
20171026T160331,55.78,800,800,55.79,800,800
20171026T160331,55.78,900,900,55.79,900,900
20171026T160332,55.78,700,700,55.79,600,600
20171026T160333,55.78,600,600,55.79,1000,1000
20171026T160335,55.77,500,500,55.78,500,500
20171026T160336,55.77,600,600,55.78,400,400
20171026T160337,55.77,800,800,55.78,200,200
20171026T160338,55.77,600,600,55.78,400,400
20171026T160343,55.77,400,400,55.78,600,600
20171026T160344,55.77,500,500,55.78,600,600
20171026T160346,55.77,200,200,55.78,1300,1300
20171026T160347,55.77,500,500,55.78,900,900
20171026T160350,55.77,300,300,55.78,700,700
20171026T160351,55.77,300,300,55.78,1000,1000
20171026T160352,55.77,300,300,55.78,800,800
20171026T160353,55.76,400,400,55.77,400,400
20171026T160355,55.76,400,400,55.77,700,700
20171026T160357,55.76,300,300,55.77,700,700
20171026T160358,55.76,400,400,55.77,500,500
20171026T160359,55.75,800,800,55.76,500,500
20171026T160401,55.75,1100,1100,55.76,600,600
20171026T160402,55.75,1100,1100,55.76,700,700
20171026T160403,55.75,1100,1100,55.76,1700,1700
20171026T160404,55.75,1100,1100,55.76,1400,1400
20171026T160404,55.74,500,500,55.75,600,600
20171026T160405,55.74,200,200,55.75,1000,1000
20171026T160406,55.74,600,600,55.75,1100,1100
20171026T160408,55.74,600,600,55.75,1200,1200
20171026T160409,55.75,800,800,55.75,300,300
20171026T160410,55.75,800,800,55.75,700,700
20171026T160411,55.75,1300,1300,55.75,700,700
20171026T160413,55.76,800,800,55.77,700,700
20171026T160414,55.75,500,500,55.76,800,800
20171026T160415,55.75,1800,1800,55.76,500,500
20171026T160416,55.75,1700,1700,55.76,400,400
20171026T160418,55.76,600,600,55.76,100,100
20171026T160418,55.76,1000,1000,55.77,1300,1300
20171026T160418,55.76,600,600,55.77,1700,1700
20171026T160418,55.75,1400,1400,55.76,1300,1300
20171026T160419,55.76,600,600,55.76,400,400
20171026T160419,55.75,1100,1100,55.76,300,300
20171026T160420,55.75,1100,1100,55.76,200,200
20171026T160421,55.75,1400,1400,55.76,200,200
20171026T160423,55.75,1600,1600,55.76,200,200
20171026T160425,55.75,1400,1400,55.76,200,200
20171026T160426,55.75,1200,1200,55.76,900,900
20171026T160428,55.75,1300,1300,55.76,1000,1000
20171026T160430,55.75,1100,1100,55.76,1000,1000
20171026T160432,55.75,1500,1500,55.76,1700,1700
20171026T160433,55.75,1500,1500,55.76,1600,1600
20171026T160436,55.75,1500,1500,55.76,1700,1700
20171026T160444,55.73,400,400,55.74,1400,1400
20171026T160444,55.73,800,800,55.74,800,800
20171026T160446,55.73,600,600,55.74,1100,1100
20171026T160447,55.73,700,700,55.74,1300,1300
20171026T160448,55.72,1000,1000,55.73,1100,1100
20171026T160449,55.72,1000,1000,55.73,900,900
20171026T160451,55.72,900,900,55.73,1500,1500
20171026T160452,55.72,700,700,55.73,1600,1600
20171026T160453,55.72,500,500,55.73,1500,1500
20171026T160455,55.72,300,300,55.73,1500,1500
20171026T160456,55.71,800,800,55.72,700,700
20171026T160458,55.71,700,700,55.72,700,700
20171026T160459,55.71,700,700,55.72,900,900
20171026T160503,55.71,800,800,55.72,900,900
20171026T160505,55.71,900,900,55.72,600,600
20171026T160508,55.7,600,600,55.71,700,700
20171026T160509,55.7,800,800,55.71,1000,1000
20171026T160510,55.7,400,400,55.71,1100,1100
20171026T160512,55.7,400,400,55.71,900,900
20171026T160513,55.7,400,400,55.71,1300,1300
20171026T160515,55.7,600,600,55.71,900,900
20171026T160516,55.7,1000,1000,55.71,500,500
20171026T160518,55.7,1000,1000,55.71,600,600
20171026T160520,55.7,1000,1000,55.71,400,400
20171026T160522,55.7,1000,1000,55.71,300,300
20171026T160524,55.7,1400,1400,55.71,100,100
20171026T160526,55.7,1200,1200,55.72,1000,1000
20171026T160527,55.7,1400,1400,55.71,100,100
20171026T160528,55.7,700,700,55.71,600,600
20171026T160529,55.7,800,800,55.71,600,600
20171026T160531,55.7,800,800,55.71,500,500
20171026T160532,55.7,700,700,55.72,1800,1800
20171026T160534,55.7,900,900,55.72,900,900
20171026T160535,55.7,1000,1000,55.72,900,900
20171026T160537,55.7,1200,1200,55.72,900,900
20171026T160538,55.71,800,800,55.72,700,700
20171026T160538,55.72,200,200,55.72,200,200
20171026T160538,55.72,600,600,55.72,100,100
20171026T160538,55.73,400,400,55.74,600,600
20171026T160539,55.73,700,700,55.74,700,700
20171026T160540,55.73,600,600,55.74,700,700
20171026T160542,55.73,900,900,55.74,300,300
20171026T160545,55.73,800,800,55.74,800,800
20171026T160545,55.72,1200,1200,55.73,300,300
20171026T160546,55.73,800,800,55.74,700,700
20171026T160547,55.72,800,800,55.73,1600,1600
20171026T160548,55.72,600,600,55.73,1400,1400
20171026T160551,55.72,900,900,55.73,1300,1300
20171026T160553,55.72,1300,1300,55.73,200,200
20171026T160554,55.72,900,900,55.73,700,700
20171026T160556,55.73,500,500,55.74,1100,1100
20171026T160557,55.73,600,600,55.74,1300,1300
20171026T160558,55.73,700,700,55.74,800,800
20171026T160559,55.73,800,800,55.74,800,800
20171026T160606,55.73,700,700,55.74,1300,1300
20171026T160607,55.73,700,700,55.74,1800,1800
20171026T160610,55.73,1000,1000,55.74,1600,1600
20171026T160614,55.72,800,800,55.73,1100,1100
20171026T160615,55.72,800,800,55.73,1300,1300
20171026T160616,55.72,1200,1200,55.73,1400,1400
20171026T160617,55.72,1200,1200,55.73,1200,1200
20171026T160622,55.72,1100,1100,55.73,1200,1200
20171026T160625,55.72,1100,1100,55.73,1500,1500
20171026T160626,55.72,1100,1100,55.73,1400,1400
20171026T160628,55.72,1000,1000,55.73,1200,1200
20171026T160629,55.72,900,900,55.73,1400,1400
20171026T160632,55.72,1000,1000,55.73,1400,1400
20171026T160634,55.72,1000,1000,55.73,1300,1300
20171026T160635,55.73,1200,1200,55.74,900,900
20171026T160636,55.74,1600,1600,55.74,100,100
20171026T160636,55.73,1800,1800,55.74,400,400
20171026T160638,55.73,1100,1100,55.74,1500,1500
20171026T160639,55.73,1100,1100,55.74,1800,1800
20171026T160642,55.73,1300,1300,55.74,1000,1000
20171026T160643,55.73,1300,1300,55.74,1900,1900
20171026T160647,55.73,1300,1300,55.74,1800,1800
20171026T160651,55.73,900,900,55.74,2300,2300
20171026T160652,55.73,1000,1000,55.74,2300,2300
20171026T160652,55.71,300,300,55.72,700,700
20171026T160652,55.71,800,800,55.72,700,700
20171026T160653,55.71,600,600,55.72,800,800
20171026T160655,55.71,600,600,55.72,1300,1300
20171026T160655,55.71,700,700,55.71,300,300
20171026T160655,55.71,700,700,55.71,1100,1100
20171026T160656,55.71,400,400,55.71,1500,1500
20171026T160657,55.71,1100,1100,55.71,1200,1200
20171026T160659,55.71,1000,1000,55.71,1100,1100
20171026T160700,55.71,700,700,55.71,1600,1600
20171026T160702,55.71,500,500,55.71,1600,1600
20171026T160705,55.71,500,500,55.71,1700,1700
20171026T160707,55.71,700,700,55.71,1100,1100
20171026T160709,55.71,700,700,55.71,700,700
20171026T160710,55.72,1100,1100,55.71,300,300
20171026T160710,55.73,600,600,55.74,1600,1600
20171026T160710,55.73,200,200,55.74,1700,1700
20171026T160711,55.72,1500,1500,55.73,100,100
20171026T160712,55.72,1300,1300,55.73,400,400
20171026T160714,55.72,1100,1100,55.73,900,900
20171026T160716,55.72,1400,1400,55.73,400,400
20171026T160717,55.72,1400,1400,55.73,500,500
20171026T160719,55.72,1400,1400,55.73,600,600
20171026T160721,55.72,500,500,55.73,700,700
20171026T160722,55.71,700,700,55.72,900,900
20171026T160722,55.71,600,600,55.72,900,900
20171026T160723,55.71,700,700,55.72,200,200
20171026T160724,55.72,200,200,55.73,1300,1300
20171026T160725,55.72,700,700,55.73,1300,1300
20171026T160726,55.72,800,800,55.73,600,600
20171026T160728,55.72,600,600,55.73,1100,1100
20171026T160729,55.72,600,600,55.73,900,900
20171026T160731,55.72,600,600,55.73,1200,1200
20171026T160732,55.72,600,600,55.73,1400,1400
20171026T160734,55.72,100,100,55.72,800,800
20171026T160734,55.71,900,900,55.72,300,300
20171026T160735,55.71,700,700,55.72,600,600
