time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20171026T164224,56.33,500,500,56.34,100,100
20171026T164226,56.33,1200,1200,56.34,600,600
20171026T164227,56.33,1400,1400,56.34,300,300
20171026T164228,56.33,1400,1400,56.34,400,400
20171026T164231,56.34,1600,1600,56.35,100,100
20171026T164232,56.33,1200,1200,56.35,700,700
20171026T164233,56.35,300,300,56.35,200,200
20171026T164234,56.35,400,400,56.36,700,700
20171026T164235,56.35,1000,1000,56.36,300,300
20171026T164237,56.36,200,200,56.37,600,600
20171026T164238,56.36,1700,1700,56.37,400,400
20171026T164240,56.35,1100,1100,56.36,700,700
20171026T164240,56.35,100,100,56.35,100,100
20171026T164240,56.34,1000,1000,56.35,800,800
20171026T164240,56.34,200,200,56.35,500,500
20171026T164241,56.34,300,300,56.35,400,400
20171026T164242,56.34,900,900,56.35,700,700
20171026T164243,56.31,700,700,56.33,300,300
20171026T164244,56.31,700,700,56.33,600,600
20171026T164247,56.31,900,900,56.33,500,500
20171026T164251,56.31,1000,1000,56.33,700,700
20171026T164251,56.31,900,900,56.32,100,100
20171026T164252,56.31,700,700,56.32,500,500
20171026T164253,56.31,600,600,56.32,600,600
20171026T164254,56.31,300,300,56.32,700,700
20171026T164255,56.31,200,200,56.32,1000,1000
20171026T164256,56.31,300,300,56.32,800,800
20171026T164258,56.31,600,600,56.32,1000,1000
20171026T164301,56.3,1300,1300,56.32,1100,1100
20171026T164303,56.3,1300,1300,56.32,600,600
20171026T164306,56.31,800,800,56.32,400,400
20171026T164308,56.31,800,800,56.32,1000,1000
20171026T164309,56.32,1400,1400,56.33,700,700
20171026T164310,56.32,800,800,56.33,600,600
20171026T164312,56.32,1000,1000,56.33,600,600
20171026T164316,56.32,1000,1000,56.33,800,800
20171026T164317,56.3,2100,2100,56.32,600,600
20171026T164318,56.3,100,100,56.3,100,100
20171026T164318,56.29,2600,2600,56.3,400,400
20171026T164319,56.29,3200,3200,56.31,600,600
20171026T164320,56.29,3300,3300,56.31,600,600
20171026T164321,56.29,3500,3500,56.31,900,900
20171026T164326,56.29,3100,3100,56.31,1000,1000
20171026T164328,56.29,3400,3400,56.31,900,900
20171026T164329,56.3,300,300,56.31,1100,1100
20171026T164330,56.3,1400,1400,56.31,1000,1000
20171026T164333,56.31,300,300,56.32,700,700
20171026T164334,56.31,2100,2100,56.32,300,300
20171026T164342,56.31,2200,2200,56.32,400,400
20171026T164343,56.31,2400,2400,56.32,300,300
20171026T164343,56.32,400,400,56.33,1300,1300
20171026T164344,56.34,200,200,56.35,600,600
20171026T164344,56.34,300,300,56.35,700,700
20171026T164345,56.36,300,300,56.37,200,200
20171026T164345,56.36,400,400,56.36,200,200
20171026T164346,56.36,1000,1000,56.37,300,300
20171026T164348,56.36,1000,1000,56.37,100,100
20171026T164349,56.36,1100,1100,56.37,100,100
20171026T164350,56.37,1400,1400,56.38,500,500
20171026T164353,56.37,1500,1500,56.39,300,300
20171026T164354,56.39,1700,1700,56.4,1000,1000
20171026T164355,56.39,1700,1700,56.4,1200,1200
20171026T164355,56.37,1400,1400,56.38,900,900
20171026T164356,56.37,3300,3300,56.38,400,400
20171026T164400,56.37,3300,3300,56.38,500,500
20171026T164401,56.37,3200,3200,56.39,600,600
20171026T164402,56.37,3200,3200,56.39,500,500
20171026T164403,56.36,1100,1100,56.37,100,100
20171026T164404,56.36,1300,1300,56.37,600,600
20171026T164405,56.37,2000,2000,56.38,100,100
20171026T164409,56.38,300,300,56.39,400,400
20171026T164410,56.36,1800,1800,56.37,600,600
20171026T164410,56.37,600,600,56.38,800,800
20171026T164412,56.37,900,900,56.38,800,800
20171026T164413,56.38,500,500,56.39,500,500
20171026T164414,56.36,1800,1800,56.37,400,400
20171026T164414,56.36,600,600,56.37,600,600
20171026T164415,56.36,600,600,56.37,300,300
20171026T164417,56.36,1200,1200,56.37,200,200
20171026T164419,56.36,1500,1500,56.37,900,900
20171026T164420,56.36,1500,1500,56.38,500,500
20171026T164422,56.36,2300,2300,56.38,500,500
20171026T164425,56.36,2300,2300,56.38,800,800
20171026T164433,56.35,1100,1100,56.36,300,300
20171026T164433,56.35,1000,1000,56.37,1300,1300
20171026T164434,56.35,900,900,56.37,600,600
20171026T164436,56.35,1000,1000,56.37,600,600
20171026T164439,56.35,1000,1000,56.36,300,300
20171026T164440,56.35,900,900,56.36,600,600
20171026T164441,56.34,800,800,56.35,1400,1400
20171026T164441,56.34,600,600,56.35,1300,1300
20171026T164443,56.34,600,600,56.35,800,800
20171026T164444,56.34,800,800,56.35,900,900
20171026T164446,56.34,800,800,56.35,600,600
20171026T164447,56.34,800,800,56.35,900,900
20171026T164450,56.34,700,700,56.35,800,800
20171026T164450,56.34,400,400,56.34,700,700
20171026T164451,56.34,500,500,56.35,7200,7200
20171026T164452,56.34,3200,3200,56.35,7200,7200
20171026T164453,56.34,3000,3000,56.35,7300,7300
20171026T164453,56.33,900,900,56.34,1300,1300
20171026T164454,56.33,1200,1200,56.34,1300,1300
20171026T164457,56.34,700,700,56.35,7200,7200
20171026T164457,56.34,400,400,56.34,1400,1400
20171026T164458,56.34,800,800,56.35,7300,7300
20171026T164459,56.34,500,500,56.35,7300,7300
20171026T164501,56.34,500,500,56.35,7200,7200
20171026T164502,56.33,600,600,56.34,900,900
20171026T164503,56.34,500,500,56.35,400,400
20171026T164504,56.34,1000,1000,56.35,6300,6300
20171026T164505,56.34,1200,1200,56.35,6100,6100
20171026T164506,56.37,1300,1300,56.38,700,700
20171026T164507,56.4,1100,1100,56.41,200,200
20171026T164509,56.42,1100,1100,56.43,700,700
20171026T164511,56.42,1500,1500,56.43,1700,1700
20171026T164512,56.4,500,500,56.41,300,300
20171026T164513,56.4,500,500,56.41,400,400
20171026T164515,56.4,500,500,56.41,600,600
20171026T164516,56.41,200,200,56.42,500,500
20171026T164517,56.41,700,700,56.42,100,100
20171026T164519,56.42,500,500,56.43,800,800
20171026T164520,56.42,200,200,56.43,800,800
20171026T164521,56.42,500,500,56.43,800,800
20171026T164523,56.42,300,300,56.43,800,800
20171026T164523,56.41,200,200,56.42,900,900
20171026T164524,56.41,100,100,56.42,700,700
20171026T164526,56.41,200,200,56.42,800,800
20171026T164529,56.41,500,500,56.43,800,800
20171026T164530,56.42,100,100,56.42,200,200
20171026T164531,56.42,1800,1800,56.43,800,800
20171026T164533,56.43,200,200,56.44,500,500
20171026T164534,56.43,400,400,56.44,300,300
20171026T164536,56.43,400,400,56.44,200,200
20171026T164537,56.43,500,500,56.44,200,200
20171026T164538,56.43,500,500,56.44,300,300
20171026T164541,56.43,500,500,56.43,200,200
20171026T164541,56.42,1300,1300,56.43,600,600
20171026T164541,56.42,1300,1300,56.43,4600,4600
20171026T164542,56.42,1000,1000,56.43,4500,4500
20171026T164543,56.38,300,300,56.4,700,700
20171026T164545,56.38,700,700,56.4,900,900
20171026T164546,56.38,400,400,56.4,1100,1100
20171026T164547,56.38,500,500,56.4,900,900
20171026T164549,56.37,600,600,56.38,600,600
20171026T164550,56.37,200,200,56.38,300,300
20171026T164551,56.39,900,900,56.4,300,300
20171026T164552,56.39,900,900,56.4,200,200
20171026T164553,56.4,600,600,56.41,300,300
20171026T164554,56.41,600,600,56.42,100,100
20171026T164556,56.41,400,400,56.42,100,100
20171026T164557,56.41,500,500,56.42,100,100
20171026T164559,56.41,100,100,56.41,800,800
20171026T164559,56.41,200,200,56.42,300,300
20171026T164600,56.41,600,600,56.42,200,200
20171026T164602,56.43,1300,1300,56.44,300,300
20171026T164602,56.45,200,200,56.46,1400,1400
20171026T164603,56.45,400,400,56.46,1100,1100
20171026T164604,56.45,100,100,56.45,1400,1400
20171026T164604,56.45,600,600,56.47,700,700
20171026T164606,56.45,500,500,56.47,700,700
20171026T164607,56.45,200,200,56.46,500,500
20171026T164608,56.44,1300,1300,56.45,600,600
20171026T164609,56.44,1300,1300,56.45,700,700
20171026T164612,56.44,1300,1300,56.45,1000,1000
20171026T164612,56.43,500,500,56.44,2200,2200
20171026T164612,56.43,100,100,56.44,3700,3700
20171026T164612,56.42,400,400,56.43,800,800
20171026T164613,56.42,600,600,56.43,600,600
20171026T164613,56.43,600,600,56.44,2100,2100
20171026T164615,56.43,500,500,56.44,2300,2300
20171026T164616,56.43,800,800,56.44,800,800
20171026T164617,56.43,600,600,56.44,800,800
20171026T164620,56.43,800,800,56.44,800,800
20171026T164622,56.43,500,500,56.44,1100,1100
20171026T164624,56.45,200,200,56.46,600,600
20171026T164625,56.44,500,500,56.45,400,400
20171026T164626,56.43,3400,3400,56.44,800,800
20171026T164627,56.43,3400,3400,56.44,1000,1000
20171026T164629,56.43,3200,3200,56.44,1700,1700
20171026T164630,56.43,3200,3200,56.44,1300,1300
20171026T164631,56.44,700,700,56.45,100,100
20171026T164631,56.44,900,900,56.45,300,300
20171026T164633,56.46,300,300,56.47,600,600
20171026T164633,56.45,200,200,56.46,900,900
20171026T164633,56.45,200,200,56.46,1100,1100
20171026T164633,56.45,300,300,56.46,300,300
20171026T164635,56.45,600,600,56.46,300,300
20171026T164636,56.45,700,700,56.46,100,100
20171026T164637,56.44,1000,1000,56.45,100,100
20171026T164637,56.44,600,600,56.45,900,900
20171026T164638,56.44,500,500,56.45,900,900
20171026T164639,56.44,500,500,56.45,700,700
20171026T164640,56.44,800,800,56.45,400,400
20171026T164641,56.44,900,900,56.45,200,200
20171026T164642,56.44,700,700,56.45,700,700
20171026T164645,56.44,700,700,56.45,800,800
20171026T164645,56.43,500,500,56.44,1400,1400
20171026T164646,56.43,600,600,56.44,1400,1400
20171026T164647,56.43,800,800,56.45,500,500
20171026T164649,56.44,300,300,56.45,300,300
20171026T164651,56.44,700,700,56.45,300,300
20171026T164653,56.44,700,700,56.45,500,500
20171026T164654,56.44,500,500,56.45,600,600
20171026T164656,56.44,700,700,56.45,600,600
20171026T164658,56.44,700,700,56.45,700,700
20171026T164659,56.44,700,700,56.45,1200,1200
20171026T164701,56.44,500,500,56.45,1200,1200
20171026T164702,56.44,4000,4000,56.45,1100,1100
20171026T164704,56.44,3800,3800,56.45,1100,1100
20171026T164705,56.45,900,900,56.46,500,500
20171026T164706,56.45,800,800,56.46,600,600
20171026T164706,56.44,4000,4000,56.45,900,900
20171026T164707,56.44,4000,4000,56.45,500,500
20171026T164708,56.44,4100,4100,56.45,500,500
20171026T164710,56.45,600,600,56.46,600,600
20171026T164711,56.45,1000,1000,56.46,600,600
20171026T164712,56.45,1100,1100,56.46,700,700
20171026T164714,56.45,1400,1400,56.46,700,700
20171026T164715,56.44,4200,4200,56.45,1000,1000
20171026T164715,56.42,600,600,56.43,900,900
20171026T164715,56.43,200,200,56.44,1300,1300
20171026T164716,56.44,1600,1600,56.45,12600,12600
20171026T164717,56.44,700,700,56.45,12300,12300
20171026T164718,56.44,1400,1400,56.45,10800,10800
20171026T164719,56.45,1000,1000,56.46,600,600
20171026T164720,56.45,500,500,56.46,400,400
20171026T164721,56.45,400,400,56.46,200,200
20171026T164721,56.48,1000,1000,56.49,500,500
20171026T164722,56.48,1000,1000,56.49,700,700
20171026T164722,56.47,500,500,56.48,1100,1100
20171026T164723,56.47,400,400,56.48,1100,1100
20171026T164725,56.47,400,400,56.48,1300,1300
20171026T164727,56.45,500,500,56.46,1200,1200
20171026T164729,56.44,200,200,56.45,1000,1000
20171026T164730,56.44,300,300,56.45,300,300
20171026T164731,56.45,300,300,56.46,800,800
20171026T164732,56.45,2200,2200,56.46,800,800
20171026T164733,56.45,2200,2200,56.46,1500,1500
20171026T164738,56.45,2200,2200,56.46,1600,1600
20171026T164739,56.43,700,700,56.44,200,200
20171026T164740,56.43,500,500,56.44,900,900
20171026T164741,56.43,600,600,56.44,1400,1400
20171026T164743,56.43,600,600,56.44,1300,1300
20171026T164747,56.43,600,600,56.44,1500,1500
20171026T164750,56.43,600,600,56.44,1600,1600
20171026T164752,56.43,600,600,56.44,1300,1300
20171026T164753,56.43,600,600,56.44,1400,1400
20171026T164755,56.42,400,400,56.43,2000,2000
20171026T164757,56.42,400,400,56.43,1300,1300
20171026T164758,56.42,3700,3700,56.43,2200,2200
20171026T164759,56.42,3700,3700,56.43,3100,3100
20171026T164800,56.39,500,500,56.4,200,200
20171026T164800,56.39,400,400,56.4,400,400
20171026T164801,56.38,600,600,56.39,600,600
20171026T164804,56.38,600,600,56.39,2400,2400
20171026T164805,56.38,900,900,56.39,2500,2500
20171026T164807,56.38,500,500,56.39,2400,2400
20171026T164809,56.38,500,500,56.39,1900,1900
20171026T164811,56.38,600,600,56.39,1700,1700
20171026T164812,56.38,400,400,56.39,1900,1900
20171026T164815,56.38,400,400,56.39,2000,2000
20171026T164816,56.38,400,400,56.39,2200,2200
20171026T164821,56.34,900,900,56.36,1100,1100
20171026T164824,56.34,300,300,56.35,900,900
20171026T164825,56.32,300,300,56.33,500,500
20171026T164826,56.33,700,700,56.34,300,300
20171026T164826,56.34,3100,3100,56.35,600,600
20171026T164829,56.34,3000,3000,56.35,1200,1200
20171026T164831,56.34,2700,2700,56.35,1400,1400
20171026T164832,56.34,2700,2700,56.35,1900,1900
20171026T164835,56.34,2600,2600,56.35,2200,2200
20171026T164837,56.34,2700,2700,56.35,1900,1900
20171026T164840,56.34,2800,2800,56.35,1300,1300
20171026T164843,56.34,2800,2800,56.35,1900,1900
20171026T164844,56.34,2700,2700,56.35,2900,2900
20171026T164846,56.34,2700,2700,56.35,3000,3000
20171026T164847,56.34,2800,2800,56.35,2300,2300
20171026T164849,56.34,2700,2700,56.35,2300,2300
20171026T164854,56.34,2800,2800,56.35,2300,2300
20171026T164856,56.34,2800,2800,56.35,2800,2800
20171026T164857,56.34,2600,2600,56.35,3200,3200
20171026T164857,56.31,1300,1300,56.32,300,300
20171026T164858,56.31,700,700,56.32,900,900
20171026T164900,56.31,700,700,56.32,1300,1300
20171026T164901,56.31,700,700,56.32,1500,1500
20171026T164901,56.3,200,200,56.31,600,600
20171026T164902,56.29,400,400,56.3,300,300
20171026T164903,56.29,200,200,56.3,300,300
20171026T164905,56.29,200,200,56.3,900,900
20171026T164906,56.29,300,300,56.3,700,700
20171026T164908,56.29,2100,2100,56.3,700,700
20171026T164909,56.29,2100,2100,56.3,800,800
20171026T164910,56.29,2100,2100,56.3,900,900
20171026T164912,56.29,2100,2100,56.3,1000,1000
20171026T164915,56.29,2000,2000,56.3,1000,1000
20171026T164916,56.29,2000,2000,56.3,1300,1300
20171026T164918,56.29,1800,1800,56.3,1300,1300
20171026T164920,56.28,200,200,56.29,900,900
20171026T164921,56.28,200,200,56.29,2000,2000
20171026T164922,56.28,1000,1000,56.29,1100,1100
20171026T164923,56.28,700,700,56.29,1100,1100
20171026T164924,56.28,600,600,56.29,1200,1200
20171026T164925,56.28,600,600,56.29,1300,1300
20171026T164926,56.28,800,800,56.29,1300,1300
20171026T164928,56.28,600,600,56.29,1300,1300
20171026T164929,56.28,400,400,56.29,1400,1400
20171026T164931,56.28,2500,2500,56.29,1700,1700
20171026T164933,56.28,2000,2000,56.29,1500,1500
20171026T164934,56.28,2000,2000,56.29,1700,1700
20171026T164935,56.28,1800,1800,56.29,1900,1900
20171026T164936,56.28,1700,1700,56.29,1800,1800
20171026T164938,56.28,1800,1800,56.29,1700,1700
20171026T164942,56.28,1800,1800,56.29,1800,1800
20171026T164945,56.28,1800,1800,56.29,2100,2100
20171026T164946,56.28,1800,1800,56.29,2300,2300
20171026T164947,56.27,400,400,56.28,400,400
20171026T164947,56.27,100,100,56.28,1300,1300
20171026T164947,56.27,200,200,56.28,700,700
20171026T164947,56.27,200,200,56.28,600,600
20171026T164948,56.27,300,300,56.28,500,500
20171026T164949,56.27,1000,1000,56.28,200,200
20171026T164950,56.27,300,300,56.28,700,700
20171026T164951,56.25,600,600,56.26,100,100
20171026T164951,56.25,200,200,56.26,700,700
20171026T164952,56.25,200,200,56.26,1400,1400
20171026T164953,56.25,200,200,56.26,1000,1000
20171026T164955,56.23,700,700,56.24,300,300
20171026T164958,56.23,400,400,56.24,900,900
20171026T164959,56.23,400,400,56.24,1100,1100
20171026T165001,56.24,400,400,56.24,200,200
20171026T165001,56.23,600,600,56.24,700,700
20171026T165003,56.23,600,600,56.24,600,600
20171026T165004,56.22,900,900,56.23,800,800
20171026T165005,56.22,900,900,56.23,1300,1300
20171026T165007,56.22,1000,1000,56.23,1300,1300
20171026T165008,56.22,1000,1000,56.23,2900,2900
20171026T165010,56.22,400,400,56.23,3100,3100
20171026T165011,56.21,700,700,56.22,1200,1200
20171026T165012,56.21,700,700,56.22,900,900
20171026T165013,56.21,700,700,56.22,2400,2400
20171026T165016,56.21,700,700,56.22,2800,2800
20171026T165016,56.22,900,900,56.22,400,400
20171026T165016,56.22,2800,2800,56.24,800,800
20171026T165017,56.24,1000,1000,56.25,300,300
20171026T165019,56.25,600,600,56.26,700,700
20171026T165020,56.25,300,300,56.26,1100,1100
20171026T165022,56.25,1400,1400,56.26,800,800
20171026T165023,56.25,1400,1400,56.26,1100,1100
20171026T165025,56.25,3000,3000,56.26,1100,1100
20171026T165026,56.25,3000,3000,56.26,1300,1300
20171026T165028,56.25,3000,3000,56.26,1400,1400
20171026T165042,56.25,2800,2800,56.26,1800,1800
20171026T165043,56.23,400,400,56.24,900,900
20171026T165044,56.22,800,800,56.23,600,600
20171026T165046,56.22,900,900,56.23,600,600
20171026T165047,56.22,900,900,56.23,1400,1400
20171026T165049,56.22,900,900,56.23,1600,1600
20171026T165050,56.22,1000,1000,56.23,1600,1600
20171026T165055,56.24,400,400,56.25,900,900
20171026T165057,56.24,900,900,56.25,300,300
20171026T165058,56.24,800,800,56.25,700,700
20171026T165059,56.24,900,900,56.25,800,800
20171026T165101,56.24,900,900,56.25,600,600
20171026T165103,56.26,400,400,56.27,500,500
20171026T165105,56.26,1400,1400,56.27,700,700
20171026T165107,56.26,1400,1400,56.27,500,500
20171026T165109,56.26,1400,1400,56.27,700,700
20171026T165113,56.26,1400,1400,56.27,800,800
20171026T165114,56.25,600,600,56.26,1300,1300
20171026T165114,56.25,600,600,56.26,600,600
20171026T165116,56.25,300,300,56.26,1100,1100
20171026T165117,56.25,600,600,56.26,600,600
20171026T165118,56.25,700,700,56.26,600,600
20171026T165121,56.25,700,700,56.26,700,700
20171026T165124,56.25,300,300,56.26,1300,1300
20171026T165126,56.23,1100,1100,56.24,900,900
20171026T165127,56.23,500,500,56.24,1100,1100
20171026T165127,56.21,400,400,56.22,900,900
20171026T165128,56.22,400,400,56.23,1000,1000
20171026T165130,56.22,500,500,56.23,1700,1700
20171026T165131,56.22,600,600,56.23,1800,1800
20171026T165133,56.22,600,600,56.23,1700,1700
20171026T165137,56.22,1500,1500,56.23,1400,1400
20171026T165139,56.22,1500,1500,56.23,1300,1300
20171026T165143,56.22,1600,1600,56.23,1400,1400
20171026T165146,56.22,1300,1300,56.23,1400,1400
20171026T165201,56.22,1400,1400,56.23,1300,1300
20171026T165203,56.24,500,500,56.25,600,600
20171026T165204,56.24,700,700,56.25,600,600
20171026T165205,56.26,500,500,56.27,600,600
20171026T165205,56.26,300,300,56.27,600,600
20171026T165206,56.26,500,500,56.27,700,700
20171026T165208,56.26,700,700,56.27,500,500
20171026T165210,56.26,900,900,56.27,500,500
20171026T165211,56.26,700,700,56.27,500,500
20171026T165213,56.26,700,700,56.27,600,600
20171026T165214,56.26,700,700,56.27,700,700
20171026T165215,56.26,800,800,56.27,600,600
20171026T165216,56.26,800,800,56.27,700,700
20171026T165217,56.26,700,700,56.27,800,800
20171026T165219,56.26,700,700,56.27,700,700
20171026T165222,56.26,700,700,56.27,900,900
20171026T165222,56.25,1000,1000,56.26,400,400
20171026T165223,56.25,600,600,56.26,400,400
20171026T165224,56.25,1100,1100,56.26,200,200
20171026T165226,56.25,1000,1000,56.26,800,800
20171026T165227,56.24,400,400,56.25,1700,1700
20171026T165228,56.23,700,700,56.24,1600,1600
20171026T165229,56.23,600,600,56.24,1300,1300
20171026T165231,56.23,600,600,56.24,1500,1500
20171026T165233,56.22,300,300,56.23,700,700
20171026T165235,56.22,300,300,56.23,1200,1200
20171026T165236,56.23,700,700,56.24,700,700
20171026T165237,56.25,900,900,56.26,200,200
20171026T165239,56.25,1000,1000,56.26,200,200
20171026T165241,56.25,900,900,56.26,500,500
20171026T165241,56.24,800,800,56.25,800,800
20171026T165242,56.24,1000,1000,56.26,900,900
20171026T165244,56.24,600,600,56.25,700,700
20171026T165245,56.24,800,800,56.25,700,700
20171026T165248,56.25,1900,1900,56.26,600,600
20171026T165250,56.25,2000,2000,56.26,600,600
20171026T165253,56.25,1700,1700,56.26,600,600
20171026T165254,56.25,1800,1800,56.26,800,800
20171026T165259,56.25,2000,2000,56.26,700,700
20171026T165306,56.25,1700,1700,56.26,900,900
20171026T165306,56.23,500,500,56.24,200,200
20171026T165308,56.23,300,300,56.24,800,800
20171026T165309,56.23,400,400,56.24,900,900
20171026T165311,56.22,300,300,56.23,1500,1500
20171026T165312,56.22,500,500,56.23,1400,1400
20171026T165313,56.21,300,300,56.22,1400,1400
20171026T165313,56.21,500,500,56.22,300,300
20171026T165314,56.21,500,500,56.22,400,400
20171026T165315,56.21,500,500,56.22,1200,1200
20171026T165317,56.21,500,500,56.22,900,900
20171026T165319,56.21,500,500,56.22,1400,1400
20171026T165319,56.2,700,700,56.21,1400,1400
20171026T165320,56.2,900,900,56.21,200,200
20171026T165321,56.2,1000,1000,56.21,700,700
20171026T165322,56.2,1100,1100,56.21,2000,2000
20171026T165323,56.2,900,900,56.21,2100,2100
20171026T165324,56.21,1000,1000,56.22,300,300
20171026T165326,56.22,800,800,56.23,100,100
20171026T165327,56.22,600,600,56.23,700,700
20171026T165331,56.22,1600,1600,56.23,600,600
20171026T165333,56.22,1600,1600,56.23,700,700
20171026T165334,56.22,1700,1700,56.23,900,900
20171026T165336,56.22,1700,1700,56.23,1000,1000
20171026T165343,56.22,1700,1700,56.23,700,700
20171026T165344,56.22,1700,1700,56.23,1000,1000
20171026T165345,56.21,400,400,56.22,2400,2400
20171026T165345,56.21,600,600,56.22,1200,1200
20171026T165345,56.21,600,600,56.22,1800,1800
20171026T165346,56.21,600,600,56.22,1000,1000
20171026T165349,56.21,600,600,56.22,1200,1200
20171026T165350,56.21,600,600,56.22,1000,1000
20171026T165351,56.21,1000,1000,56.22,400,400
20171026T165353,56.21,1000,1000,56.22,700,700
20171026T165356,56.21,600,600,56.22,1300,1300
20171026T165357,56.21,700,700,56.22,1000,1000
20171026T165401,56.21,700,700,56.22,900,900
20171026T165402,56.21,2600,2600,56.22,900,900
20171026T165406,56.21,2300,2300,56.22,1200,1200
20171026T165406,56.2,900,900,56.21,1000,1000
20171026T165407,56.2,1300,1300,56.21,700,700
20171026T165409,56.2,1300,1300,56.21,1500,1500
20171026T165411,56.2,1400,1400,56.21,1500,1500
20171026T165413,56.2,1400,1400,56.21,1600,1600
20171026T165414,56.21,1000,1000,56.22,800,800
20171026T165415,56.23,1700,1700,56.24,100,100
20171026T165416,56.24,500,500,56.25,700,700
20171026T165418,56.24,900,900,56.25,200,200
20171026T165420,56.26,1200,1200,56.27,900,900
20171026T165422,56.26,1400,1400,56.27,700,700
20171026T165423,56.26,500,500,56.27,600,600
20171026T165424,56.26,800,800,56.27,200,200
20171026T165425,56.27,500,500,56.28,900,900
20171026T165426,56.26,700,700,56.27,400,400
20171026T165426,56.26,600,600,56.27,500,500
20171026T165429,56.25,200,200,56.26,1200,1200
20171026T165431,56.25,1900,1900,56.26,900,900
20171026T165432,56.25,1900,1900,56.26,200,200
20171026T165434,56.25,1900,1900,56.26,300,300
20171026T165437,56.25,1900,1900,56.26,700,700
20171026T165440,56.25,1900,1900,56.26,600,600
20171026T165441,56.26,1100,1100,56.27,100,100
20171026T165443,56.26,1000,1000,56.28,800,800
20171026T165444,56.26,1100,1100,56.28,800,800
20171026T165448,56.26,1000,1000,56.28,900,900
20171026T165450,56.27,500,500,56.28,500,500
20171026T165451,56.27,300,300,56.28,800,800
20171026T165452,56.27,400,400,56.28,800,800
20171026T165454,56.27,800,800,56.28,200,200
20171026T165455,56.27,900,900,56.28,200,200
20171026T165456,56.27,900,900,56.28,100,100
20171026T165458,56.27,600,600,56.28,600,600
20171026T165500,56.27,600,600,56.28,1000,1000
20171026T165502,56.27,700,700,56.28,200,200
20171026T165503,56.27,900,900,56.28,200,200
20171026T165504,56.28,700,700,56.29,700,700
20171026T165505,56.28,700,700,56.29,900,900
20171026T165507,56.28,800,800,56.29,300,300
20171026T165508,56.28,900,900,56.29,400,400
20171026T165510,56.28,800,800,56.29,700,700
20171026T165512,56.28,1100,1100,56.29,300,300
20171026T165513,56.28,1000,1000,56.29,400,400
20171026T165515,56.29,600,600,56.3,1200,1200
20171026T165516,56.28,800,800,56.29,300,300
20171026T165519,56.3,1200,1200,56.31,700,700
20171026T165520,56.31,400,400,56.32,700,700
20171026T165521,56.31,600,600,56.32,500,500
20171026T165522,56.31,700,700,56.32,100,100
20171026T165525,56.31,800,800,56.32,200,200
20171026T165528,56.32,600,600,56.34,1200,1200
20171026T165528,56.32,500,500,56.33,1700,1700
20171026T165529,56.32,400,400,56.33,1200,1200
20171026T165530,56.32,400,400,56.33,1000,1000
20171026T165532,56.32,400,400,56.33,700,700
20171026T165534,56.32,700,700,56.33,600,600
20171026T165537,56.32,700,700,56.33,400,400
20171026T165539,56.32,500,500,56.33,600,600
20171026T165540,56.33,2600,2600,56.34,400,400
20171026T165541,56.34,400,400,56.35,400,400
20171026T165542,56.34,800,800,56.36,700,700
20171026T165543,56.34,900,900,56.36,700,700
20171026T165544,56.34,300,300,56.35,900,900
20171026T165545,56.34,700,700,56.36,700,700
20171026T165547,56.34,600,600,56.35,200,200
20171026T165549,56.34,800,800,56.35,100,100
20171026T165550,56.35,700,700,56.36,600,600
20171026T165552,56.35,700,700,56.36,100,100
20171026T165553,56.35,800,800,56.36,100,100
20171026T165553,56.34,700,700,56.35,1000,1000
20171026T165553,56.34,600,600,56.35,1000,1000
20171026T165554,56.34,700,700,56.35,1100,1100
20171026T165555,56.33,2300,2300,56.34,500,500
20171026T165556,56.33,2300,2300,56.34,400,400
20171026T165600,56.33,2300,2300,56.34,600,600
20171026T165601,56.33,2100,2100,56.34,1200,1200
20171026T165602,56.33,2100,2100,56.34,1000,1000
20171026T165607,56.33,2400,2400,56.34,200,200
20171026T165609,56.33,2400,2400,56.34,300,300
20171026T165610,56.33,2400,2400,56.34,200,200
20171026T165613,56.33,1500,1500,56.34,1400,1400
20171026T165615,56.33,1500,1500,56.34,900,900
20171026T165617,56.33,1500,1500,56.34,1100,1100
20171026T165618,56.33,1900,1900,56.34,400,400
20171026T165619,56.34,400,400,56.35,600,600
20171026T165621,56.33,1700,1700,56.34,1500,1500
20171026T165622,56.33,1700,1700,56.34,1800,1800
20171026T165622,56.32,400,400,56.33,800,800
20171026T165623,56.32,100,100,56.32,600,600
20171026T165623,56.32,1000,1000,56.33,300,300
20171026T165624,56.32,1000,1000,56.33,200,200
20171026T165626,56.32,1300,1300,56.33,200,200
20171026T165626,56.33,1000,1000,56.34,600,600
20171026T165627,56.33,400,400,56.34,900,900
20171026T165628,56.33,400,400,56.34,1100,1100
20171026T165630,56.33,400,400,56.34,1000,1000
20171026T165631,56.33,500,500,56.34,1000,1000
20171026T165635,56.33,500,500,56.34,900,900
20171026T165637,56.33,2500,2500,56.34,400,400
20171026T165643,56.33,2500,2500,56.34,600,600
20171026T165644,56.33,2400,2400,56.34,800,800
20171026T165645,56.32,200,200,56.33,900,900
20171026T165646,56.32,900,900,56.34,700,700
20171026T165651,56.33,400,400,56.34,500,500
20171026T165652,56.33,600,600,56.34,500,500
20171026T165654,56.33,500,500,56.34,700,700
20171026T165655,56.32,1500,1500,56.33,1300,1300
