Total Return Indices - EURO Currency
Date    ;Blue-Chip;Blue-Chip;Broad    ; Broad   ;Ex UK    ;Ex Euro Zone;Blue-Chip; Broad
        ;  Europe ;Euro-Zone;Europe   ;Euro-Zone;         ;            ; Nordic  ; Nordic
        ;  SX5R   ;  SX5T  ; SXXR    ; SXXT     ; SXXG    ;    SXXB   ;     DK5G ; DKXG
31.12.1986;682.95;804.28;73.56;88.58;88.5;60.66;595.04;60.72
01.01.1987;682.95;804.28;73.56;88.58;88.5;60.66;595.04;60.72
02.01.1987;679.33;796.21;73.4;87.88;87.93;60.93;597.22;60.95
05.01.1987;680.22;802.06;73.62;88.6;88.62;60.75;599.36;60.96
06.01.1987;683.77;805.62;74.03;89.13;89.2;61.05;601.71;61.19
07.01.1987;688.43;802.8;74.47;88.93;89;62.01;601.23;61.32
08.01.1987;685.26;792.28;74.24;87.95;88.16;62.38;595.32;60.78
09.01.1987;678.37;775.26;73.8;86.54;86.84;62.72;588.38;60.33
12.01.1987;683.02;785.17;74.35;87.65;87.71;62.8;584.79;60.23
13.01.1987;678.55;779.22;73.78;86.96;86.98;62.34;574;59.16
14.01.1987;680.35;782.47;73.77;87.29;87.17;62.06;556.65;57.85
15.01.1987;686.59;789.6;74.46;88.15;88.08;62.61;571.76;59.17
16.01.1987;688.82;789.07;74.8;88.16;88.15;63.2;575.23;59.88
19.01.1987;681.57;782.26;74.13;87.45;87.48;62.56;581.5;60.44
20.01.1987;681.63;781.32;74.22;87.28;87.39;62.87;588.01;60.92
21.01.1987;679.51;778.97;74.09;87.18;87.31;62.72;589.62;61.18
22.01.1987;681.55;782.74;74.21;87.56;87.5;62.63;578.62;60.22
23.01.1987;685.83;788.92;74.77;88.31;88.15;63.04;579.58;60.16
26.01.1987;678;777.63;74.11;87.18;87.14;62.76;575.95;59.93
27.01.1987;680.45;775.16;74.34;86.96;86.86;63.35;566.45;58.97
28.01.1987;662.36;748.73;72.77;84.4;84.4;62.58;557.11;58.22
29.01.1987;667.21;756.57;73.17;85.21;85.26;62.63;565.36;58.96
30.01.1987;675.52;767.02;73.96;86.29;86.25;63.19;577.33;59.94
02.02.1987;673.18;758.05;73.81;85.49;85.56;63.56;582.67;60.39
03.02.1987;666.73;749.63;73.17;84.51;84.69;63.19;594.89;61.4
04.02.1987;671.8;748.67;73.53;84.36;84.52;63.97;593.71;61.4
05.02.1987;672.91;743.76;73.68;83.76;83.93;64.71;599.52;61.89
06.02.1987;683.2;751.97;74.55;84.45;84.54;65.71;594.81;61.46
09.02.1987;684.43;754.2;74.7;84.8;84.89;65.68;584.99;60.48
10.02.1987;673.89;748.11;73.7;84.17;84.18;64.42;582.05;60.16
11.02.1987;678.1;747.8;74.05;83.97;84;65.19;585.67;60.56
12.02.1987;676.45;750.45;73.97;84.22;84.29;64.86;588.89;60.76
13.02.1987;679.69;751.36;74.45;84.4;84.48;65.55;586.54;60.49
16.02.1987;682.85;753.65;74.87;84.79;84.74;66;585.1;60.28
17.02.1987;680.88;744.46;74.88;83.89;84.02;66.74;591.82;60.84
18.02.1987;685.39;744.76;75.32;83.75;83.89;67.64;594.26;61.16
19.02.1987;687.87;753.62;75.33;84.54;84.69;67.03;602.08;61.76
20.02.1987;691.59;754.54;75.79;84.82;84.79;67.62;605.7;62.11
23.02.1987;684.32;749.41;75.33;84.4;84.15;67.14;610.04;62.6
24.02.1987;687.47;748.11;75.52;84.41;84.18;67.47;604.74;62.09
25.02.1987;689.76;744.08;75.55;83.87;83.88;67.95;602.27;61.8
26.02.1987;693.31;748.4;75.91;84.24;84.26;68.29;609.99;62.5
27.02.1987;694.72;751.23;76.22;84.57;84.58;68.6;615.16;63.02
02.03.1987;697.62;752.77;76.65;84.77;84.64;69.21;618.62;63.36
03.03.1987;697.91;746.98;76.55;84.18;84.14;69.49;620.55;63.53
04.03.1987;707.04;758.2;77.33;85.25;85.16;70.04;626.99;63.92
05.03.1987;712.83;763.79;77.91;85.72;85.75;70.69;631.18;64.11
06.03.1987;711.57;763.59;77.93;85.61;85.63;70.81;629.8;64.05
09.03.1987;710.73;765.48;78.02;85.85;85.91;70.79;636.38;64.8
10.03.1987;708.38;760.17;77.78;85.23;85.36;70.86;635.77;64.66
11.03.1987;706.26;754.63;77.68;84.68;84.86;71.1;633.22;64.5
12.03.1987;709.79;760.74;78.09;85.24;85.36;71.39;634.52;64.66
13.03.1987;708.07;763.75;78;85.45;85.51;71.07;640.31;65.1
16.03.1987;705.29;763.94;77.77;85.66;85.67;70.49;639.03;64.85
17.03.1987;706.96;757.92;77.94;84.98;84.97;71.33;637.6;64.65
18.03.1987;712.74;763.48;78.54;85.59;85.63;71.93;647.61;65.51
19.03.1987;701.66;752.57;77.59;84.52;84.6;71.08;648.26;65.52
20.03.1987;706.44;757.61;78.09;85.03;84.9;71.57;647.16;65.5
23.03.1987;716.33;768.61;78.87;85.94;85.69;72.22;647.15;65.49
24.03.1987;723.43;774.26;79.57;86.55;86.39;72.99;654.72;66.2
25.03.1987;722.88;775.64;79.53;86.77;86.73;72.75;657.95;66.46
26.03.1987;726.15;781.4;79.79;87.34;87.21;72.76;662.67;66.88
27.03.1987;732.04;789.57;80.39;88.26;88.15;73.09;664.25;66.96
30.03.1987;720.72;784.58;79.16;87.83;87.65;71.23;653.56;66.1
31.03.1987;716.5;777.54;78.62;87.13;86.99;70.82;644.12;65.36
01.04.1987;720.24;790.53;78.85;88.33;87.94;70.29;640.93;65.25
02.04.1987;725.67;794.49;79.24;88.67;88.31;70.7;637.46;64.98
03.04.1987;724.66;795.01;79.21;88.86;88.61;70.5;642.96;65.52
06.04.1987;737.22;805.58;80.32;89.79;89.46;71.73;656.52;66.67
07.04.1987;735.38;801.6;79.94;89.22;88.97;71.52;656.14;66.62
08.04.1987;734.49;800.78;79.75;88.96;88.7;71.39;655.12;66.47
09.04.1987;730.38;800.96;79.51;88.99;88.73;70.93;655.65;66.51
10.04.1987;718.93;791.11;78.54;88.23;87.94;69.81;645.51;65.7
13.04.1987;708.37;782.69;77.81;87.59;87.27;69.02;643.21;65.55
14.04.1987;709.15;787.89;77.85;88.06;87.63;68.7;638.04;65.09
15.04.1987;715.76;794.78;78.44;88.66;88.23;69.29;645.9;65.67
16.04.1987;724.07;800.83;79.35;89.34;88.85;70.37;653.29;66.36
17.04.1987;723.96;801.35;79.37;89.37;88.88;70.37;653.32;66.4
20.04.1987;723.6;798.91;79.29;89.2;88.73;70.37;652.72;66.36
21.04.1987;721.2;795.53;79;88.9;88.43;70.09;651.32;66.22
22.04.1987;729.84;805.32;79.75;89.79;89.28;70.72;658.16;66.85
23.04.1987;730.09;801.78;79.88;89.62;89.17;71.09;662.92;67.21
24.04.1987;732.09;796.48;80.15;89.12;88.74;71.97;669.21;67.78
27.04.1987;721.15;779.56;79.16;87.35;87.2;71.62;661.32;67.22
28.04.1987;730.69;786.16;79.9;87.83;87.5;72.57;661.32;67.19
29.04.1987;736.84;790.9;80.42;88.23;87.86;73.17;665.06;67.63
30.04.1987;739.4;788.29;80.69;88;87.73;73.84;665.02;67.81
01.05.1987;743.02;789.96;81.05;88.21;87.95;74.32;667.88;68.09
04.05.1987;742.36;787.27;80.96;87.97;87.78;74.35;666.81;67.86
05.05.1987;741.03;782.9;80.68;87.39;87.23;74.32;666.49;67.64
06.05.1987;749.47;787.81;81.22;87.66;87.57;75.06;671.41;68.03
07.05.1987;751.52;789.53;81.26;87.81;87.76;75.02;671.45;68.21
08.05.1987;761.3;789.41;82.13;87.75;87.72;76.62;673.13;68.4
11.05.1987;768.39;793.56;82.83;88.22;88.2;77.49;671.69;68.36
12.05.1987;761.89;786.8;82.07;87.4;87.37;76.79;660.13;67.24
13.05.1987;767.95;789.47;82.69;87.74;87.64;77.63;656.44;66.92
14.05.1987;773.42;789.77;82.96;87.64;87.54;78.2;655.29;66.85
15.05.1987;762.7;774.57;81.8;85.82;85.79;77.58;649.22;66.25
18.05.1987;766.56;777.02;82.14;85.93;85.76;78.1;639.47;65.5
19.05.1987;770.41;774.16;82.3;85.64;85.46;78.62;643.76;65.74
20.05.1987;757.68;765.59;81.22;84.76;84.57;77.4;635.44;65.07
21.05.1987;752.89;763.76;80.83;84.52;84.45;76.88;643.3;65.68
22.05.1987;756;766.98;80.97;84.77;84.6;76.94;646.45;65.86
25.05.1987;755.67;766.37;80.97;84.74;84.6;76.97;649.25;66.08
26.05.1987;756.68;773.42;81.04;85.52;85.35;76.46;652.16;66.39
27.05.1987;754.58;777.59;80.84;86.08;85.84;75.66;654.24;66.51
28.05.1987;758.59;777.42;81.23;86.06;85.83;76.35;654.87;66.58
29.05.1987;767.44;774.84;81.88;85.74;85.51;77.78;653.14;66.46
01.06.1987;777.19;780.32;82.64;86.2;85.89;78.78;654.69;66.63
02.06.1987;770.29;771.91;81.92;85.24;84.95;78.26;650.46;66.28
03.06.1987;774.04;773.21;82.05;85.1;84.81;78.61;646.94;66.04
04.06.1987;772.66;777.54;81.86;85.41;85.21;78;655.19;66.87
05.06.1987;773.91;773.37;81.85;84.95;84.79;78.37;650.6;66.47
08.06.1987;774.57;774.56;81.84;85.02;84.82;78.3;650.92;66.53
09.06.1987;782.02;771.96;82.54;84.85;84.61;79.68;653.58;66.76
10.06.1987;776.03;769.84;81.97;84.4;84.13;79.03;652.96;66.68
11.06.1987;781.29;776.51;82.67;85.17;84.92;79.66;657.34;67.1
12.06.1987;787.19;777.42;83.35;85.28;85.04;80.78;663.57;67.66
15.06.1987;793.32;786.85;84.09;86.28;86;81.31;670.09;68.22
16.06.1987;796;791.85;84.55;86.99;86.71;81.56;670.2;68.24
17.06.1987;798.35;792.32;84.76;86.87;86.74;82.04;672.92;68.47
18.06.1987;791.72;791.65;84.24;86.69;86.61;81.25;672.84;68.49
19.06.1987;791.54;802.36;84;87.44;87.34;80.21;672.21;68.45
22.06.1987;793.02;812.7;83.94;88.35;88.35;79.37;667.66;68.07
23.06.1987;800.36;818.83;84.48;88.97;88.89;79.85;668.87;68.12
24.06.1987;797.88;806.32;84.4;87.81;87.75;80.63;666.29;67.88
25.06.1987;798.86;808.17;84.44;88.09;88.02;80.48;662.42;67.53
26.06.1987;803.71;813.32;84.96;88.66;88.58;80.95;664.07;67.63
29.06.1987;801.59;813.62;84.8;88.71;88.56;80.62;661.43;67.38
30.06.1987;799.7;809.64;84.67;88.27;88.21;80.75;659.27;67.14
01.07.1987;792.28;799.82;84.2;87.55;87.47;80.48;654.55;66.8
02.07.1987;802.01;809.43;85.15;88.44;88.28;81.46;658.56;67.12
03.07.1987;814.3;821.67;86.33;89.75;89.52;82.54;665.11;67.7
06.07.1987;819.15;822.01;86.76;89.62;89.37;83.41;666.18;67.73
07.07.1987;821.5;821.08;86.91;89.37;89.06;83.88;666.26;67.87
08.07.1987;822.57;826.49;87.15;89.96;89.67;83.83;675.11;68.52
09.07.1987;823.74;824.51;87.23;89.65;89.47;84.23;676.54;68.69
10.07.1987;825.44;825.47;87.49;89.79;89.59;84.57;676.4;68.73
13.07.1987;825.7;825.38;87.61;89.79;89.59;84.8;677.95;68.86
14.07.1987;831.97;829.15;88.1;90.22;90.01;85.32;682.08;69.24
15.07.1987;839.22;831.82;88.63;90.47;90.31;86.08;683.98;69.4
16.07.1987;846.38;834.72;89.29;90.75;90.62;87.02;685.89;69.55
17.07.1987;848.55;842.67;89.5;91.5;91.5;86.8;691.14;70
20.07.1987;845.52;846.56;89.19;91.88;91.95;85.95;690.88;70
21.07.1987;842.02;843.13;88.75;91.5;91.63;85.46;689.69;69.91
22.07.1987;831.05;839.17;87.8;91.24;91.42;83.96;686.52;69.58
23.07.1987;827.39;834.69;87.47;90.76;90.97;83.77;689.19;69.81
24.07.1987;827.74;835.65;87.68;90.93;91.09;84;691.7;70.02
27.07.1987;823.62;838.97;87.43;91.27;91.33;83.27;692.53;70.05
28.07.1987;833.23;843.39;88.34;91.8;91.98;84.49;700.24;70.69
29.07.1987;840.14;850.14;89.18;92.55;92.7;85.39;704.95;71.22
30.07.1987;840.52;857.68;89.4;93.42;93.54;85.07;706.56;71.54
31.07.1987;836.93;855.92;88.95;93.14;93.31;84.5;703.82;71.36
03.08.1987;835.7;859.37;88.5;93.34;93.45;83.53;699.22;71
04.08.1987;833.43;857.15;88.08;93.03;93.12;83.03;706.52;71.57
05.08.1987;832.99;855.67;88.08;92.8;92.99;83.21;714.27;72.15
06.08.1987;827.64;860.74;87.48;93.19;93.52;81.84;717.4;72.48
07.08.1987;824.23;862.44;86.86;93.24;93.61;80.67;715.61;72.41
10.08.1987;826.81;861.86;86.92;92.8;93.23;81.13;705.57;71.67
11.08.1987;826.1;853.1;87.12;91.91;92.55;82.21;710.42;71.95
12.08.1987;836.17;861.27;88.09;92.88;93.43;83.16;718.31;72.6
13.08.1987;834.94;859.48;88.02;92.81;93.29;83.1;718.65;72.6
14.08.1987;835.08;861.26;88.22;93.12;93.7;83.22;721.17;72.75
17.08.1987;827.72;858.86;87.6;92.95;93.52;82.23;721.55;72.93
18.08.1987;816.15;850.27;86.62;92.28;92.91;81.02;726.12;73.17
19.08.1987;808.08;842.08;85.82;91.44;92.09;80.26;726.03;73.29
20.08.1987;810.05;850.25;86.12;92.38;93.04;80.06;731.63;73.84
21.08.1987;813.59;850.97;86.69;92.6;93.36;80.9;736.06;74.25
24.08.1987;810.29;843.69;86.54;91.95;92.8;81.13;736.95;74.25
25.08.1987;812.51;843.71;86.72;91.87;92.61;81.53;728.52;73.69
26.08.1987;812.12;843.96;86.76;92.14;92.82;81.39;729.41;73.61
27.08.1987;811.75;844.94;86.88;92.48;93.05;81.33;724.95;73.29
28.08.1987;813.58;848.95;87.11;92.81;93.25;81.46;721.32;73
31.08.1987;814.09;852.1;87.23;93.12;93.48;81.43;718.29;72.74
01.09.1987;821.55;854.4;88;93.47;93.86;82.53;721.6;72.97
02.09.1987;815.34;848.67;87.49;92.97;93.48;82.02;718.76;72.74
03.09.1987;813.95;841.78;87.54;92.34;92.99;82.61;727.93;73.41
04.09.1987;810.54;833.58;87.46;91.77;92.64;82.92;734.88;74.06
07.09.1987;806.76;823.85;87.19;90.83;91.69;83.2;733.89;74.05
08.09.1987;802.27;823.8;86.86;90.69;91.51;82.72;739.1;74.55
09.09.1987;797.26;824.06;86.38;90.74;91.48;81.83;723.75;72.84
10.09.1987;803.29;831.51;86.83;91.29;92.09;82.19;736.6;74.05
11.09.1987;806.79;836.29;87.22;91.72;92.47;82.53;735.69;73.9
14.09.1987;812.09;842.91;87.56;92.15;92.79;82.81;736.2;73.88
15.09.1987;810.68;840.41;87.46;91.94;92.75;82.78;728.3;73.31
16.09.1987;812.29;835.43;87.52;91.55;92.35;83.21;723.77;73.03
17.09.1987;818.29;838.28;88.16;92.01;92.68;83.99;720.73;73
18.09.1987;820.01;833.27;88.4;91.66;92.38;84.69;718.62;73.06
21.09.1987;818.66;832.02;88.35;91.43;92.27;84.79;725.43;73.68
22.09.1987;815.89;827.87;88.18;91.08;91.99;84.76;728.87;73.95
23.09.1987;827.4;841.66;89.24;92.44;93.23;85.57;730.89;74.07
24.09.1987;816.92;835.95;88.27;91.89;92.7;84.28;727.19;73.62
25.09.1987;818.8;833.13;88.59;91.62;92.37;85.07;723.05;73.24
28.09.1987;828.07;838.2;89.5;92.17;92.9;86.25;717.55;72.83
29.09.1987;827.62;840.18;89.44;92.24;93.03;86.09;722.95;73.26
30.09.1987;826.42;835.25;89.27;91.78;92.66;86.15;728.4;73.77
01.10.1987;828.21;841.98;89.67;92.34;93.27;86.41;740.88;74.98
02.10.1987;833.82;847.61;90.24;93;93.95;86.91;744.47;75.28
05.10.1987;838.17;852.3;90.66;93.58;94.59;87.19;750.55;75.85
06.10.1987;833.17;848.55;90.19;93.27;94.27;86.61;751.07;76.04
07.10.1987;826.46;840.05;89.66;92.45;93.54;86.31;753.42;76.29
08.10.1987;829.92;844.13;90.14;92.83;93.92;86.87;757.51;76.84
09.10.1987;822.24;831.84;89.54;91.69;92.85;86.71;753.73;76.58
12.10.1987;810.03;825.56;88.53;90.74;91.88;85.66;744.85;75.86
13.10.1987;813.52;827.56;88.93;91.01;92.22;86.16;742.71;75.57
14.10.1987;806.22;823.17;88.36;90.52;91.89;85.53;747.98;76.13
15.10.1987;794.3;809.7;87.19;88.99;90.36;84.66;735.74;74.99
16.10.1987;788.18;802.88;86.52;88.39;89.66;83.94;727.41;74.13
19.10.1987;717.14;739.21;79.16;81.8;82.55;76.07;680.94;69.73
20.10.1987;651.79;703.3;72.8;78.47;79.03;67.35;631.98;63.61
21.10.1987;700.29;746.44;77.09;82.23;82.85;72.01;657.6;66.63
22.10.1987;668.98;718.22;73.78;79.7;80.02;68.12;644.01;65.24
23.10.1987;660.26;708.03;72.29;78.38;78.69;66.51;641.62;64.8
26.10.1987;620.43;659.32;67.44;73.47;73.46;61.77;605.31;61.72
27.10.1987;628.21;665.74;68.03;73.65;73.87;62.68;604.02;61.44
28.10.1987;604.74;629.67;65.24;69.84;70.09;60.74;574.54;58.66
29.10.1987;605.71;620.68;64.83;68.29;68.56;61.25;546.05;55.81
30.10.1987;636.77;656.09;68.05;71.89;72.2;64.13;578.28;58.67
02.11.1987;627.74;651.32;67.5;71.6;72.02;63.37;575.72;58.56
03.11.1987;608.68;640.04;65.67;70.54;70.8;60.96;565.09;57.55
04.11.1987;592.19;619.13;63.68;68.47;68.63;59.06;542.82;55.5
05.11.1987;593.53;612.51;63.76;67.79;67.89;59.74;537.23;54.81
06.11.1987;592.9;613.34;63.66;67.8;67.99;59.55;545.78;55.7
09.11.1987;569.71;587.35;61.52;65.56;65.72;57.53;524.47;53.78
10.11.1987;554.11;553.05;59.49;61.83;61.94;56.88;496.68;51.25
11.11.1987;570.94;567.83;61.34;63.17;63.47;59.12;495.09;51.18
12.11.1987;600.32;607.31;64.21;66.76;66.86;61.38;519.95;53.16
13.11.1987;594.1;605.73;63.99;66.59;67.06;61.12;544;55.32
16.11.1987;603.11;624.03;65.07;68.55;69.01;61.49;554.86;56.41
17.11.1987;590.21;609;63.89;67.25;67.6;60.42;545.19;55.62
18.11.1987;590.32;607.42;63.88;67.05;67.39;60.55;540.2;55.19
19.11.1987;582;601.15;63;66.38;66.64;59.51;526.41;53.92
20.11.1987;575.5;586.68;62.23;64.84;65.22;59.38;521.39;53.27
23.11.1987;579.37;591.09;62.67;65.33;65.59;59.78;537.5;54.49
24.11.1987;595.9;607.22;64.13;66.98;67.2;61.05;539.98;54.87
25.11.1987;589.53;606.43;63.73;66.95;67.17;60.37;543.8;55.24
26.11.1987;588.34;602.72;63.8;66.77;67.09;60.63;537.23;54.73
27.11.1987;587.29;606.38;63.82;67.12;67.34;60.4;534.48;54.62
30.11.1987;567.07;590.96;61.77;65.68;65.81;57.88;513.76;52.77
01.12.1987;565.52;588.14;61.54;65.22;65.39;57.84;511.08;52.42
02.12.1987;566.48;588.29;61.77;65.26;65.38;58.21;506.03;52.03
03.12.1987;563.71;584.57;61.46;64.83;64.96;58;513.57;52.51
04.12.1987;556.66;571.01;60.62;63.33;63.42;57.71;508.74;52.01
07.12.1987;557.45;569.49;60.7;62.94;63.09;58.16;514.77;52.39
08.12.1987;562.79;573.13;61.34;63.25;63.46;59.07;520.26;52.93
09.12.1987;567.14;575.2;61.74;63.44;63.66;59.64;519.52;52.93
10.12.1987;564.86;575.96;61.55;63.58;63.9;59.18;522.97;53.18
11.12.1987;566.4;571.59;61.82;63.09;63.29;60.07;511.11;52.07
14.12.1987;567.73;574.66;62.04;63.53;63.7;60.1;513.83;52.29
15.12.1987;572.99;582.85;62.77;64.37;64.53;60.73;519.2;52.8
16.12.1987;580.38;594.18;63.78;65.79;65.81;61.41;522.49;53.02
17.12.1987;582.7;596.05;64.25;66.03;66.12;62.06;535.87;54.16
18.12.1987;582.85;591.63;64.24;65.49;65.59;62.47;534.44;54.11
21.12.1987;593.09;597.87;65.16;66.06;66.23;63.66;537.97;54.44
22.12.1987;593.95;599.69;65.22;66.24;66.42;63.62;536.22;54.28
23.12.1987;601.38;604.37;65.88;66.7;66.85;64.44;536.49;54.23
24.12.1987;602.26;603.32;65.99;66.49;66.64;64.81;531.91;53.8
25.12.1987;602.26;603.32;65.97;66.45;66.61;64.81;531.91;53.8
28.12.1987;603.14;596.23;66.18;65.92;66.13;65.61;534.7;54.17
29.12.1987;583.5;585.63;64.1;64.69;64.92;62.86;523.26;53.14
30.12.1987;589.44;589.46;64.83;65.07;65.27;63.87;527.44;53.49
31.12.1987;577.4;582.26;63.53;64.3;64.55;62.15;521.63;52.93
01.01.1988;577.4;582.43;63.53;64.32;64.57;62.15;521.63;52.93
04.01.1988;575.46;568.94;63.32;62.9;63.15;62.91;519.05;52.69
05.01.1988;594.22;591.56;65.19;65.08;65.4;64.51;541.73;54.57
06.01.1988;599.71;597.81;65.59;65.73;66.11;64.71;545.42;55.01
07.01.1988;601.06;601.13;65.79;66.11;66.44;64.75;554.23;55.95
08.01.1988;602.78;606.58;65.88;66.55;66.88;64.56;551.2;55.81
11.01.1988;586.76;584.65;64.43;64.49;64.7;63.62;537.97;54.64
12.01.1988;582.15;583.78;64.11;64.45;64.75;63.08;541.21;54.75
13.01.1988;578.2;574.82;63.53;63.49;63.74;62.81;535.81;54.34
14.01.1988;580.69;577.96;63.76;63.69;63.94;63.06;535.47;54.35
15.01.1988;589.57;580.75;64.59;63.89;64.13;64.39;540.08;54.74
18.01.1988;598.05;595.2;65.45;65.41;65.71;64.71;550.59;55.76
19.01.1988;587.68;583.3;64.64;64.43;64.81;64.06;550.88;55.79
20.01.1988;580.39;574.06;63.93;63.48;63.94;63.55;551.27;55.84
21.01.1988;577.73;569.74;63.65;62.84;63.37;63.56;553.4;56.03
22.01.1988;582.63;571.87;64.09;63.01;63.62;64.22;563.69;56.87
25.01.1988;581.59;572.13;64.04;63.06;63.75;64.08;570.64;57.61
26.01.1988;582.51;575.71;64.13;63.32;63.96;64.04;575.47;57.96
27.01.1988;581.88;573.28;64.02;63.02;63.64;64.09;570.15;57.53
28.01.1988;583.67;569.71;64.15;62.53;63.24;64.71;573.56;57.87
29.01.1988;586.06;571.91;64.39;62.71;63.5;64.99;584.08;58.8
01.02.1988;585.33;575.14;64.2;62.92;63.74;64.49;582.6;58.69
02.02.1988;583.35;574.69;64.06;62.8;63.6;64.32;577.45;58.29
03.02.1988;584.57;579.93;64.25;63.22;64.02;64.32;585.49;58.86
04.02.1988;588.44;587.74;64.56;63.82;64.6;64.4;591.76;59.34
05.02.1988;585.89;589.62;64.34;64.09;64.92;63.78;597.98;59.8
08.02.1988;581.63;593.94;63.78;64.4;65.22;62.53;599.14;59.95
09.02.1988;576.97;586.46;63.32;63.64;64.41;62.31;591.16;59.17
10.02.1988;584.67;592.02;63.94;64.14;64.85;63.01;594.76;59.4
11.02.1988;593.54;605.27;64.76;65.41;66.08;63.46;602.07;60.09
12.02.1988;596.81;610.32;65.11;65.89;66.48;63.71;602.84;60.18
15.02.1988;600.63;617.58;65.63;66.75;67.34;63.93;607.04;60.62
16.02.1988;600.2;619.09;65.66;66.9;67.51;63.87;607.14;60.74
17.02.1988;605.85;626.67;66.31;67.73;68.24;64.36;605.73;60.69
18.02.1988;603.27;626.87;66.15;67.93;68.39;63.91;601.02;60.41
19.02.1988;600.01;625.92;66.07;67.97;68.39;63.74;598.49;60.16
22.02.1988;605.15;631.51;66.61;68.51;68.87;64.27;602.12;60.44
23.02.1988;607.23;633.74;66.93;68.83;69.17;64.58;602.52;60.52
24.02.1988;608.64;636.45;67.19;69.18;69.48;64.76;594.42;59.91
25.02.1988;615.44;640.99;67.83;69.61;69.93;65.57;597.31;60.13
26.02.1988;608.08;634.59;67.27;69.11;69.45;64.97;597.01;60.04
29.02.1988;610.19;638.03;67.5;69.6;69.82;64.98;599.15;60.16
01.03.1988;613.55;644.29;68.06;70.23;70.49;65.48;603.31;60.47
02.03.1988;620.9;645.89;68.86;70.4;70.79;66.79;611.16;61.36
03.03.1988;620.77;644.9;68.83;70.24;70.7;66.87;613.81;61.7
04.03.1988;620.22;640.01;69.06;69.89;70.39;67.57;615.6;61.82
07.03.1988;612.72;630.55;68.4;68.85;69.44;67.23;609.16;61.16
08.03.1988;621.71;639.02;69.3;69.79;70.26;68.09;609.32;61.24
09.03.1988;624.62;642.17;69.64;70.16;70.66;68.4;614.03;61.59
10.03.1988;632.86;647.57;70.52;70.76;71.34;69.51;630.05;63.02
11.03.1988;626.85;641.99;69.79;70.14;70.68;68.69;627.7;62.87
14.03.1988;627.95;642.8;69.89;70.21;70.73;68.82;625;62.75
15.03.1988;632.08;643.37;70.35;70.36;70.9;69.53;626.95;62.79
16.03.1988;631.01;649.48;70.34;71.05;71.46;68.95;625.86;62.74
17.03.1988;617.25;636.2;68.87;69.64;69.99;67.43;609.49;61.16
18.03.1988;649.39;669.15;72.31;73.22;73.54;70.72;637.19;63.91
21.03.1988;644.33;666.4;71.75;72.83;73.06;70.03;634.98;63.72
22.03.1988;638.36;656.98;71.15;71.79;72.06;69.81;628.31;63.11
23.03.1988;638.04;658.3;71.18;72;72.28;69.67;631.42;63.37
24.03.1988;629.17;656.17;70.36;71.95;72.27;68.23;634.55;63.69
25.03.1988;621.42;648.75;69.68;71.3;71.5;67.53;625.37;63.01
28.03.1988;607.97;631.54;68.17;69.35;69.44;66.41;612.7;61.87
29.03.1988;613.7;636.65;68.75;69.77;69.93;67.12;614.13;61.88
30.03.1988;611.47;636.85;68.62;69.78;69.96;66.86;618.49;62.34
31.03.1988;607.27;632.5;68.2;69.49;69.64;66.34;615.16;62.2
01.04.1988;607.38;632.33;68.19;69.45;69.61;66.35;615.01;62.17
04.04.1988;607.18;630.59;68.17;69.4;69.58;66.36;614.98;62.2
05.04.1988;604.91;628.24;67.89;69.13;69.35;66.07;616.33;62.25
06.04.1988;614.54;637.72;68.88;70.09;70.36;67.08;629.22;63.44
07.04.1988;619.8;642.7;69.43;70.6;70.89;67.66;639.23;64.29
08.04.1988;623.1;642.23;69.68;70.45;70.73;68.25;640.38;64.41
11.04.1988;635.08;651.88;70.8;71.51;71.8;69.4;654.05;65.59
12.04.1988;635.5;656.61;70.94;72;72.22;69.25;657.22;65.9
13.04.1988;636.46;659.73;71.19;72.31;72.57;69.43;661.55;66.26
14.04.1988;628.96;654.78;70.66;71.93;72.22;68.8;656.83;65.74
15.04.1988;622.1;642.73;69.74;70.51;70.75;68.31;630.86;63.31
18.04.1988;622.75;641.99;69.73;70.29;70.47;68.46;624.05;62.6
19.04.1988;628.29;646.53;70.28;70.7;70.81;69.14;626.36;62.74
20.04.1988;623.41;642.23;69.86;70.33;70.48;68.67;627.52;62.93
21.04.1988;622.82;638.96;69.76;69.97;70.13;68.78;627.82;62.92
22.04.1988;621.77;641.97;69.7;70.34;70.4;68.37;630.18;63.21
25.04.1988;623.05;644.57;70.03;70.69;70.79;68.68;641.78;64.11
26.04.1988;627.23;646.21;70.59;70.93;71.08;69.5;649.31;64.8
27.04.1988;626.66;644.81;70.7;70.88;71.15;69.75;655.68;65.41
28.04.1988;626.54;647.3;70.79;71.15;71.37;69.68;652.89;65.2
29.04.1988;623.91;641.46;70.52;70.63;70.83;69.62;648.88;64.9
02.05.1988;623.52;641.12;70.53;70.67;70.87;69.61;651.89;65.2
03.05.1988;622.18;637.24;70.28;70.27;70.51;69.49;655.36;65.4
04.05.1988;622.34;641.8;70.35;70.76;70.96;69.21;653.66;65.41
05.05.1988;618.71;640.02;70.11;70.66;70.75;68.86;645.48;64.69
06.05.1988;620.67;638.71;70.31;70.55;70.63;69.3;646.13;64.68
09.05.1988;613.9;627.73;69.7;69.57;69.68;69.01;641.41;64.19
10.05.1988;612.63;625.06;69.51;69.26;69.41;68.92;641.13;64.2
