Total Return Indices - US$ Currency
Date    ;Blue-Chip;Blue-Chip;Broad    ; Broad   ;Ex UK    ;Ex Euro Zone;Blue-Chip; Broad
        ;  Europe ;Euro-Zone;Europe   ;Euro-Zone;         ;            ; Nordic  ; Nordic
        ;  SX5V   ;  SX5U   ;SXXV     ;SXXU     ; SXXI    ;    SXXD    ;    DK5I;DKXI
31.12.1986;550.8;648.65;59.33;71.44;71.38;48.92;479.9;48.97
01.01.1987;550.8;648.65;59.33;71.44;71.38;48.92;479.9;48.97
02.01.1987;549.06;643.53;59.32;71.03;71.07;49.25;482.7;49.26
05.01.1987;546.59;644.49;59.16;71.2;71.21;48.81;481.61;48.98
06.01.1987;551.93;650.29;59.75;71.95;72;49.28;485.69;49.39
07.01.1987;552.36;644.12;59.75;71.35;71.41;49.75;482.39;49.2
08.01.1987;551.35;637.46;59.73;70.76;70.93;50.19;478.99;48.9
09.01.1987;547.75;625.98;59.59;69.88;70.12;50.64;475.09;48.71
12.01.1987;555.64;638.74;60.48;71.3;71.35;51.09;475.73;49
13.01.1987;558.7;641.58;60.75;71.6;71.62;51.33;472.61;48.71
14.01.1987;563.84;648.48;61.14;72.34;72.24;51.44;461.32;47.94
15.01.1987;576.29;662.75;62.5;73.99;73.93;52.55;479.91;49.67
16.01.1987;574.94;658.62;62.43;73.58;73.57;52.75;480.13;49.98
19.01.1987;580.49;666.24;63.13;74.48;74.5;53.28;495.26;51.47
20.01.1987;571.75;655.36;62.26;73.21;73.3;52.74;493.21;51.1
21.01.1987;567.55;650.62;61.88;72.82;72.92;52.38;492.47;51.1
22.01.1987;579.02;664.99;63.05;74.39;74.34;53.21;491.57;51.16
23.01.1987;580.41;667.66;63.28;74.74;74.6;53.35;490.49;50.91
26.01.1987;573.21;657.43;62.66;73.7;73.67;53.06;486.93;50.66
27.01.1987;579.54;660.19;63.32;74.06;73.98;53.95;482.44;50.23
28.01.1987;572.48;647.13;62.9;72.95;72.95;54.08;481.51;50.32
29.01.1987;573.74;650.59;62.92;73.27;73.31;53.86;486.16;50.7
30.01.1987;567.58;644.46;62.14;72.5;72.47;53.09;485.07;50.36
02.02.1987;571.13;643.13;62.62;72.53;72.59;53.92;494.34;51.23
03.02.1987;571.69;642.77;62.74;72.47;72.62;54.18;510.09;52.65
04.02.1987;570.35;635.61;62.43;71.62;71.75;54.31;504.05;52.13
05.02.1987;565.45;624.98;61.91;70.38;70.53;54.37;503.78;52.01
06.02.1987;568.92;626.18;62.08;70.32;70.4;54.71;495.31;51.18
09.02.1987;578.57;637.56;63.14;71.69;71.76;55.52;494.51;51.12
10.02.1987;577.1;640.67;63.12;72.08;72.09;55.16;498.45;51.52
11.02.1987;575.18;634.3;62.81;71.23;71.25;55.3;496.77;51.37
12.02.1987;572.6;635.25;62.62;71.29;71.35;54.9;498.49;51.43
13.02.1987;573.85;634.36;62.85;71.26;71.33;55.34;495.21;51.07
16.02.1987;579.53;639.62;63.54;71.96;71.92;56.01;496.57;51.16
17.02.1987;578.85;632.9;63.66;71.32;71.43;56.74;503.13;51.72
18.02.1987;577.88;627.94;63.51;70.61;70.73;57.03;501.05;51.56
19.02.1987;578.66;633.98;63.37;71.12;71.24;56.39;506.5;51.96
20.02.1987;583.9;637.05;63.99;71.61;71.59;57.09;511.39;52.44
23.02.1987;578.35;633.36;63.67;71.33;71.12;56.74;515.57;52.9
24.02.1987;577.88;628.85;63.48;70.96;70.76;56.71;508.34;52.19
25.02.1987;583.67;629.64;63.93;70.97;70.98;57.5;509.64;52.3
26.02.1987;587.41;634.09;64.31;71.37;71.39;57.86;516.81;52.95
27.02.1987;587.47;635.25;64.46;71.51;71.52;58.01;520.19;53.29
02.03.1987;589.53;636.13;64.78;71.63;71.53;58.48;522.77;53.54
03.03.1987;590.77;632.31;64.8;71.26;71.22;58.82;525.28;53.78
04.03.1987;597.15;640.35;65.31;72;71.93;59.15;529.53;53.98
05.03.1987;601.83;644.85;65.78;72.37;72.4;59.68;532.89;54.12
06.03.1987;601.79;645.78;65.9;72.4;72.42;59.89;532.63;54.17
09.03.1987;593.89;639.64;65.2;71.74;71.79;59.15;531.76;54.15
10.03.1987;594.05;637.48;65.23;71.48;71.58;59.42;533.16;54.23
11.03.1987;590.88;631.35;64.99;70.85;71;59.49;529.77;53.96
12.03.1987;593.5;636.1;65.3;71.28;71.38;59.7;530.57;54.06
13.03.1987;592.66;639.27;65.28;71.52;71.57;59.48;535.94;54.49
16.03.1987;595.33;644.84;65.64;72.3;72.31;59.5;539.41;54.74
17.03.1987;600.68;643.97;66.22;72.2;72.19;60.61;541.74;54.93
18.03.1987;602.03;644.89;66.34;72.29;72.33;60.76;547.02;55.34
19.03.1987;594.41;637.55;65.73;71.6;71.67;60.21;549.17;55.51
20.03.1987;598.53;641.89;66.16;72.04;71.93;60.63;548.3;55.5
23.03.1987;611.49;656.12;67.32;73.37;73.15;61.65;552.43;55.9
24.03.1987;616.49;659.8;67.8;73.75;73.62;62.2;557.94;56.41
25.03.1987;614.2;659.03;67.57;73.72;73.69;61.81;559.03;56.47
26.03.1987;616.98;663.92;67.79;74.21;74.1;61.82;563.04;56.83
27.03.1987;621.84;670.72;68.29;74.97;74.88;62.09;564.26;56.88
30.03.1987;619.12;673.98;68;75.45;75.3;61.19;561.43;56.78
31.03.1987;616.13;668.62;67.6;74.93;74.81;60.9;553.89;56.21
01.04.1987;614.96;674.98;67.33;75.42;75.09;60.01;547.25;55.71
02.04.1987;618.47;677.13;67.53;75.57;75.26;60.26;543.29;55.38
03.04.1987;620.01;680.2;67.77;76.02;75.81;60.32;550.11;56.06
06.04.1987;627.6;685.79;68.37;76.44;76.16;61.07;558.9;56.75
07.04.1987;626.25;682.64;68.08;75.98;75.76;60.9;558.77;56.73
08.04.1987;621.03;677.08;67.43;75.22;75;60.36;553.92;56.2
09.04.1987;622.05;682.17;67.71;75.79;75.57;60.41;558.41;56.65
10.04.1987;617.44;679.43;67.45;75.78;75.52;59.95;554.39;56.43
13.04.1987;608.44;672.28;66.83;75.23;74.96;59.28;552.47;56.31
14.04.1987;611.43;679.32;67.12;75.93;75.55;59.23;550.12;56.12
15.04.1987;616.92;685.02;67.61;76.41;76.04;59.72;556.71;56.6
16.04.1987;619.79;685.5;67.92;76.47;76.05;60.24;559.2;56.8
17.04.1987;619.7;685.94;67.94;76.5;76.08;60.24;559.23;56.83
20.04.1987;619.39;683.85;67.87;76.35;75.95;60.24;558.71;56.8
21.04.1987;618.89;682.68;67.79;76.29;75.88;60.15;558.93;56.83
22.04.1987;622.17;686.51;67.98;76.54;76.11;60.28;561.06;56.99
23.04.1987;625.15;686.54;68.4;76.74;76.35;60.88;567.64;57.55
24.04.1987;635.09;690.95;69.53;77.31;76.99;62.43;580.54;58.8
27.04.1987;628.51;679.42;68.99;76.13;76;62.42;576.37;58.59
28.04.1987;631.75;679.71;69.08;75.94;75.66;62.74;571.77;58.09
29.04.1987;638.1;684.91;69.64;76.41;76.09;63.37;575.94;58.57
30.04.1987;640.91;683.29;69.94;76.28;76.05;64.01;576.43;58.77
01.05.1987;646.97;687.84;70.58;76.81;76.59;64.71;581.55;59.29
04.05.1987;646.4;685.5;70.5;76.6;76.43;64.73;580.62;59.09
05.05.1987;651.61;688.43;70.95;76.84;76.71;65.35;586.07;59.48
06.05.1987;658.26;691.93;71.33;76.99;76.91;65.93;589.7;59.76
07.05.1987;656.59;689.8;71;76.72;76.68;65.54;586.63;59.6
08.05.1987;660.13;684.49;71.21;76.09;76.06;66.44;583.67;59.31
11.05.1987;662.43;684.13;71.41;76.05;76.04;66.8;579.07;58.93
12.05.1987;662.79;684.45;71.4;76.04;76;66.8;574.26;58.5
13.05.1987;665.12;683.75;71.62;75.99;75.91;67.24;568.54;57.96
14.05.1987;672.12;686.32;72.1;76.16;76.08;67.95;569.46;58.09
15.05.1987;669.8;680.23;71.84;75.37;75.34;68.13;570.15;58.18
18.05.1987;669.57;678.71;71.75;75.06;74.91;68.22;558.56;57.21
19.05.1987;672.39;675.66;71.83;74.75;74.59;68.61;561.85;57.38
20.05.1987;662.6;669.51;71.03;74.12;73.96;67.68;555.69;56.9
21.05.1987;657.48;666.97;70.59;73.81;73.75;67.14;561.78;57.35
22.05.1987;659.19;668.77;70.61;73.92;73.77;67.09;563.67;57.43
25.05.1987;658.91;668.24;70.61;73.89;73.77;67.11;566.11;57.61
26.05.1987;649.86;664.24;69.6;73.45;73.3;65.66;560.1;57.02
27.05.1987;642.74;662.34;68.86;73.32;73.12;64.45;557.28;56.65
28.05.1987;647.19;663.25;69.3;73.43;73.22;65.14;558.7;56.81
29.05.1987;654.36;660.68;69.81;73.11;72.91;66.32;556.91;56.67
01.06.1987;658.7;661.35;70.04;73.05;72.79;66.77;554.88;56.47
02.06.1987;664.15;665.54;70.63;73.49;73.24;67.48;560.83;57.15
03.06.1987;665.07;664.36;70.5;73.12;72.87;67.54;555.87;56.74
04.06.1987;658.82;662.98;69.8;72.83;72.65;66.51;558.65;57.02
05.06.1987;662.76;662.29;70.1;72.75;72.62;67.12;557.16;56.93
08.06.1987;666.15;666.14;70.39;73.12;72.95;67.34;559.8;57.22
09.06.1987;675.74;667.04;71.32;73.32;73.11;68.85;564.75;57.69
10.06.1987;674.46;669.08;71.24;73.35;73.12;68.68;567.5;57.95
11.06.1987;675.58;671.44;71.49;73.65;73.43;68.88;568.4;58.02
12.06.1987;677.15;668.75;71.7;73.36;73.15;69.49;570.81;58.2
15.06.1987;674.43;668.93;71.49;73.35;73.11;69.13;569.67;58
16.06.1987;677.63;674.1;71.98;74.06;73.82;69.44;570.55;58.1
17.06.1987;679.71;674.58;72.16;73.96;73.85;69.85;572.93;58.29
18.06.1987;672.54;672.48;71.56;73.64;73.58;69.02;571.56;58.18
19.06.1987;670.71;679.88;71.17;74.09;74.01;67.97;569.6;58
22.06.1987;668.33;684.91;70.74;74.46;74.46;66.89;562.68;57.37
23.06.1987;676.88;692.5;71.45;75.24;75.17;67.53;565.67;57.61
24.06.1987;677.23;684.4;71.64;74.53;74.48;68.44;565.54;57.62
25.06.1987;677.6;685.5;71.62;74.72;74.66;68.26;561.87;57.28
26.06.1987;681.95;690.1;72.09;75.23;75.16;68.68;563.47;57.38
29.06.1987;679.08;689.27;71.84;75.15;75.02;68.3;560.34;57.08
30.06.1987;679.24;687.68;71.92;74.98;74.92;68.59;559.96;57.03
01.07.1987;672.56;678.96;71.47;74.32;74.25;68.32;555.64;56.7
02.07.1987;679.97;686.26;72.19;74.98;74.85;69.07;558.35;56.91
03.07.1987;686.88;693.1;72.82;75.71;75.51;69.62;561.04;57.1
06.07.1987;690.97;693.38;73.19;75.6;75.39;70.35;561.94;57.14
07.07.1987;694.13;693.77;73.44;75.51;75.25;70.87;562.96;57.34
08.07.1987;695.51;698.82;73.68;76.06;75.82;70.88;570.82;57.93
09.07.1987;695.39;696.05;73.64;75.68;75.53;71.1;571.13;57.99
10.07.1987;695.42;695.44;73.71;75.65;75.48;71.25;569.85;57.91
13.07.1987;697.04;696.78;73.96;75.8;75.63;71.58;572.32;58.13
14.07.1987;698.63;696.27;73.98;75.76;75.58;71.65;572.77;58.15
15.07.1987;713.37;707.09;75.34;76.9;76.77;73.17;581.41;58.99
16.07.1987;716.7;706.81;75.61;76.85;76.74;73.69;580.8;58.89
17.07.1987;709.37;704.45;74.82;76.49;76.49;72.57;577.78;58.52
20.07.1987;705.89;706.76;74.46;76.7;76.76;71.76;576.79;58.44
21.07.1987;702.18;703.11;74.01;76.3;76.42;71.27;575.15;58.3
22.07.1987;692.34;699.11;73.14;76.01;76.16;69.95;571.94;57.97
23.07.1987;692.45;698.56;73.21;75.95;76.14;70.11;576.8;58.43
24.07.1987;693.84;700.47;73.5;76.22;76.35;70.41;579.8;58.69
27.07.1987;689.76;702.62;73.22;76.44;76.48;69.74;579.98;58.66
28.07.1987;696.41;704.9;73.84;76.72;76.88;70.61;585.26;59.08
29.07.1987;702.49;710.86;74.57;77.39;77.51;71.4;589.46;59.56
30.07.1987;700.23;714.53;74.48;77.83;77.93;70.87;588.63;59.6
31.07.1987;698.56;714.42;74.24;77.74;77.88;70.53;587.46;59.56
03.08.1987;695.28;714.98;73.63;77.66;77.75;69.5;581.74;59.07
04.08.1987;683.66;703.12;72.25;76.31;76.39;68.11;579.55;58.71
05.08.1987;687.6;706.32;72.71;76.6;76.76;68.69;589.6;59.56
06.08.1987;681.53;708.79;72.04;76.74;77.01;67.39;590.75;59.68
07.08.1987;675.15;706.45;71.15;76.37;76.68;66.08;586.18;59.32
10.08.1987;677.86;706.59;71.26;76.08;76.44;66.51;578.46;58.76
11.08.1987;679.07;701.25;71.62;75.55;76.08;67.58;583.97;59.14
12.08.1987;685.99;706.57;72.26;76.2;76.65;68.22;589.29;59.56
13.08.1987;684.75;704.87;72.19;76.11;76.51;68.16;589.37;59.54
14.08.1987;691.39;713.06;73.04;77.09;77.57;68.9;597.08;60.23
17.08.1987;685.67;711.46;72.56;77;77.47;68.12;597.72;60.42
18.08.1987;685.89;714.57;72.79;77.55;78.08;68.09;610.23;61.49
19.08.1987;679.26;707.84;72.14;76.86;77.41;67.47;610.29;61.6
20.08.1987;682.6;716.48;72.57;77.84;78.4;67.46;616.52;62.22
21.08.1987;690.02;721.72;73.52;78.53;79.18;68.61;624.27;62.97
24.08.1987;690.75;719.22;73.77;78.38;79.11;69.16;628.23;63.29
25.08.1987;688.79;715.24;73.52;77.88;78.51;69.12;617.59;62.47
26.08.1987;689.71;716.75;73.68;78.25;78.83;69.12;619.47;62.52
27.08.1987;693.33;721.69;74.21;78.99;79.48;69.47;619.19;62.6
28.08.1987;695.53;725.77;74.47;79.35;79.72;69.64;616.66;62.41
31.08.1987;695.97;728.46;74.57;79.61;79.92;69.61;614.07;62.18
01.09.1987;702.51;730.6;75.25;79.92;80.26;70.57;617.04;62.4
02.09.1987;700.73;729.37;75.19;79.9;80.34;70.49;617.72;62.52
03.09.1987;702.44;726.45;75.54;79.69;80.25;71.3;628.2;63.35
04.09.1987;697.64;717.47;75.28;78.99;79.73;71.37;632.52;63.75
07.09.1987;697.04;711.8;75.33;78.47;79.22;71.88;634.07;63.98
08.09.1987;694.12;712.75;75.15;78.46;79.17;71.57;639.46;64.5
09.09.1987;687.63;710.75;74.51;78.26;78.9;70.58;624.24;62.82
10.09.1987;688.78;712.98;74.45;78.28;78.96;70.47;631.6;63.49
11.09.1987;694.42;719.81;75.07;78.95;79.59;71.04;633.22;63.6
14.09.1987;691.1;717.33;74.52;78.42;78.96;70.47;626.51;62.87
15.09.1987;693.53;718.96;74.82;78.65;79.35;70.82;623.06;62.71
16.09.1987;696.58;716.42;75.05;78.51;79.19;71.36;620.67;62.63
17.09.1987;700.28;717.39;75.45;78.74;79.32;71.88;616.79;62.47
18.09.1987;705.79;717.21;76.08;78.89;79.52;72.89;618.53;62.89
21.09.1987;702.69;714.15;75.84;78.48;79.2;72.78;622.67;63.24
22.09.1987;698.23;708.48;75.46;77.95;78.72;72.54;623.76;63.28
23.09.1987;705.25;717.41;76.07;78.79;79.47;72.94;622.99;63.14
24.09.1987;696.56;712.78;75.27;78.35;79.04;71.86;620.05;62.78
25.09.1987;700.08;712.33;75.74;78.33;78.98;72.73;618.21;62.62
28.09.1987;704.86;713.49;76.18;78.46;79.08;73.42;610.78;61.99
29.09.1987;700.1;710.72;75.66;78.03;78.7;72.83;611.55;61.97
30.09.1987;698.68;706.15;75.47;77.6;78.34;72.83;615.81;62.36
01.10.1987;695.32;706.88;75.28;77.53;78.31;72.54;622;62.95
02.10.1987;702.56;714.17;76.04;78.36;79.16;73.23;627.27;63.43
05.10.1987;706.86;718.77;76.45;78.92;79.77;73.53;632.97;63.97
06.10.1987;706.55;719.59;76.49;79.09;79.94;73.45;636.93;64.48
07.10.1987;704.29;715.87;76.4;78.78;79.71;73.55;642.05;65.01
08.10.1987;707.56;719.68;76.85;79.15;80.07;74.06;645.82;65.52
09.10.1987;703.26;711.47;76.58;78.42;79.41;74.16;644.66;65.5
12.10.1987;695.04;708.37;75.96;77.86;78.83;73.5;639.11;65.09
13.10.1987;694.45;706.44;75.91;77.69;78.72;73.55;634;64.51
14.10.1987;691.77;706.31;75.81;77.67;78.85;73.39;641.8;65.32
15.10.1987;685.4;698.69;75.23;76.79;77.97;73.05;634.87;64.71
16.10.1987;680.12;692.8;74.66;76.27;77.37;72.43;627.68;63.97
19.10.1987;625.97;645.24;69.1;71.4;72.06;66.4;594.37;60.86
20.10.1987;559.78;604.02;62.52;67.39;67.87;57.85;542.76;54.63
21.10.1987;601.99;641.66;66.27;70.69;71.22;61.9;565.29;57.27
22.10.1987;574.02;616.26;63.31;68.39;68.66;58.45;552.59;55.97
23.10.1987;575.25;616.86;62.98;68.29;68.55;57.94;559.01;56.45
26.10.1987;543.77;577.86;59.1;64.39;64.39;54.14;530.52;54.1
27.10.1987;553.06;586.1;59.89;64.84;65.03;55.18;531.76;54.09
28.10.1987;536.5;558.62;57.88;61.96;62.18;53.89;509.71;52.04
29.10.1987;541.87;555.26;57.99;61.09;61.33;54.8;488.49;49.93
30.10.1987;567.75;584.98;60.67;64.1;64.38;57.18;515.6;52.31
02.11.1987;565.02;586.25;60.75;64.45;64.83;57.04;518.19;52.71
03.11.1987;548.33;576.58;59.16;63.55;63.78;54.92;509.05;51.84
04.11.1987;536.38;560.78;57.68;62.02;62.16;53.49;491.66;50.27
05.11.1987;545.32;562.76;58.58;62.28;62.38;54.89;493.59;50.36
06.11.1987;544.95;563.73;58.51;62.32;62.49;54.73;501.64;51.19
09.11.1987;524.86;541.11;56.68;60.4;60.55;53;483.18;49.54
10.11.1987;511.42;510.45;54.91;57.07;57.17;52.5;458.42;47.3
11.11.1987;525.34;522.48;56.44;58.13;58.4;54.4;455.55;47.09
12.11.1987;547.85;554.24;58.6;60.93;61.02;56.02;474.51;48.51
13.11.1987;544.64;555.31;58.66;61.05;61.48;56.03;498.71;50.72
16.11.1987;544.49;563.38;58.75;61.88;62.3;55.51;500.93;50.93
17.11.1987;538.56;555.71;58.3;61.36;61.69;55.14;497.49;50.75
18.11.1987;542.17;557.88;58.67;61.58;61.89;55.61;496.14;50.69
19.11.1987;536.51;554.16;58.07;61.19;61.43;54.86;485.27;49.7
20.11.1987;530.65;540.95;57.38;59.79;60.14;54.75;480.75;49.12
23.11.1987;536.93;547.79;58.08;60.54;60.79;55.4;498.13;50.5
24.11.1987;546.96;557.35;58.86;61.48;61.68;56.04;495.64;50.36
25.11.1987;548.45;564.17;59.29;62.28;62.49;56.17;505.91;51.39
26.11.1987;544.84;558.15;59.08;61.84;62.13;56.15;497.51;50.68
27.11.1987;546.85;564.62;59.43;62.5;62.71;56.24;497.67;50.86
30.11.1987;534.14;556.64;58.18;61.86;61.99;54.52;483.93;49.7
01.12.1987;530.54;551.76;57.74;61.19;61.34;54.26;479.47;49.18
02.12.1987;529.85;550.25;57.77;61.04;61.15;54.45;473.3;48.67
03.12.1987;524.17;543.57;57.15;60.28;60.41;53.94;477.55;48.82
04.12.1987;515.76;529.05;56.17;58.68;58.76;53.47;471.35;48.19
07.12.1987;515.47;526.6;56.13;58.2;58.34;53.78;476;48.44
08.12.1987;521.3;530.88;56.82;58.59;58.78;54.71;481.91;49.03
09.12.1987;527.23;534.72;57.4;58.97;59.18;55.44;482.96;49.21
10.12.1987;532.06;542.51;57.98;59.89;60.19;55.74;492.6;50.09
11.12.1987;536.62;541.53;58.57;59.78;59.96;56.91;484.23;49.33
14.12.1987;537.39;543.96;58.73;60.14;60.3;56.89;486.38;49.5
15.12.1987;541.35;550.67;59.3;60.82;60.97;57.37;490.53;49.89
16.12.1987;548.33;561.37;60.26;62.15;62.18;58.02;493.64;50.09
17.12.1987;550.8;563.42;60.73;62.41;62.5;58.66;506.54;51.19
18.12.1987;548.38;556.64;60.44;61.62;61.71;58.77;502.83;50.91
21.12.1987;558.51;563;61.36;62.21;62.37;59.94;506.6;51.27
22.12.1987;560.09;565.5;61.5;62.46;62.63;60;505.65;51.18
23.12.1987;564.39;567.2;61.83;62.6;62.74;60.47;503.5;50.89
24.12.1987;571.24;572.24;62.59;63.06;63.21;61.47;504.51;51.03
25.12.1987;571.24;572.24;62.57;63.03;63.18;61.47;504.51;51.03
28.12.1987;572.07;565.52;62.77;62.52;62.73;62.23;507.16;51.38
29.12.1987;558.62;560.66;61.37;61.93;62.15;60.18;500.95;50.87
30.12.1987;564.96;564.98;62.14;62.37;62.56;61.22;505.54;51.27
31.12.1987;565.9;570.66;62.26;63.02;63.26;60.91;511.24;51.88
01.01.1988;565.9;570.83;62.27;63.04;63.28;60.91;511.24;51.88
04.01.1988;559.89;553.54;61.61;61.2;61.45;61.21;505;51.27
05.01.1988;564.33;561.8;61.91;61.8;62.11;61.26;514.48;51.82
06.01.1988;561;559.21;61.36;61.48;61.84;60.53;510.21;51.46
07.01.1988;565.3;565.36;61.88;62.18;62.48;60.9;521.25;52.62
08.01.1988;563.59;567.14;61.6;62.22;62.53;60.36;515.36;52.19
11.01.1988;553.8;551.81;60.81;60.86;61.07;60.04;507.75;51.57
12.01.1988;549.45;550.99;60.51;60.83;61.11;59.54;510.81;51.68
13.01.1988;547.03;543.83;60.1;60.06;60.3;59.43;506.93;51.41
14.01.1988;546.9;544.33;60.05;59.99;60.21;59.39;504.31;51.18
15.01.1988;543.48;535.36;59.54;58.9;59.11;59.36;497.87;50.46
18.01.1988;549.14;546.52;60.09;60.06;60.33;59.41;505.56;51.2
19.01.1988;540.81;536.78;59.49;59.29;59.64;58.95;506.94;51.34
20.01.1988;539.34;533.47;59.41;58.99;59.41;59.05;512.28;51.89
21.01.1988;536.14;528.72;59.07;58.32;58.81;58.98;513.56;52
22.01.1988;538.29;528.35;59.21;58.21;58.78;59.33;520.78;52.54
25.01.1988;533.82;525.14;58.78;57.88;58.51;58.82;523.78;52.88
26.01.1988;535.86;529.6;59;58.25;58.84;58.91;529.37;53.32
27.01.1988;536.86;528.92;59.07;58.15;58.72;59.13;526.03;53.08
28.01.1988;538.78;525.89;59.21;57.72;58.38;59.73;529.45;53.41
29.01.1988;537.47;524.49;59.05;57.51;58.23;59.61;535.65;53.92
01.02.1988;534.83;525.52;58.66;57.49;58.24;58.92;532.33;53.62
02.02.1988;536.23;528.27;58.88;57.73;58.46;59.13;530.81;53.58
03.02.1988;535.84;531.58;58.89;57.95;58.68;58.96;536.69;53.95
04.02.1988;538.07;537.43;59.03;58.35;59.07;58.89;541.1;54.26
05.02.1988;533.12;536.52;58.54;58.32;59.07;58.04;544.13;54.41
08.02.1988;527.32;538.48;57.83;58.38;59.13;56.69;543.2;54.36
09.02.1988;524.31;532.93;57.54;57.83;58.53;56.62;537.2;53.77
10.02.1988;533.77;540.48;58.37;58.56;59.21;57.53;542.99;54.23
11.02.1988;541.14;551.84;59.04;59.64;60.24;57.86;548.92;54.79
12.02.1988;538.09;550.27;58.71;59.41;59.94;57.44;543.53;54.26
15.02.1988;542.84;558.16;59.31;60.32;60.86;57.78;548.63;54.79
16.02.1988;544.09;561.22;59.52;60.65;61.2;57.9;550.38;55.06
17.02.1988;549.09;567.95;60.09;61.39;61.85;58.33;548.98;55.01
18.02.1988;545.29;566.62;59.79;61.4;61.82;57.77;543.26;54.6
19.02.1988;544.45;567.96;59.95;61.67;62.05;57.84;543.07;54.59
22.02.1988;552.81;576.88;60.85;62.59;62.92;58.71;550.04;55.21
23.02.1988;555.66;579.91;61.24;62.98;63.3;59.09;551.34;55.38
24.02.1988;556.13;581.54;61.39;63.22;63.48;59.17;543.13;54.74
25.02.1988;566.35;589.86;62.42;64.06;64.36;60.34;549.68;55.33
26.02.1988;558.82;583.19;61.82;63.52;63.83;59.7;548.66;55.18
29.02.1988;560.42;585.99;62;63.92;64.13;59.68;550.28;55.25
01.03.1988;564.96;593.27;62.67;64.67;64.91;60.3;555.53;55.68
02.03.1988;566.64;589.45;62.84;64.24;64.61;60.95;557.75;56
03.03.1988;565.97;587.97;62.76;64.04;64.46;60.97;559.62;56.26
04.03.1988;567.55;585.65;63.19;63.95;64.41;61.84;563.31;56.57
07.03.1988;574.1;590.81;64.08;64.51;65.07;62.99;570.76;57.31
08.03.1988;580.34;596.5;64.69;65.15;65.59;63.56;568.78;57.17
09.03.1988;582.84;599.22;64.98;65.47;65.93;63.83;572.96;57.47
10.03.1988;586.65;600.28;65.37;65.59;66.13;64.43;584.05;58.42
11.03.1988;584.19;598.3;65.04;65.37;65.87;64.02;584.98;58.59
14.03.1988;583.47;597.27;64.94;65.23;65.72;63.95;580.73;58.3
15.03.1988;589.72;600.26;65.64;65.65;66.15;64.87;584.94;58.58
16.03.1988;586.97;604.15;65.43;66.09;66.48;64.13;582.18;58.36
17.03.1988;583.39;601.3;65.09;65.82;66.15;63.74;576.05;57.8
18.03.1988;590.33;608.29;65.74;66.56;66.85;64.29;579.25;58.1
21.03.1988;587.02;607.13;65.37;66.35;66.56;63.8;578.5;58.05
22.03.1988;583;600;64.98;65.56;65.81;63.75;573.82;57.63
23.03.1988;584.49;603.05;65.2;65.96;66.21;63.82;578.43;58.05
24.03.1988;578.07;602.88;64.65;66.11;66.4;62.69;583.01;58.52
25.03.1988;569.13;594.16;63.82;65.3;65.48;61.85;572.74;57.7
28.03.1988;563.3;585.14;63.16;64.26;64.34;61.53;567.68;57.32
29.03.1988;572.15;593.54;64.1;65.04;65.2;62.58;572.55;57.69
30.03.1988;570.43;594.1;64.01;65.09;65.27;62.38;576.97;58.15
31.03.1988;571.14;594.87;64.14;65.35;65.5;62.4;578.56;58.5
01.04.1988;571.82;595.31;64.19;65.38;65.54;62.47;579;58.53
04.04.1988;572.71;594.8;64.3;65.46;65.63;62.59;580.06;58.67
05.04.1988;566.78;588.64;63.61;64.77;64.98;61.91;577.48;58.32
06.04.1988;571.51;593.06;64.06;65.18;65.44;62.38;585.16;59
07.04.1988;572.83;594.01;64.17;65.25;65.52;62.53;590.79;59.42
08.04.1988;578.96;596.74;64.75;65.46;65.72;63.41;595.01;59.85
11.04.1988;583.79;599.23;65.08;65.74;66;63.8;601.23;60.3
12.04.1988;582.59;601.94;65.04;66.01;66.21;63.48;602.51;60.42
13.04.1988;580.84;602.08;64.96;65.99;66.23;63.36;603.73;60.47
14.04.1988;584.26;608.25;65.64;66.82;67.09;63.91;610.16;61.07
15.04.1988;581.58;600.86;65.2;65.91;66.14;63.86;589.76;59.18
18.04.1988;587.03;605.17;65.73;66.26;66.43;64.53;588.25;59.01
19.04.1988;586.7;603.73;65.63;66.02;66.12;64.56;584.9;58.58
20.04.1988;582.3;599.87;65.25;65.69;65.83;64.14;586.13;58.78
21.04.1988;583.12;598.23;65.31;65.51;65.66;64.4;587.81;58.91
22.04.1988;577.87;596.65;64.78;65.38;65.43;63.54;585.69;58.75
25.04.1988;573.92;593.74;64.51;65.11;65.21;63.26;591.18;59.05
26.04.1988;578.27;595.77;65.08;65.39;65.53;64.08;598.63;59.74
27.04.1988;577.75;594.48;65.18;65.35;65.59;64.3;604.51;60.31
28.04.1988;577.64;596.78;65.26;65.59;65.8;64.24;601.93;60.11
29.04.1988;575.92;592.12;65.09;65.2;65.38;64.26;598.98;59.9
02.05.1988;573.01;589.19;64.82;64.95;65.13;63.97;599.09;59.91
03.05.1988;574.4;588.3;64.88;64.87;65.1;64.16;605.03;60.38
04.05.1988;572.43;590.33;64.71;65.09;65.27;63.66;601.23;60.16
05.05.1988;569.37;588.98;64.52;65.02;65.11;63.37;594;59.53
06.05.1988;569.98;586.54;64.56;64.79;64.86;63.64;593.36;59.4
09.05.1988;569.22;582.03;64.62;64.51;64.61;63.98;594.72;59.52
10.05.1988;568.46;580;64.5;64.27;64.41;63.95;594.91;59.57
