Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
01.10.2002;152.62;199.49;106.18;153.18;104.3;152.47;144.74;102.23;122.5;141.12
02.10.2002;153.74;204.11;107.76;158.24;104.58;153.88;148.44;105.53;127.07;141.23
03.10.2002;153.37;203.05;105.74;154.55;103.55;153.34;145.35;103.82;123.55;139.64
04.10.2002;151.14;200.47;104.59;147.31;101.47;148.77;143.13;101.44;116.61;135.27
07.10.2002;148.38;198.29;102.11;146.56;100.12;147.02;142.04;98.65;115.53;133.91
08.10.2002;146.4;192.33;99.69;143.64;99.15;143.77;138.1;95.7;113.29;132.56
09.10.2002;146.9;190.08;100.89;145.38;98.17;145.05;136.43;96.66;113.39;131.73
10.10.2002;148.65;193.38;101.97;150.11;98.32;147.81;139.47;98.87;118.75;133.49
11.10.2002;156.25;200.35;107.44;160.35;103.06;155.78;145.39;104.34;126.9;139.08
14.10.2002;153.99;198.64;105.89;158.29;102.04;154.5;143.7;103.35;125.29;138.36
15.10.2002;160.81;204.62;111.34;169.95;106.99;161.76;149.9;109.71;135.26;144.1
16.10.2002;161.02;201.83;110.81;168.06;106.86;162.49;147.85;109.22;134.27;144.48
17.10.2002;165.86;202.8;113.23;173.18;109.31;166.39;150.78;112.58;138.04;148.3
18.10.2002;165.8;201.48;113.08;172.11;109.25;167.51;151;112.91;138.11;147.55
21.10.2002;163.86;203.37;113.4;173.46;109.51;165.47;153.42;113.18;139.55;148.67
22.10.2002;163.23;204.54;114.23;173.9;106.61;163.58;153.98;113.15;139.5;145.57
23.10.2002;158.17;199.85;111.5;166.03;104.07;156.38;149.19;109.58;132.13;141.71
24.10.2002;161.45;201.94;112.97;170.52;105.84;159.64;151.65;110.7;135.21;143.54
25.10.2002;158.03;201.46;111.93;169.42;104.62;155.96;150.98;109.47;134.77;141.42
28.10.2002;160.9;203.15;114.91;173.89;106.35;160.07;153.94;113.28;139.67;143.76
29.10.2002;155.25;196.21;111.6;167.03;102.97;154.44;147.43;109.03;133.68;138.64
30.10.2002;158.17;201.6;112.99;170.83;105.13;157.52;151.25;111.26;136.61;142.5
31.10.2002;160.34;204.98;115.52;174.76;107.5;160.11;154.68;114.14;140.43;147.18
01.11.2002;159.36;205.69;115.1;172.91;106.15;158.86;155.1;113.91;139.49;146.45
04.11.2002;164.75;209.12;119.14;181.61;110.89;164.9;158.15;118.43;146.7;154.7
05.11.2002;165.98;208.76;119.19;185.41;111.37;165.67;158.1;118.96;149.81;156.01
06.11.2002;165.83;205.59;118.06;182.55;110.66;165.19;155.68;117.01;147.96;153.96
07.11.2002;165.33;204.35;117.63;179.44;110.88;162.87;153.03;115.62;143.33;153.28
08.11.2002;164.43;203.05;116.95;177.08;110.17;162.47;151.13;115.37;141.27;152.24
11.11.2002;162.58;203.02;115.83;174.68;108.52;161.48;150.52;114.47;139.03;150.23
12.11.2002;165.47;205.1;116.57;175.57;109.75;164.06;151.69;114.1;139.54;152.65
13.11.2002;162.58;201.22;115.13;172.91;108.66;161.53;149.65;112.68;137.68;151.28
14.11.2002;164.64;204.23;116.35;176.6;109.28;165.46;152.54;114.93;143.14;154.03
15.11.2002;164.57;205.93;117.52;178.86;110.37;165.69;153.57;115.58;144.55;155.26
18.11.2002;166.93;204.98;118.69;181.17;111.45;168.78;153.88;116.3;147.01;156.56
19.11.2002;165.27;203.97;117.14;178.89;110.43;166.52;153.43;114.96;145.01;155.27
20.11.2002;163.84;203.32;116.02;179.57;110.24;164.9;152.32;114.33;145.26;154.35
21.11.2002;168.08;206.49;120.37;186.62;112.3;168.61;156.74;119.37;151.37;157.53
22.11.2002;169.1;205.25;120.53;188.13;113.54;169.91;157.37;119.61;152.39;158.55
25.11.2002;167.92;201.8;119.01;186.27;112.65;170.32;154.92;118.82;152.57;157.81
26.11.2002;164.48;199.2;117.25;181.73;111.55;167.47;152.61;117.44;148.11;156.59
27.11.2002;168.03;202.56;119.45;185.31;113.17;172.79;156.31;120.47;152.34;158.15
28.11.2002;170.35;203.12;121.5;188.04;115.22;174.86;157.87;122.65;153.82;159.6
29.11.2002;173.18;201.98;121.63;188.63;117.18;177.03;157.64;122.68;154.28;163.42
02.12.2002;175.89;201.14;121.35;189.26;117.14;180.43;156.58;122.87;155.22;163.78
03.12.2002;172.02;198.64;118.71;183.9;115.31;175.68;153.51;118.86;150.32;160.93
04.12.2002;171.3;201.49;118.46;181.91;114.43;175.56;154.69;119.34;149.82;159.89
05.12.2002;169.46;199.5;117.83;179.25;112.76;172.19;151.37;117.59;146.64;158.09
06.12.2002;169.71;200.5;117.29;179.76;112.72;173.76;152.86;117.32;147.69;158.02
09.12.2002;166.9;197.91;115.27;174.42;111.57;170.73;149.8;114.78;143.16;156.4
10.12.2002;166.67;199.19;114.78;175.23;110.92;172.38;151.52;114.97;145.25;155.51
11.12.2002;167.9;200.12;116.82;177.89;111.31;173.35;153.01;116.57;147.82;156.39
12.12.2002;167.39;199.69;116.39;176.28;109.94;171.98;151.79;116.06;146.66;156.34
13.12.2002;165.63;199.04;114.61;173.56;109.28;169.1;149.57;113.77;144.5;154.13
16.12.2002;169.32;202.49;117.13;180.54;110.83;173.21;152.5;117.12;150.93;156.48
17.12.2002;169.57;199.76;115.15;179.23;110.2;173.74;150.62;114.9;150.66;155.84
18.12.2002;166.11;196.01;113.15;175.49;108.38;169.88;146.14;113.55;147.24;152
19.12.2002;164.32;197.38;113.52;173.35;108.25;165.58;146.82;112.8;144.24;151.55
20.12.2002;167.01;199.55;114.2;175.2;108.96;169.23;149.17;113.66;145.76;153.24
23.12.2002;166.11;199.33;113.84;175.5;108.01;167.39;148.79;113.67;146.24;151.97
27.12.2002;164.48;197.53;112.28;172.38;107.68;164.59;147.26;112.49;143.99;152.62
30.12.2002;167.48;201.49;114.3;174.59;108.34;167.97;149.85;113.8;145.45;152.73
02.01.2003;172.57;205.32;117.49;179.81;110.74;175.73;154.94;118.38;151.57;157.29
03.01.2003;173.33;207.08;118.12;182.56;112.85;175.74;154.36;119.64;152.23;160.16
06.01.2003;175.27;207.55;118.67;182.49;113.74;179.48;155.63;120.53;153.32;161.39
07.01.2003;172.81;205.09;117.04;179.34;112.6;175.66;153.88;118.24;150.9;158.99
08.01.2003;170.6;204.12;115.74;178.64;111.49;172.78;151.22;117.49;149.89;158.03
09.01.2003;170.03;203.87;116.54;179.95;111.67;172.31;151.85;119.3;151.89;158.78
10.01.2003;170.71;204.35;116.79;181.85;112.83;172.38;153.26;118.71;153.06;160.01
13.01.2003;171.54;203.77;115.77;182.49;112.76;173.01;153.56;118.26;154.31;159.83
14.01.2003;172.67;204.74;115.93;183.61;113.09;174.79;153.69;118.82;155.18;160.37
15.01.2003;170.17;200.39;113.36;180.93;111.63;172.78;150.79;116.32;153.38;158.33
16.01.2003;171.58;201.2;114.4;181.09;112.79;175.42;151.8;117.27;154.11;160.72
17.01.2003;169.27;198.59;112.99;176.35;111.94;171.15;148.4;114.69;148.7;159.61
20.01.2003;169.04;197.84;112.33;173.99;111.57;171.27;148.25;113.89;147.06;159.54
21.01.2003;167.4;196.87;111.21;172.11;111.1;169.19;147.86;112.25;145.24;158.97
22.01.2003;163;193.49;109.74;168.23;109.12;164.36;144.92;110.41;142.05;155.89
23.01.2003;162.77;190.91;109.26;168.26;107.79;164.91;143.35;110.41;142.84;153.88
24.01.2003;160.88;192.69;109.7;168.52;107.81;162.42;144.1;110.74;142.29;154.6
27.01.2003;154.86;188.18;105.95;162.8;104.33;155.58;140.89;107.35;137.25;150.16
28.01.2003;155.56;188.38;106.32;161.6;104.16;154.64;140.78;107.37;136.31;150.08
29.01.2003;153.98;187.67;106.17;160.91;102.99;154.08;141.53;108.55;136.29;148.77
30.01.2003;154.73;190.04;109.79;164.99;104.44;153.28;143.35;111.49;139.08;149.8
31.01.2003;154.55;192.35;109.34;163.75;104.47;154.29;145.25;111.2;139;150.61
03.02.2003;157.62;193.5;111.79;168.84;106.27;155.86;145.92;112.63;141.66;153.5
04.02.2003;156.11;189.86;108.92;164.41;104.34;153.65;143.01;109.18;137.44;150.73
05.02.2003;158.57;191.31;109.73;167.3;104.72;155;144.58;109.26;139.68;150.73
06.02.2003;156.31;187.6;108.77;164.18;103.73;152.84;141.91;108.95;137.77;150.74
07.02.2003;154.96;184.91;107.62;163.13;102.45;150.98;139.28;107.24;136;148.23
10.02.2003;153.9;182.61;106.32;159.29;100.91;149.02;137.06;105.97;132.85;146.34
11.02.2003;154.9;185.3;107.75;163.79;102.05;150.77;139.65;108;137.19;149.39
12.02.2003;151.97;180.15;104.97;161.13;100.92;147.3;135.7;104.45;133.78;148.59
13.02.2003;151.52;181.85;104.75;164.46;101.37;147.4;136.85;104.81;136.25;149.44
14.02.2003;151.94;185.09;105.07;166.45;100.95;149.74;140.19;106.11;140.55;149.93
17.02.2003;154.79;186.97;106.33;169.75;102.35;152.78;141.2;107.78;143.04;150.78
