,StartDate,EndDate,Date,const,szgrowth(-1)+,szgrowth(-1),const-p,szgrowth(-1)+p,szgrowth(-1)p,rsquared,rsquared_adj
98,2014-04-01,2015-09-01,2015-01-01,-0.5365687160135817,0.03742442496371763,-0.03612143971702992,0.0003777545550891388,0.18726905886331136,0.0839977446155182,0.20078304190731178,0.09422078082828667
99,2014-05-01,2015-10-01,2015-02-01,-0.5898414857918022,0.04661917713287313,-0.04135764815550975,7.640443700319922e-05,0.08122154405337051,0.03389288106289089,0.2750544548109475,0.17839504878574053
100,2014-06-01,2015-11-01,2015-03-01,-0.6396224678029088,0.05856927558864522,-0.045518958508409146,6.26913512294789e-05,0.03794011899205587,0.023370553062475284,0.29810148279613036,0.20451501383561443
101,2014-07-01,2015-12-01,2015-04-01,-0.6041511620921727,0.05325449438984651,-0.042308288485317175,0.0002414315400846242,0.07461865228706466,0.045285435606687525,0.2418410437160461,0.1407531828781856
102,2014-08-01,2016-01-01,2015-05-01,-0.5019319719139667,0.037137174228310296,-0.033055962327203106,0.0018436714963062672,0.2216100720365545,0.12091238816657258,0.16418414840276863,0.05274203485647111
103,2014-09-01,2016-02-01,2015-06-01,-0.4409612989419227,0.026926989853576656,-0.023413390146761647,0.0011261546830696662,0.19280448147184667,0.06409593095742515,0.22718430640900467,0.1241422139302053
104,2014-10-01,2016-03-01,2015-07-01,-0.26534661395785597,0.00354069821929277,-0.012845683356950827,0.020448144708586066,0.8502200677088452,0.2591697737740023,0.20388201161864716,0.09773294650113351
105,2014-11-01,2016-04-01,2015-08-01,-0.20396621574413892,0.00418478502193124,-0.00872301812052089,0.08243705021697334,0.8317269733703013,0.4633905964304663,0.08004163784954565,-0.04261947710384817
106,2014-12-01,2016-05-01,2015-09-01,-0.08506232590897744,-0.010775443592830142,-0.0015206961303312581,0.4261908887646526,0.5673325468059867,0.8931802453328647,0.11825387559088363,0.0006877256696681266
107,2015-01-01,2016-06-01,2015-10-01,-0.042413369043201726,-0.014262740030397653,0.0012562310251596643,0.667722064443327,0.43081322808295697,0.9089920096034169,0.11185203265757881,-0.006567696321410743
108,2015-02-01,2016-07-01,2015-11-01,-0.0465026483801621,-0.006490203635004881,0.0009706402998319024,0.6076923231925506,0.723003859520151,0.9250809695565914,0.016074058877771025,-0.11511606660519291
109,2015-03-01,2016-08-01,2015-12-01,0.06692458785022981,-0.022450311543209846,0.008423669680556311,0.4379685361333363,0.2064960939212454,0.38992782707052653,0.10959494711530304,-0.009125726602656536
110,2015-04-01,2016-09-01,2016-01-01,0.16320177046824036,-0.032812718910542625,0.015076183641526455,0.13256079359843825,0.13467163973605353,0.21325582138490712,0.14290464771175193,0.028625267406652166
111,2015-05-01,2016-10-01,2016-02-01,0.21366867347763974,-0.03329822622473733,0.017137898474372054,0.062256410074245885,0.1661620852100874,0.18775800891500957,0.13110420046230908,0.015251427190617006
