,StartDate,EndDate,HP-HP(-1),HP-SZ(-1),HP-HP(-2),HP-SZ(-2),SZ-HP(-1),SZ-SZ(-1),SZ-HP(-2),SZ-SZ(-2),HP-const-p,SZ-const-p,HP-HP(-1)-p,SZ-HP(-1)-p,HP-SZ(-1)-p,SZ-SZ(-1)-p,HP-HP(-2)-p,SZ-HP(-2)-p,HP-SZ(-2)-p,SZ-SZ(-2)-p
0,2006-01-01,2007-06-01,0.6135016039147722,0.01154427424660458,27.110235556398656,0.3488767851229903,0.05391646851523644,-0.004608885740978799,-24.64914698679496,-0.8282060114235044,0.18286914068351823,0.19445719811960238,0.045066803458890164,0.017402963317202248,0.06307149218557095,0.13145208067042127,0.8696478083397718,0.043936549220470925,0.506746689805115,0.0013565305952959266
1,2006-02-01,2007-07-01,0.4484519734590093,0.006091692623815247,19.191160281027926,0.08220794425063636,0.404402139935695,-0.004477534639336404,-7.318262777267923,-0.8267763945362306,0.3944320713949202,0.5310409345411085,0.18210594672150493,0.15525030112785296,0.32261884759431103,0.7397164212307576,0.1633237516697561,0.5300826530062236,0.5688819672637948,0.008836812003935952
2,2006-03-01,2007-08-01,0.3423160115333673,0.005190560123125382,12.430691129524682,0.054316664664997814,0.42650324915769655,-0.0019833248349501826,-4.933976038337909,-0.6259008801389111,0.262189001774377,0.4252664940523109,0.2354391163070204,0.29892109905282394,0.40299269132539994,0.8328945436221957,0.1383594725471384,0.6793695996566722,0.7487432933464175,0.014810316799403344
3,2006-04-01,2007-09-01,0.30015393839162285,0.006539727636807292,12.47333712026968,0.057979254978269196,0.5658909098268005,-0.00013804320352699416,-3.3581444280193544,-0.599293341616899,0.5618143157133859,0.5628969771425527,0.3179816961302919,0.2925196954157844,0.3050271034923161,0.8175799315515971,0.04408770438150246,0.7618609859265737,0.9829103734930308,0.01833673592048245
4,2006-05-01,2007-10-01,0.32688471923251694,0.005878566800379367,11.43904394732928,0.09769599131202533,0.5825304630988571,-0.00028977689783402235,-4.946344810790296,-0.5836888540527373,0.6704095490454696,0.3993777682420041,0.21221322258893804,0.2620012900933062,0.3501396935317792,0.689922229051418,0.04232120890894476,0.6577935609480474,0.9641415106597131,0.019979725291417033
5,2006-06-01,2007-11-01,0.3440470573682187,0.0062571772306941435,12.016174605357055,0.10619225311723528,0.1570363809109608,0.005162999675912364,-20.012828977951372,-0.38641164855070614,0.16124489144886078,0.08527884644606779,0.3315204748645072,0.3597854518028233,0.4680561996942202,0.7394869563962799,0.6554180700653152,0.12463463953345974,0.5548620675017725,0.23274451543301167
6,2006-07-01,2007-12-01,0.5187519006206089,0.011050516258617584,6.244283638768618,-0.0613139856763172,-0.057608662493722644,0.004002818230811103,-14.690745764863427,-0.3929987486536314,0.21747381453849546,0.05436656820241113,0.13874485012189317,0.611263630104468,0.18436919198559742,0.8336164444100677,0.8638692764765192,0.21239926382506202,0.6705967805930831,0.23364526556163
7,2006-08-01,2008-01-01,0.5140884505516758,0.010480979001743449,17.21403905648148,-0.1958613430132055,-0.08501843614776378,0.003693243099875308,-18.357279304946875,-0.060000674220755265,0.1453753391624911,0.40774494928440796,0.10827485327520937,0.21724300698484933,0.19559396893151226,0.5789422375189943,0.7976074527122581,0.2039042079053972,0.6610632731663182,0.8701739076661382
8,2006-09-01,2008-02-01,0.5303222518974207,0.010039950299721384,15.692778187896383,-0.03138915865476187,-0.09088683757210379,0.003689634474291607,-10.916952425480257,-0.1037876460726885,0.10036083987030038,0.786210760216631,0.10112652178621073,0.2844455387414093,0.15162033618466833,0.9212102354710668,0.7441826717051488,0.3871279524537058,0.6586185397371133,0.7839150870680621
9,2006-10-01,2008-03-01,0.5011572148637822,0.010460802298363096,11.612800336534386,0.034726189957260574,-0.02767120057717067,0.005324938874526795,-2.8522203354580165,0.15630915811573862,0.16918788944822438,0.6850730650088988,0.12091956701741642,0.4671425296809253,0.13420848766611781,0.9198709542568391,0.9233465664629751,0.8409581483438461,0.4811336454468109,0.6756483986334685
10,2006-11-01,2008-04-01,0.5026910125605532,0.010227312941957936,10.593591065175767,-0.13705519226576426,-0.08185207941522381,0.005301751078378658,0.28799202131722423,0.15050572580915034,0.08105878712623762,0.50741513272484,0.1130302613879158,0.4536910750875536,0.11571933513266193,0.6362533708258205,0.7738504008725389,0.9819032678252041,0.47497802889977625,0.649099508487321
11,2006-12-01,2008-05-01,0.35865271795377185,0.013458336703964674,15.403422660331982,-0.2750579423100591,-0.03983360767970237,0.00909545815698884,-0.004331380985927097,0.06941772793183847,0.07602634197273489,0.3722768092688322,0.3366263587352035,0.3514170571770381,0.11362893398358073,0.4653031306886557,0.8860546429688196,0.9997192620325077,0.24381030667066672,0.840802991806107
12,2007-01-01,2008-06-01,0.3157627897910788,0.015710583844725026,20.94245122373101,-0.34026169869874373,-0.10638470174495977,0.013461662440109639,2.4255927342412646,-0.10400313648650013,0.03946318319690963,0.18055776577548288,0.38076844439347546,0.23369006818481475,0.06795165475393651,0.4179989903728264,0.7032947297684036,0.8587964140664418,0.1368281736463525,0.8138447038525886
13,2007-02-01,2008-07-01,0.33938668509776015,0.015159356492532068,21.96258497979228,-0.3698681827385652,-0.12181333008953327,0.013027577666503865,1.873051543373821,-0.12484307145529358,0.0340467537021,0.15123616943775606,0.2916509815765985,0.18593064355500777,0.03533688748553835,0.31960806889200233,0.6349797663763913,0.887482031069124,0.10783418370569503,0.7651791243075744
14,2007-03-01,2008-08-01,0.34840638690245984,0.014535005907248887,15.915202180233608,-0.3756354281389271,-0.1201527421667874,0.01433376580715527,5.549812538431737,-0.05937076042398302,0.04511626122257572,0.12185669642727591,0.3045757892621137,0.3167928788054344,0.045867587051480606,0.27071490344554683,0.653264341865837,0.6578254505927666,0.077948664583477,0.8761526771545868
15,2007-04-01,2008-09-01,0.4289855065411977,0.012576304664520184,17.229028766322113,-0.49593856458697577,-0.11223431221604392,0.012100539034445934,4.001948253840292,-0.0927295748175684,0.06535294734121579,0.07854902189718982,0.19843972090212758,0.25668446640477416,0.1155801824509651,0.17295745701869303,0.6729311465146488,0.7409817567688008,0.12613490927681092,0.7968644541637219
16,2007-05-01,2008-10-01,0.4701502945072292,0.01347555119527075,18.86707116580813,-0.4738888025169638,-0.12333945103413933,0.015082242410946505,4.541725286863127,0.019854312293944375,0.053057253904338283,0.053988882555949844,0.14579947150960734,0.21731848591216818,0.08294004006285752,0.19749024654933756,0.6277527331910764,0.7058906659240187,0.060221334940292054,0.9583022381269677
17,2007-06-01,2008-11-01,0.46450171634525494,0.0204869330254395,18.35481283576914,-0.4847777289434357,-0.3415577064136473,0.01774794986448972,-0.046220338345447524,0.06408433647814703,0.002374498531602584,0.12819476332149815,0.06719845776947937,0.2369040656078858,0.0008176014452990404,0.19529689026479335,0.10972374018692438,0.997175923537305,0.0052643518140058215,0.8691271497065942
18,2007-07-01,2008-12-01,0.8605493150423207,0.010919593944308267,-6.7831797646875325,-0.24313931404760292,-0.38527341036133494,0.014678392337363538,5.964720025401207,0.39565048480667875,0.2091691388354976,0.5197742054200198,0.00954364934734372,0.6142631145175861,0.13189813663437608,0.4079088620026132,0.19289206292760708,0.6189910505077418,0.1019376358868656,0.2768061035300553
19,2007-08-01,2009-01-01,1.0592604312413605,0.0023397006271147196,-8.827415348239626,-0.3099306929376257,-0.4203176738407611,0.00493047386895907,4.126362494518092,0.388366045840156,0.5318826142322979,0.40171100506321544,5.726598887700054e-06,0.390511834004466,0.705267091333446,0.2551030156773273,0.11088063833395498,0.7222057550386145,0.4057322095887833,0.1368563331501959
20,2007-09-01,2009-02-01,0.9966865504739699,-0.0015253004802702208,-19.959922038752538,-0.466647015655835,-0.2556557999461372,0.0017002956991272512,7.381437047459059,0.18956752947276406,0.7555247443612324,0.12089702503399295,0.00047130019503777984,0.041430083915443956,0.8171398167378914,0.03938956079765592,0.33053300049598433,0.41326928835609267,0.7996429248194422,0.4098981389035039
21,2007-10-01,2009-03-01,1.2388212965742194,0.014678910940285082,-23.19614081670573,-0.5394475879072456,-0.2124527093561599,0.016239673939315163,5.0798746228779414,0.17439113545505738,0.07317810617939682,0.17873884199786527,3.1715312619228194e-06,0.03284303870912839,0.05275935727879637,0.08167056150113086,0.34900564390631883,0.5838780945500561,0.015444509464304685,0.5246967884614393
22,2007-11-01,2009-04-01,0.8918552291011728,0.016948118989528818,-10.189614579834249,-0.5298941706535097,0.39774903734122213,0.023801871857853575,-14.58436762126087,0.01514946822715438,0.003324282080335505,0.16621443561347893,5.651018110538629e-07,0.2603098218820006,0.001815891673665741,0.05480973801937434,0.06771459752139919,0.187086765465176,2.9845960948523814e-05,0.9582670219746998
23,2007-12-01,2009-05-01,0.9829055189141434,0.013372290188254357,-9.282680174612423,-0.37902323679043565,0.21694003322615016,0.022611635787276124,-11.344979270718445,0.20007197025948864,0.0026063981669404487,0.42486078056279997,1.015372701731477e-08,0.36145246162531075,0.006376561116876207,0.19213681907226698,0.3321043306563952,0.39219877121018465,2.2021249221549e-07,0.43928164849959417
24,2008-01-01,2009-06-01,0.876119409527649,0.01124681714838689,-0.05780363838502932,-0.2533655856281774,0.2428928427914766,0.020854967233839675,-14.649599771313724,0.33921396667705994,0.018501472841761332,0.9393731166150631,2.0936322919366623e-06,0.9959831839080939,0.0400154974422022,0.456824456423917,0.342586718097739,0.3572278506003107,8.67814140387505e-06,0.2445961345034221
25,2008-02-01,2009-07-01,0.9122085456645522,0.0065691338249695835,-2.3049405551630104,0.08938119291663063,0.05909933374100255,0.018308978339131966,-1.4155452751498985,0.5108176825203379,0.08128573139562732,0.4553642183324126,2.528388891314846e-06,0.8493219552253483,0.15037845022356636,0.7545398461678273,0.7942549241226464,0.9205003340172678,3.582674679534774e-05,0.06542666846173754
26,2008-03-01,2009-08-01,0.923722394010374,0.006324544618853622,-0.30084610360036984,-0.08129614051034029,-0.02729383615478911,0.016330207183433306,-11.601395939764677,0.28875687009226214,0.19319701290057156,0.9374618565644854,1.178778282231713e-06,0.9823481561130976,0.1399324415089145,0.7908147809738166,0.8956389126640574,0.4356933130590863,4.95910893576513e-05,0.3158347771138076
27,2008-04-01,2009-09-01,0.862125266513489,0.006168680583039229,-0.13221639973451102,-0.1471800468699073,-0.002860605042521655,0.01831072623996992,-11.315968331759816,0.37186046754589785,0.26869986997350315,0.9250292405549323,1.1525017851814963e-06,0.9922772953292117,0.0941447841438991,0.6042718516964258,0.9882554091017863,0.4498726380893957,4.16682603400983e-06,0.22512564789392653
28,2008-05-01,2009-10-01,0.8955648109587795,0.007205049205270299,0.3229488101088231,-0.07509524435468352,0.028344067883740852,0.015965177207306277,-4.935988097686617,0.2514465546221944,0.22924938830510877,0.5312721050138862,3.572006808494739e-06,0.9811241898221903,0.06835394984353749,0.7879943537038978,0.8953822120666289,0.7458157376540258,6.910602615607947e-05,0.37497595361698066
29,2008-06-01,2009-11-01,0.8572211088770516,0.008435318940215705,-1.725190611501123,-0.011826443485834373,0.09247073523973307,0.01676757790751154,-1.414539935227661,0.29441322845799694,0.2227532513139462,0.5067982701823931,1.0876086474256708e-05,0.8997253499776823,0.047934710494377496,0.9685154476578473,0.6520649540801603,0.921795355572097,3.2826950009298707e-05,0.2993307769293295
