,StartDate,EndDate,const,szgrowth,szgrowth(-1),const-p,szgrowth-p,szgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,0.6320820165506633,0.002628459877792786,-0.0049200891173321135,3.2733057367821664e-06,0.6976331141153814,0.4861948967496236,0.040722209018093425,-0.0871814964461608
1,2006-03-01,2007-08-01,0.6072144180721843,0.006259932233910685,-0.0001862939998312288,5.1962497893282906e-05,0.4431480764753497,0.9819859383297654,0.04005289064989448,-0.087940057263453
2,2006-04-01,2007-09-01,0.6397855894775719,0.003040940835685804,0.007853587114173576,0.0017081233876328245,0.8009379767470642,0.506296554993533,0.03595546731835131,-0.09258380370586838
3,2006-05-01,2007-10-01,0.6982327885528495,0.0017273111863030897,0.007467522714718761,0.0028053845460954047,0.9016074165325045,0.594202403110077,0.021426592249969012,-0.10904986211670176
4,2006-06-01,2007-11-01,0.759532160716937,-0.0036911109468306703,0.007781864998979465,0.0006754207668782586,0.7501559140444942,0.5849891381916166,0.025118539399471618,-0.10486565534726555
5,2006-07-01,2007-12-01,0.6829762727427433,-0.006301212196680188,0.019628870541577227,0.0006334547844808557,0.592894318508474,0.10734065198899181,0.17149835866740004,0.061031473156386684
6,2006-08-01,2008-01-01,0.6307890727947926,0.00013083006638919988,0.01793462984358418,0.0015464237585122605,0.9905531693427121,0.158810374840788,0.12804261351231472,0.011781628647290043
7,2006-09-01,2008-02-01,0.6088948046436271,0.0005632226658921508,0.020045427934121552,0.0012647047661411062,0.9593398030686775,0.08720699627224925,0.18444555930315287,0.07570496721023989
8,2006-10-01,2008-03-01,0.569152314860282,0.0053943325739349915,0.020518894677248243,0.0015218979297142224,0.5917997611197087,0.08531823952569757,0.21331172542375543,0.10841995548025618
9,2006-11-01,2008-04-01,0.5783936125592879,0.0053992231613128805,0.020537136101506634,0.0008625080551465188,0.5886068696122462,0.05291099186718971,0.2518362206573672,0.1520810500783495
10,2006-12-01,2008-05-01,0.5586381905925916,0.008310277866941168,0.019968398302230576,0.001124833273515569,0.4137724832350148,0.0626321858767027,0.25628151127466803,0.15711904611129046
11,2007-01-01,2008-06-01,0.5682496103374296,0.017418455840218065,0.02282122981507391,0.00023729966764645085,0.07359440096119836,0.021197744240448655,0.43464363210802825,0.3592627830557654
12,2007-02-01,2008-07-01,0.5960932579322735,0.01767048212014799,0.029455031587402127,4.0748681188369814e-05,0.04849810722477253,0.0027011733440031787,0.5560999018852222,0.4969132221365852
13,2007-03-01,2008-08-01,0.5697096409250892,0.020250549358822693,0.029233981840284348,0.0001010336995293428,0.02825075006192175,0.003982498244214261,0.5545880473185129,0.4951997869609812
14,2007-04-01,2008-09-01,0.5359754620210345,0.020886252376846645,0.03209882420500897,0.00031307542051190867,0.034562826464167244,0.0024354219696572327,0.571568679808883,0.5144445037834008
15,2007-05-01,2008-10-01,0.5752842565180423,0.02735435969018821,0.03440810743570904,0.0001341797483592192,0.005856397806163818,0.0010466848857223516,0.6447556661350695,0.5973897549530788
16,2007-06-01,2008-11-01,0.6222452531002554,0.028960101068436515,0.0450250775415488,4.349101503939361e-05,0.002465394850058094,4.8949018933201546e-05,0.7248970365005759,0.6882166413673194
17,2007-07-01,2008-12-01,0.5119085697213086,0.028099437831020903,0.03885351375789843,0.002137621828641457,0.01438718226905089,0.0016238022344918005,0.569911998509663,0.5125669316442847
18,2007-08-01,2009-01-01,0.4106318552629262,0.02067953474761233,0.0384019019220473,0.013587690956774826,0.08424233654784576,0.002667829035753675,0.5006306435293513,0.4340480626665981
19,2007-09-01,2009-02-01,0.3336205000844255,0.01702173687985732,0.03397851022593017,0.0636404418851953,0.21750035125019468,0.014688748142031239,0.34742316955566765,0.26041292549642336
20,2007-10-01,2009-03-01,0.15214344125935933,0.005868607487916067,0.020566458962554716,0.3324022584631334,0.61643102395069,0.10677857581492353,0.16410783589041067,0.05265554734246547
21,2007-11-01,2009-04-01,0.00485143227310713,-0.0027370588742489325,0.012266698981997098,0.9647091729683761,0.7465644309733996,0.15653040902139828,0.15595701259360928,0.04341794760609052
22,2007-12-01,2009-05-01,-0.0015927492534741731,0.00576322565470244,0.011053240054154432,0.9849292724363833,0.4021453422231247,0.11016821502683874,0.1770480472983912,0.06732112027151005
23,2008-01-01,2009-06-01,0.05219887345887087,0.009834169160306109,0.013764960320131876,0.562785310618098,0.1900383413058091,0.08002721362722137,0.2570826866497923,0.1580270448697646
24,2008-02-01,2009-07-01,0.08350261473221172,0.014070108160205201,0.01600642778136747,0.37257554721557995,0.08194763866910147,0.05314964605725756,0.3738270252808381,0.29033729531828323
25,2008-03-01,2009-08-01,0.11682703168594824,0.007635250891665226,0.023356946800003525,0.26634344669167126,0.3431633487264929,0.014245615281023185,0.363565860035604,0.2787079747070179
26,2008-04-01,2009-09-01,0.16490079408130137,0.009729156994415225,0.015594544990697852,0.18840636645711253,0.3369699869526531,0.11212658520710325,0.1967837886690199,0.0896882938248893
27,2008-05-01,2009-10-01,0.19551103992455438,0.011414251597834485,0.019080394094593733,0.14178914120717792,0.28871744913801584,0.08701453039289779,0.2352266876868514,0.13325691271176499
28,2008-06-01,2009-11-01,0.24607529793488195,0.013017361123680309,0.021737283233508455,0.08765644894465317,0.25970384629830956,0.06907410019483308,0.26666032810452844,0.16888170518513224
29,2008-07-01,2009-12-01,0.2988640792177867,0.014859259167421097,0.024876894766296252,0.06888033779628361,0.2937150374903428,0.06380157209485511,0.25664660652675597,0.1575328207303235
30,2008-08-01,2010-01-01,0.3265977394376465,0.011513735591833468,0.02772172570520983,0.05778073039087421,0.4189090210983677,0.06939619119384816,0.2302646181853446,0.12763323394339054
31,2008-09-01,2010-02-01,0.38337810582319876,0.008688621479190053,0.02557682628596347,0.030377256287211236,0.5620144060524653,0.08561438667540887,0.1984535513638167,0.09158069154565895
32,2008-10-01,2010-03-01,0.4473434464563702,0.006484226957060942,0.02117600876965152,0.013511856692812244,0.660833452644067,0.16041823550333006,0.13345975960886391,0.017921060890045748
33,2008-11-01,2010-04-01,0.5957185252171237,-0.012553974391472641,0.01625729816748647,0.002491286028907767,0.4776243907905884,0.27150088386081833,0.12784926173701983,0.011562496635289188
34,2008-12-01,2010-05-01,0.6537306624950829,-0.007375283216132324,0.0030775532266977806,0.000614894721530249,0.6324882913565051,0.8479752844575497,0.01823389888704552,-0.112668247928015
35,2009-01-01,2010-06-01,0.6496003378339328,-0.007008244771335055,0.01414900195098813,0.00016538228763530188,0.6073410471126266,0.31654062506293756,0.07786706452413183,-0.045083993539317246
36,2009-02-01,2010-07-01,0.6607688332852997,-0.0060545064696782246,0.01499341177211032,8.369987992365395e-05,0.6398275583510225,0.2567407563436713,0.09421211346196534,-0.026559604743105814
37,2009-03-01,2010-08-01,0.6590932143560693,-0.003631129293517119,0.014764504390244616,7.507896006080291e-05,0.7763946928243957,0.25740325793241847,0.08805354292930745,-0.03353931801345156
38,2009-04-01,2010-09-01,0.6658058709720486,0.0011692961658609606,0.015945270906272575,4.1323918616000044e-05,0.9283866735379603,0.20894073221384712,0.10371941207941004,-0.01578466631000186
39,2009-05-01,2010-10-01,0.6756457846956292,0.00030837465964899356,0.020736579166841677,2.3289025703214036e-05,0.9796902717440736,0.11414064985759084,0.1579768874311568,0.04570713908864443
40,2009-06-01,2010-11-01,0.6506942177794135,0.0032287584042984957,0.01655856453050809,6.008062185412189e-05,0.8003060005480209,0.20867569292718663,0.1045782557867031,-0.014811310108403086
41,2009-07-01,2010-12-01,0.6381817977312848,0.0033008331424186537,0.01733001123297936,6.741716704825093e-05,0.8069650817133798,0.1909391949975283,0.1116217740724964,-0.006828656051170778
42,2009-08-01,2011-01-01,0.6589015058408294,0.002634969595247727,0.01667224003959584,6.105471384576443e-05,0.8666536065978949,0.2530670733800773,0.08759048189293783,-0.034064120521337005
43,2009-09-01,2011-02-01,0.6450527058078799,0.006088478037180373,0.0150570054830724,7.767109271083176e-05,0.7524207480446226,0.32444834432318403,0.07005597573984368,-0.053936560828177216
44,2009-10-01,2011-03-01,0.5896294212278596,0.002291538185180783,0.027902827656196713,0.00014273284463318684,0.9040729213945917,0.1527355871292258,0.13478503378929585,0.01942303829453529
45,2009-11-01,2011-04-01,0.5567560125207656,-0.0019520618720986326,0.02601781111316711,0.00020057311311006602,0.9200258516604478,0.17622709523612992,0.11844362562057353,0.0009027757033166495
46,2009-12-01,2011-05-01,0.5049704584666967,-0.0046934395308504545,0.020249411353792386,0.00041123461381764603,0.8075947071366278,0.29469329585992715,0.0769980588898419,-0.04606886659151255
47,2010-01-01,2011-06-01,0.4243095396367943,-0.011274928886896116,0.010784242722988956,0.000428867821880574,0.4912315145878684,0.5070058402686819,0.06434368948509739,-0.06041048525022297
48,2010-02-01,2011-07-01,0.3745213984763489,-0.002945367716610338,0.007460547704657037,0.0010182472455873442,0.8609686891029651,0.6401059196974074,0.017361688575344814,-0.11365675294794242
49,2010-03-01,2011-08-01,0.34105497591712136,-0.002059650775755621,0.013301258119748041,0.0020912728352138065,0.9010697754411564,0.43178181420121764,0.04244271265241162,-0.08523159232726685
50,2010-04-01,2011-09-01,0.3022378386067656,-0.0009190859075572568,0.01329730992036608,0.004811714114534263,0.9529869275135987,0.4155257792279565,0.04466626285955633,-0.08271156875916952
51,2010-05-01,2011-10-01,0.2374013659648218,0.005805267362453435,0.012874062524312854,0.00626152340408401,0.6533847006937556,0.3207521260639872,0.07901298909452648,-0.04378527902620322
