,StartDate,EndDate,Date,const,szgrowth(-1)+,szgrowth(-1),const-p,szgrowth(-1)+p,szgrowth(-1)p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,2006-11-01,0.5855821329708466,0.045785794134356045,-0.045180272945386346,7.086308794456697e-06,0.22045127027496947,0.18198909206055583,0.1259572246366566,0.009418187921544141
1,2006-03-01,2007-08-01,2006-12-01,0.5761155165551026,0.05342528065287165,-0.04680382446834239,9.932010262722329e-05,0.24769602245029979,0.2622562071162201,0.088280070355503,-0.03328258693042985
2,2006-04-01,2007-09-01,2007-01-01,0.5652708623152936,0.06406418791726036,-0.048663713380466316,0.0042401223471257654,0.3434988905979206,0.4229829262031527,0.08978400961670407,-0.031578122434402056
3,2006-05-01,2007-10-01,2007-02-01,0.6243214910920767,0.05240393680433874,-0.03831200542881598,0.009092359327052778,0.5148274711744674,0.593134132407345,0.04862248894886323,-0.07822784585795506
4,2006-06-01,2007-11-01,2007-03-01,0.6671923119363395,0.04368588535729994,-0.031000536736085764,0.006159033025943673,0.5923963654305018,0.6706512248974754,0.0374838717162711,-0.09085161205489278
5,2006-07-01,2007-12-01,2007-04-01,0.7490388304164612,-0.02897847718668599,0.039058413345988405,0.0018390170019786248,0.46181287984056907,0.19367228295499742,0.1859668538853274,0.07742910107003775
6,2006-08-01,2008-01-01,2007-05-01,0.7547313197725737,-0.031764086028075435,0.03947531436522225,0.003287807467405817,0.4505212135849276,0.21111644348472555,0.16158512664074476,0.04979647685951072
7,2006-09-01,2008-02-01,2007-06-01,0.7921912326480858,-0.036874844241651286,0.04210859995817704,0.003209791957413785,0.3330362169092289,0.10510853975339676,0.23530807249018715,0.13334914882221216
8,2006-10-01,2008-03-01,2007-07-01,0.727593451177207,-0.028838219951470415,0.038838097739383674,0.0064863029737297455,0.4584290030771331,0.14691230276395267,0.2273980017477737,0.12438440198081024
9,2006-11-01,2008-04-01,2007-08-01,0.7490144993564155,-0.0261847380173695,0.03539904561203398,0.006601302730963087,0.4667343283861537,0.11847032274892848,0.2639650618646687,0.16582707011329123
