,StartDate,EndDate,Date,const,szgrowth(-1)+,szgrowth(-1),hpgrowth(-1),const-p,szgrowth(-1)+p,szgrowth(-1)p,hpgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,2006-11-01,0.5698360276308574,0.04657476222181474,-0.032001694522831255,-0.13881102462485229,0.0008988763613447994,0.07452472253174203,0.1663489896770013,0.5211877117408936,0.3685380606185691,0.23322478789397683
1,2006-03-01,2007-08-01,2006-12-01,0.6429746641425753,0.04377055063693648,-0.027946312216509114,-0.24057288875710264,0.00032764450552306897,0.07306838795191549,0.19675541318061066,0.2682871537762959,0.45261321753056805,0.335316049858547
2,2006-04-01,2007-09-01,2007-01-01,0.5463200720255663,0.050521453267349546,-0.031705983403850356,-0.08691448079827035,0.013367800713884971,0.12658322494485735,0.2827925621875594,0.765119499483522,0.3835372065992657,0.25143803658482267
3,2006-05-01,2007-10-01,2007-02-01,0.3284134094276523,0.04391777590258823,-0.03046910924950045,0.37814444846529005,0.13980760341602952,0.2781047811347511,0.39937755730162927,0.17588886839886608,0.26320668813573866,0.10532240702196849
4,2006-06-01,2007-11-01,2007-03-01,0.2707127781344926,0.050169109615109106,-0.036519841772293934,0.42387301409349964,0.20572518702159964,0.2078109403404966,0.3050142660299467,0.0936049248287501,0.308650663334761,0.16050437690649555
5,2006-07-01,2007-12-01,2007-04-01,0.43718149272334417,-0.014582553160102422,0.02495461610017828,0.2866699055394912,0.04939481027564084,0.4599707669051428,0.10442809330164093,0.26622438218979283,0.4024481092807868,0.2744012755552412
6,2006-08-01,2008-01-01,2007-05-01,0.363476649476689,-0.016431555884739824,0.025410274847683698,0.4044987894954007,0.05677420602806349,0.42393445540670194,0.10577739014199339,0.07379740429570616,0.4391393401380206,0.31895491302473933
7,2006-09-01,2008-02-01,2007-06-01,0.3666082705550753,-0.008778316048409705,0.018925663911424653,0.3750610335555422,0.06713453895551937,0.6421013182933804,0.14792492778453376,0.09270206375887445,0.4671014423042835,0.3529088942266301
8,2006-10-01,2008-03-01,2007-07-01,0.42225939359810605,-0.013523827553251239,0.021497189554809427,0.3476644934088196,0.024928016826856275,0.46112069293629165,0.09606573430844541,0.09851418845339843,0.47333972049206885,0.3604839463117979
9,2006-11-01,2008-04-01,2007-08-01,0.393736158222649,-0.007201799742566798,0.016090975195185365,0.3636217336812372,0.04502754837784913,0.6749373180144707,0.14321637412240182,0.0942160626833688,0.4801674318746241,0.36877473870490074
10,2006-12-01,2008-05-01,2007-09-01,0.38895550021234004,-0.009463433089134166,0.017024320166598834,0.4023208238629182,0.03400218786825709,0.5713190022289729,0.11039079494576728,0.05306729099634655,0.5136513563475994,0.4094337898506565
