,StartDate,EndDate,Date,const,szgrowth(-1)+,szgrowth(-1),hpgrowth(-1),const-p,szgrowth(-1)+p,szgrowth(-1)p,hpgrowth(-1)-p,rsquared,rsquared_adj
0,2006-02-01,2007-07-01,2006-11-01,0.16658166906556587,0.025833619029288758,-0.026498606898233003,0.7461255340833798,0.2624548486239185,0.37697563067807993,0.31761004658634256,0.004917337730083681,0.5127976624581136,0.4083971615562809
1,2006-03-01,2007-08-01,2006-12-01,0.07165486665355003,0.02334737443728919,-0.022280826172813968,0.9150435417506091,0.6033839990147778,0.45422382904675473,0.42821424114383166,0.0005441056368568658,0.6228935606531181,0.5420850379359291
2,2006-04-01,2007-09-01,2007-01-01,-0.10042353670755383,0.017639949419931196,-0.015136695012069462,1.2171154789226677,0.5111580686105601,0.647100752677908,0.6604941691155677,4.767708609899816e-05,0.7312022896505952,0.6736027802900084
3,2006-05-01,2007-10-01,2007-02-01,-0.05609451857528924,0.04394501877156114,-0.03452253068260738,0.9919503175459873,0.6942854955641946,0.2683464951154367,0.32779542339046164,5.747350751139806e-06,0.7910479236636612,0.7462724787344457
4,2006-06-01,2007-11-01,2007-03-01,0.0035715156608481236,0.05209658633027692,-0.04048983463892231,0.8583200342435484,0.9817650784489685,0.23929248220348995,0.3040134590350966,2.060023325759413e-05,0.7471806435986437,0.6930050672269245
5,2006-07-01,2007-12-01,2007-04-01,0.1474458890013521,-0.046286920599044636,0.05346822600720823,0.809992221260937,0.39299921133734117,0.06903916403833761,0.008932828697482593,0.00014037390561526063,0.7206832785534376,0.6608296953863171
6,2006-08-01,2008-01-01,2007-05-01,0.1873684905688911,-0.04879577159060846,0.05477158739619524,0.7875434035399584,0.2665300085968863,0.061095332060101155,0.008009201649795713,7.339159928801333e-05,0.7370829464922273,0.6807435778834189
7,2006-09-01,2008-02-01,2007-06-01,0.21883344109954464,-0.030572987597624807,0.03786877119602729,0.7193193836108088,0.25958902598291994,0.21267728252652418,0.02847537734592932,0.0002685423891651434,0.7129916855221292,0.6514899038482997
8,2006-10-01,2008-03-01,2007-07-01,0.19431009786856712,-0.029042064805517957,0.037292911444617584,0.7362794996484326,0.2862715467059992,0.23056010389693443,0.030764049553767346,0.0001584392068504389,0.7304169357173067,0.6726491362281581
9,2006-11-01,2008-04-01,2007-08-01,0.20273162333245912,-0.011864567177758772,0.022152976954334793,0.6816974857887428,0.3386061043148495,0.6283351395420961,0.15650484794118646,0.0006978838657588174,0.6849968449520314,0.6174961688703239
