日期,新建商品住宅销售价格指数(上月=100),城市,类别123,类别0123,date,销售价格变动,hp
2018年4月,100.0,泉州,2,2,2018-04-01,0.0,1.3642122556628236
2018年3月,100.1,泉州,2,2,2018-03-01,0.0009999999999998899,1.3642122556628236
2018年2月,100.1,泉州,2,2,2018-02-01,0.0009999999999998899,1.362849406256567
2018年1月,99.7,泉州,2,2,2018-01-01,-0.0030000000000000027,1.361487918338229
2017年12月,100.6,泉州,2,2,2017-12-01,0.006000000000000005,1.365584672355295
2017年11月,99.6,泉州,2,2,2017-11-01,-0.0040000000000000036,1.357440032162321
2017年10月,100.4,泉州,2,2,2017-10-01,0.0040000000000000036,1.3628915985565473
2017年9月,99.2,泉州,2,2,2017-09-01,-0.008000000000000007,1.357461751550346
2017年8月,99.9,泉州,2,2,2017-08-01,-0.0009999999999998899,1.3684090237402682
2017年7月,99.8,泉州,2,2,2017-07-01,-0.0020000000000000018,1.3697788025428108
2017年6月,100.7,泉州,2,2,2017-06-01,0.007000000000000117,1.3725238502432975
2017年5月,99.8,泉州,2,2,2017-05-01,-0.0020000000000000018,1.3629829694570976
2017年4月,99.6,泉州,2,2,2017-04-01,-0.0040000000000000036,1.3657143982536049
2017年3月,100.5,泉州,2,2,2017-03-01,0.004999999999999893,1.3711991950337399
2017年2月,100.6,泉州,2,2,2017-02-01,0.006000000000000005,1.3643773084912836
2017年1月,100.7,泉州,2,2,2017-01-01,0.007000000000000117,1.35623986927563
2016年12月,100.8,泉州,2,2,2016-12-01,0.008000000000000007,1.3468121839877156
2016年11月,102.1,泉州,2,2,2016-11-01,0.020999999999999908,1.3361231984005115
2016年10月,101.1,泉州,2,2,2016-10-01,0.010999999999999899,1.308641722233606
2016年9月,101.6,泉州,2,2,2016-09-01,0.016000000000000014,1.294403286086653
2016年8月,101.3,泉州,2,2,2016-08-01,0.0129999999999999,1.2740189823687529
2016年7月,100.6,泉州,2,2,2016-07-01,0.006000000000000005,1.2576692817065676
2016年6月,99.8,泉州,2,2,2016-06-01,-0.0020000000000000018,1.2501682720741227
2016年5月,99.9,泉州,2,2,2016-05-01,-0.0009999999999998899,1.2526736193127481
2016年4月,101.0,泉州,2,2,2016-04-01,0.010000000000000009,1.2539275468596076
2016年3月,100.6,泉州,2,2,2016-03-01,0.006000000000000005,1.2415124226332748
2016年2月,100.3,泉州,2,2,2016-02-01,0.0029999999999998916,1.2341077759774104
2016年1月,99.8,泉州,2,2,2016-01-01,-0.0020000000000000018,1.2304165263982159
2015年12月,100.2,泉州,2,2,2015-12-01,0.0020000000000000018,1.2328822909801762
2015年11月,100.0,泉州,2,2,2015-11-01,0.0,1.230421448084008
2015年10月,100.3,泉州,2,2,2015-10-01,0.0029999999999998916,1.230421448084008
